player,debut_season,contract_length
Yao Ming,2003,4
Mike Dunleavy,2003,4
Drew Gooden,2003,4
Jay Williams,2003,3
Nene Hilario,2003,4
Chris Wilcox,2003,4
Amar'e Stoudemire,2003,4
Caron Butler,2003,4
Jared Jeffries,2003,4
Tayshaun Prince,2003,4
John Salmons,2003,4
Manu Ginobili,2003,2
Mehmet Okur,2003,2
Roger Mason,2003,2
Carlos Boozer,2003,2
Reggie Evans,2003,1
