player,season,contract_length
Joe Johnson,2011,6
LeBron James,2011,6
Chris Bosh,2011,6
Dwyane Wade,2011,6
Amar'e Stoudemire,2011,5
Rudy Gay,2011,5
Dirk Nowitzki,2011,4
David Lee,2011,6
Carlos Boozer,2011,5
LaMarcus Aldridge,2011,5
Paul Pierce,2011,4
Rajon Rondo,2011,5
Andrea Bargnani,2011,5
Luis Scola,2011,5
Tyrus Thomas,2011,5
Tim Duncan,2011,2
Kendrick Perkins,2011,5
John Salmons,2011,5
Manu Ginobili,2011,3
Richard Jefferson,2011,4
Richard Hamilton,2011,3
Al Harrington,2011,5
Wesley Matthews,2011,5
Drew Gooden,2011,5
Amir Johnson,2011,5
Channing Frye,2011,5
Mike Miller,2011,5
Stephen Jackson,2011,3
John Wall,2011,4
Kyle Lowry,2011,4
Samardo Samuels,2011,3
Steve Nash,2011,2
Evan Turner,2011,4
Mehmet Okur,2011,2
Udonis Haslem,2011,5
Ray Allen,2011,2
J.J. Redick,2011,3
Derrick Favors,2011,4
Linas Kleiza,2011,4
Joel Anthony,2011,5
Hakim Warrick,2011,4
Marcus Camby,2011,2
Steve Blake,2011,4
Luke Ridnour,2011,4
DeMarcus Cousins,2011,4
Chris Duhon,2011,4
Brad Miller,2011,3
Kyle Korver,2011,3
Raymond Felton,2011,2
Brendan Haywood,2011,2
Ekpe Udoh,2011,4
Thabo Sefolosha,2011,4
Matt Bonner,2011,4
Brandon Roy,2011,1
Greg Monroe,2011,4
Nikola Pekovic,2011,3
Ronnie Brewer,2011,3
Josh Childress,2011,2
Wesley Johnson,2011,3
Anthony Morrow,2011,3
Jermaine O'Neal,2011,2
Dorell Wright,2011,3
Gordon Hayward,2011,4
Tiago Splitter,2011,3
Paul George,2011,4
Derek Fisher,2011,3
Brandon Jennings,2011,4
Timofey Mozgov,2011,3
Johan Petro,2011,3
Will Bynum,2011,3
Raja Bell,2011,3
Tony Allen,2011,3
Ed Davis,2011,4
Corey Brewer,2011,3
Darko Milicic,2011,2
Patrick Patterson,2011,4
Larry Sanders,2011,4
Randy Foye,2011,2
Al-Farouq Aminu,2011,3
Ryan Gomes,2011,2
Kevin Seraphin,2011,4
Jordan Farmar,2011,2
Eric Bledsoe,2011,4
Avery Bradley,2011,4
Shaun Livingston,2011,2
Cole Aldrich,2011,3
Xavier Henry,2011,3
C.J. Watson,2011,2
Trevor Booker,2011,4
Quincy Pondexter,2011,4
Jordan Crawford,2011,4
