player,season,contract_length
Ike Anigbogu,2018,3
Frank Jackson,2018,3
Dwayne Bacon,2018,3
Dillon Brooks,2018,3
Sterling Brown,2018,3
Sindarius Thornwell,2018,3
Royce O'Neale,2018,3
Tyler Zeller,2018,2
Zaza Pachulia,2018,1
Shabazz Muhammad,2018,2
Jeff Withey,2018,2
Antonius Cleveland,2018,2
Rajon Rondo,2018,1
Tyreke Evans,2018,1
Anthony Tolliver,2018,1
Tarik Black,2018,1
Kyle Collinsworth,2018,3
Joffrey Lauvergne,2018,2
Tyler Ennis,2018,2
Emeka Okafor,2018,2
C.J. Williams,2018,3
Isaiah Taylor,2018,2
Quinn Cook,2018,2
Diamond Stone,2018,2
Wayne Selden,2018,2
Michael Carter-Williams,2018,1
Trey Burke,2018,2
Kendrick Perkins,2018,2
DeAndre Liggins,2018,2
Brandon Jennings,2018,2
Dwight Buycks,2018,2
Nick Collison,2018,1
Jeff Green,2018,1
Jose Calderon,2018,1
Kris Humphries,2018,1
Gerald Green,2018,1
Tony Allen,2018,1
Kendrick Perkins,2018,1
Raymond Felton,2018,1
Emeka Okafor,2018,1
Jason Terry,2018,1
Arron Afflalo,2018,1
Joel Anthony,2018,1
Udonis Haslem,2018,1
Dwyane Wade,2018,1
Andrew Bogut,2018,1
Ramon Sessions,2018,1
David West,2018,1
Jarrett Jack,2018,1
Martell Webster,2018,1
Beno Udrih,2018,1
Rade Zagorac,2018,2
Alex Poythress,2018,2
Richard Jefferson,2018,1
Dante Cunningham,2018,1
Jameer Nelson,2018,1
Khem Birch,2018,2
Dakari Johnson,2018,2
Brandon Paul,2018,2
Jordan Bell,2018,2
Jawun Evans,2018,2
Tyler Dorsey,2018,2
Thomas Bryant,2018,2
Cameron Oliver,2018,2
Daniel Theis,2018,2
Alfonzo McKinnie,2018,2
Maxi Kleber,2018,2
Josh Smith,2018,1
Aaron Brooks,2018,1
Anthony Morrow,2018,1
Brandon Rush,2018,1
Michael Beasley,2018,1
Luc Richard Mbah a Moute,2018,1
Damien Wilkins,2018,1
Marreese Speights,2018,1
JaVale McGee,2018,1
Shawne Williams,2018,1
Derrick Rose,2018,1
Mario Chalmers,2018,1
Omri Casspi,2018,1
Josh Childress,2018,1
Tyler Cavanaugh,2018,2
Luke Babbitt,2018,1
Jeremy Evans,2018,1
Wade Baldwin,2018,2
Troy Williams,2018,2
Georgios Papagiannis,2018,2
Donald Sloan,2018,1
Mike Scott,2018,1
MarShon Brooks,2018,2
Tim Quarterman,2018,2
David Stockton,2018,2
Okaro White,2018,2
DeAndre Liggins,2018,1
John Jenkins,2018,1
Christapher Johnson,2018,1
Willie Reed,2018,1
Anthony Bennett,2018,1
Trey Burke,2018,1
Archie Goodwin,2018,1
Isaiah Canaan,2018,1
Ian Clark,2018,1
Quinn Cook,2018,2
Bobby Brown,2018,1
Julyan Stone,2018,2
Kendall Marshall,2018,1
Perry Jones III,2018,1
Shane Larkin,2018,1
James Young,2018,1
K.J. McDaniels,2018,1
Damjan Rudez,2018,1
Jarell Eddie,2018,1
Shaquille Harrison,2018,2
Isaiah Canaan,2018,1
Jaylen Morris,2018,2
Chris Wright,2018,1
Maalik Wayns,2018,1
Tony Mitchell,2018,1
Vander Blue,2018,1
Markel Brown,2018,1
Jordan Mickey,2018,1
Briante Weber,2018,1
Rodney Purvis,2018,2
Nigel Hayes,2018,2
Omari Johnson,2018,2
Aaron Jackson,2018,2
Gerald Green,2018,1
DeQuan Jones,2018,1
Carrick Felix,2018,1
Kalin Lucas,2018,1
Larry Drew II,2018,1
Travis Wear,2018,1
David Stockton,2018,1
Cliff Alexander,2018,1
Xavier Munford,2018,1
Stephen Zimmerman,2018,1
Michael Gbinije,2018,1
Georges Niang,2018,1
Kyle Wiltjer,2018,1
Marshall Plumlee,2018,1
Daniel Ochefu,2018,1
Danuel House Jr.,2018,1
Jarrod Uthoff,2018,1
Marcus Georges-Hunt,2018,1
Isaiah Canaan,2018,1
Sean Kilpatrick,2018,1
Marcus Williams,2018,1
Andy Rautins,2018,1
Trey McKinney-Jones,2018,1
Akil Mitchell,2018,1
Brandon Ashley,2018,1
Jonathan Holmes,2018,1
Tyrone Wallace,2018,1
James Webb III,2018,1
Jameel Warney,2018,1
Andrew Andrews,2018,1
C.J. Williams,2018,1
V.J. Beachem,2018,1
James Blackmon Jr.,2018,1
Kennedy Meeks,2018,1
P.J. Dozier,2018,1
Nigel Hayes,2018,1
Melo Trimble,2018,1
Ben Moore,2018,1
L.J. Peak,2018,1
George De Paula,2018,1
Isaiah Hicks,2018,1
Jeremy Senglin,2018,1
JaCorey Williams,2018,1
Jamel Artis,2018,1
Bronson Koenig,2018,1
JeQuan Lewis,2018,1
Jeremy Morgan,2018,1
Derek Willis,2018,1
Matt Williams,2018,1
Landry Nnoko,2018,1
Tyler Cavanaugh,2018,1
Gian Clavell,2018,1
T.J. Williams,2018,1
Milton Doyle,2018,1
Antonius Cleveland,2018,1
Xavier Rathan-Mayes,2018,1
Andrew White III,2018,1
Daniel Dixon,2018,1
Troy Caupain,2018,1
LaDontae Henton,2018,1
Peter Jok,2018,1
London Perrantes,2018,1
Amile Jefferson,2018,1
Matt Jones,2018,1
Naz Mitrou-Long,2018,1
Isaiah Briscoe,2018,1
Terry Henderson,2018,1
Luke Petrasek,2018,1
Erik McCree,2018,1
Jordan Mathews,2018,1
Alex Hamilton,2018,1
Jaylen Johnson,2018,1
Bryce Alford,2018,1
Rashawn Thomas,2018,1
Amida Brimah,2018,1
Taylor Braun,2018,1
Devin Williams,2018,1
Durand Scott,2018,1
Rodney Purvis,2018,1
Torian Graham,2018,1
Reggie Hearn,2018,1
Davion Berry,2018,1
Isaac Hamilton,2018,1
Yannis Morin,2018,1
Tahjere McCall,2018,1
Kamari Murphy,2018,1
Tidjan Keita,2018,1
Trevor Thompson,2018,1
Kendall Pollard,2018,1
Ike Iroegbu,2018,1
Marc Lovin,2018,1
Marco Belinelli,2018,1
Joe Johnson,2018,1
Brandan Wright,2018,1
Joel Bolomboy,2018,1
Mike James,2018,1
Ersan Ilyasova,2018,1
Corey Brewer,2018,1
Bobby Brown,2018,1
Trevor Booker,2018,1
Derrick Rose,2018,1
Ramon Sessions,2018,1
Shabazz Muhammad,2018,1
Travis Wear,2018,1
Aaron Harrison,2018,1
Marquis Teague,2018,1
Jordan Crawford,2018,1
Damion Lee,2018,1
Jonathan Gibson,2018,1
Andre Ingram,2018,1
Ty Lawson,2018,1
Lorenzo Brown,2018,1
Amile Jefferson,2018,1
