const,age,games_played_perc,games_started_perc,minutes_played,avg_minutes_played,WS48,PER,team_successes,player_successes
1.0,31,0.99009900990099,0.7821782178217822,1874,18.74,0.097,16.086,2,0
1.0,24,0.8390804597701149,0.8390804597701149,2716,37.205,0.161,22.684,1,0
1.0,27,0.632183908045977,0.0229885057471264,665,12.091,0.087,13.074,1,0
1.0,26,0.8961038961038961,0.5584415584415584,1639,23.754,0.161,15.555,1,0
1.0,28,0.902439024390244,0.902439024390244,2403,32.473,0.178,20.1,0,0
1.0,23,0.4444444444444444,0.0138888888888888,438,13.688,0.088,12.8,0,0
1.0,24,0.2921348314606741,0.0112359550561797,328,12.615,0.015,7.433,5,0
1.0,24,0.975609756097561,0.975609756097561,2323,29.038,0.143,19.7,0,0
1.0,32,0.6951219512195121,0.6951219512195121,1772,31.088,0.192,21.2,1,1
1.0,38,0.7073170731707317,0.6707317073170732,1545,26.638,0.155,20.7,0,0
1.0,29,0.8627450980392157,0.5392156862745098,2640,30.0,0.085,17.235,3,0
1.0,23,0.6831683168316832,0.1485148514851485,2063,29.899,0.057,14.055,2,0
1.0,31,0.4756097560975609,0.4390243902439024,1302,33.385,0.07,16.7,0,0
1.0,25,0.5365853658536586,0.1097560975609756,692,15.727,0.097,13.8,0,0
1.0,24,0.7073170731707317,0.3536585365853658,1497,25.81,0.074,13.6,0,0
1.0,24,0.1951219512195122,0.0,181,11.312,0.027,10.3,0,0
1.0,25,0.7727272727272727,0.75,2502,36.794,0.181,21.454,1,2
1.0,26,0.9146341463414634,0.5609756097560976,2079,27.72,0.051,11.8,0,0
1.0,25,0.6097560975609756,0.0,509,10.18,0.019,9.8,1,0
1.0,22,0.9574468085106383,0.9574468085106383,2458,27.311,0.122,19.483,1,1
1.0,27,0.7073170731707317,0.0365853658536585,1276,22.0,0.139,13.6,0,0
1.0,29,0.8764044943820225,0.8764044943820225,1988,25.487,0.164,17.699,1,0
1.0,35,1.0,1.0,3597,34.587,0.138,20.333,3,0
1.0,22,0.9146341463414634,0.8902439024390244,2443,32.573,0.21,24.4,0,0
1.0,27,0.7195121951219512,0.2682926829268293,1402,23.763,0.041,13.1,0,0
1.0,21,0.6341463414634146,0.1951219512195122,789,15.173,0.0,8.6,0,0
1.0,27,0.4390243902439024,0.1585365853658536,751,20.861,0.045,9.5,0,0
1.0,33,0.4390243902439024,0.1097560975609756,612,17.0,0.063,13.7,0,0
1.0,28,0.8961038961038961,0.3246753246753247,1515,21.957,0.096,13.439,1,0
1.0,23,1.0,0.2941176470588235,2921,28.637,0.149,20.703,3,0
1.0,31,0.3536585365853658,0.0,255,8.793,0.094,10.4,1,0
1.0,25,1.0,1.0,2581,31.476,0.086,15.8,0,0
1.0,30,0.6559139784946236,0.0,506,8.295,0.102,13.884,1,0
1.0,34,0.7560975609756098,0.1219512195121951,1191,19.21,0.069,10.3,1,0
1.0,25,0.6527777777777778,0.0694444444444444,620,13.191,0.015,9.2,2,0
1.0,35,0.9885057471264368,0.942528735632184,2479,28.826,0.09,11.994,1,0
1.0,27,0.7439024390243902,0.1707317073170731,870,14.262,0.121,17.4,0,0
1.0,26,0.9878048780487804,0.9878048780487804,3019,37.272,0.164,22.2,0,0
1.0,21,0.6097560975609756,0.024390243902439,625,12.5,0.0,7.6,0,0
1.0,23,0.6046511627906976,0.0,605,11.635,0.064,11.704,1,0
1.0,32,0.9090909090909092,0.2159090909090909,1886,23.575,0.074,12.041,1,0
1.0,29,0.9680851063829788,0.0851063829787234,2775,30.495,0.114,19.056,1,0
1.0,26,0.5853658536585366,0.0853658536585365,868,18.083,0.083,13.7,0,0
1.0,32,0.902439024390244,0.3170731707317073,1828,24.703,0.11,13.0,0,0
1.0,29,1.0,0.4343434343434343,2696,26.96,0.048,17.741,2,0
1.0,28,0.9714285714285714,0.9714285714285714,3642,35.706,0.165,23.256,3,0
1.0,22,0.1829268292682926,0.0,159,10.6,0.06,14.5,0,0
1.0,21,0.6388888888888888,0.2361111111111111,667,14.5,0.115,16.4,0,0
1.0,27,0.9489795918367347,0.1224489795918367,1698,18.258,0.069,13.197,2,0
1.0,29,0.8850574712643678,0.8850574712643678,2356,30.597,0.153,19.334,1,0
1.0,27,0.7924528301886793,0.7924528301886793,2979,35.464,0.224,38.642,5,7
1.0,26,0.8936170212765957,0.6808510638297872,2326,27.69,0.13,19.713,1,0
1.0,32,0.81,0.15,1203,14.852,0.158,17.351,2,0
1.0,28,0.942528735632184,0.942528735632184,3002,36.61,0.223,30.211,1,3
1.0,28,0.6704545454545454,0.2272727272727272,1064,18.034,0.039,12.586,1,0
1.0,28,0.7752808988764045,0.1011235955056179,1504,21.797,0.1,14.13,1,0
1.0,32,0.7638888888888888,0.0,717,13.036,0.093,14.094,1,0
1.0,22,0.7931034482758621,0.0804597701149425,1092,15.826,0.064,10.226,1,0
1.0,29,0.9390243902439024,0.9390243902439024,2730,35.455,0.105,17.2,0,0
1.0,23,0.9789473684210528,0.9789473684210528,3033,32.613,0.173,20.011,1,0
1.0,34,0.1219512195121951,0.024390243902439,294,29.4,0.049,10.9,1,0
1.0,22,0.367816091954023,0.0,231,7.219,0.043,14.415,1,0
1.0,30,0.6197183098591549,0.056338028169014,763,17.341,0.112,11.082,1,0
1.0,32,0.6551724137931034,0.057471264367816,936,16.421,0.159,20.115,1,0
1.0,30,0.6951219512195121,0.2560975609756097,1422,24.947,0.135,15.4,0,0
1.0,27,0.7727272727272727,0.1363636363636363,1192,23.373,0.113,18.0,0,0
1.0,26,0.6372549019607843,0.0,678,10.431,0.162,16.496,5,0
1.0,24,0.9175257731958762,0.0,1448,16.27,0.061,12.932,2,0
1.0,25,0.7682926829268293,0.0,1070,16.984,0.126,14.9,0,0
1.0,29,0.2073170731707317,0.0,231,13.588,-0.021,9.5,0,0
1.0,30,0.7450980392156863,0.0294117647058823,1181,15.539,0.004,7.109,3,0
1.0,26,0.9634146341463414,0.2439024390243902,1875,23.734,0.044,10.8,0,0
1.0,24,0.5151515151515151,0.0101010101010101,816,16.0,0.03,7.43,2,0
1.0,27,0.3522727272727273,0.0,221,7.129,0.201,17.87,1,0
1.0,34,0.6039603960396039,0.0198019801980198,448,7.344,0.14,13.885,2,0
1.0,25,0.8607594936708861,0.0886075949367088,1224,18.0,0.209,21.243,1,0
1.0,21,0.5365853658536586,0.0121951219512195,1313,29.841,0.095,14.3,1,0
1.0,30,0.9887640449438202,0.7078651685393258,3109,35.33,0.121,16.214,1,0
1.0,24,0.2808988764044944,0.0112359550561797,344,13.76,0.085,11.102,1,0
1.0,22,0.9878048780487804,0.8780487804878049,3071,37.914,0.141,19.0,0,0
1.0,23,0.8314606741573034,0.8314606741573034,2606,35.216,0.122,22.842,2,0
1.0,37,0.6881720430107527,0.6881720430107527,1483,23.172,0.12,21.075,1,0
1.0,22,0.2461538461538461,0.0,293,18.312,0.082,10.7,0,0
1.0,31,0.2439024390243902,0.0,368,18.4,0.052,11.5,0,0
1.0,34,0.8255813953488372,0.0116279069767441,775,10.915,0.09,11.852,3,0
1.0,24,0.9886363636363636,0.9886363636363636,3655,42.011,0.185,22.654,1,0
1.0,23,0.926829268292683,0.9146341463414634,2529,33.276,0.085,12.8,0,0
1.0,23,0.5303030303030303,0.3787878787878788,940,26.857,0.138,19.9,1,0
1.0,22,0.875,0.625,1864,29.587,0.165,20.1,0,0
1.0,33,0.8695652173913043,0.8695652173913043,2458,30.725,0.15,18.308,1,0
1.0,29,0.9166666666666666,0.4027777777777778,1619,24.53,0.113,15.6,0,0
1.0,24,0.9901960784313726,0.0588235294117647,2379,23.554,0.164,17.847,3,0
1.0,29,0.8735632183908046,0.8735632183908046,2720,35.789,0.164,24.183,1,2
1.0,24,0.7945205479452054,0.0273972602739726,945,16.293,0.091,11.3,0,0
1.0,29,0.7682926829268293,0.0609756097560975,861,13.667,0.061,8.1,1,0
1.0,28,0.9693877551020408,0.8877551020408163,1706,17.958,0.067,11.729,2,0
1.0,32,1.0,0.6210526315789474,2714,28.568,0.103,13.713,1,0
1.0,35,0.573170731707317,0.024390243902439,373,7.936,0.039,6.5,0,0
1.0,28,0.5151515151515151,0.0,491,14.441,0.088,11.1,0,0
1.0,25,0.8191489361702128,0.8191489361702128,3019,39.208,0.214,25.488,1,2
1.0,27,0.8152173913043478,0.0978260869565217,1784,23.787,0.099,11.714,1,0
1.0,34,0.7291666666666666,0.5520833333333334,1490,21.286,0.139,13.446,2,0
1.0,23,1.0,0.9295774647887324,2009,28.296,0.086,12.668,1,0
1.0,36,0.9438202247191012,0.9438202247191012,2780,33.095,0.102,16.313,1,0
1.0,32,0.7142857142857143,0.0779220779220779,1454,26.436,0.116,20.64,1,0
1.0,25,0.8658536585365854,0.0365853658536585,1161,16.352,0.091,13.5,0,0
1.0,22,0.975609756097561,0.951219512195122,2444,30.55,0.029,11.6,0,0
1.0,26,0.9634146341463414,0.6707317073170732,2250,28.481,0.113,17.3,0,0
1.0,27,1.0,0.1204819277108433,1283,15.458,0.108,11.579,1,0
1.0,26,0.9431818181818182,0.0227272727272727,840,10.12,0.096,13.004,1,0
1.0,29,0.425287356321839,0.0689655172413793,512,13.838,0.095,8.764,1,0
1.0,26,1.0,0.0227272727272727,2149,24.42,0.093,15.232,1,0
1.0,25,0.8275862068965517,0.2873563218390804,1462,20.306,0.072,13.06,1,0
1.0,33,0.5365853658536586,0.0609756097560975,707,16.068,0.027,9.5,1,0
1.0,25,0.9320388349514565,0.1359223300970873,2108,21.958,0.098,12.694,5,0
1.0,28,0.98,0.98,3332,34.0,0.12,15.779,2,0
1.0,25,0.902439024390244,0.024390243902439,1495,20.203,0.042,10.4,0,0
1.0,25,0.875,0.0961538461538461,1252,13.758,0.082,14.558,3,0
1.0,26,0.2558139534883721,0.0,468,21.273,0.013,15.054,1,0
1.0,27,0.524390243902439,0.0,373,8.674,0.029,8.193,1,0
1.0,24,0.9146341463414634,0.2439024390243902,1554,20.72,-0.046,10.8,0,0
1.0,27,0.926829268292683,0.7804878048780488,2210,29.079,0.052,12.1,0,0
1.0,27,0.6063829787234043,0.1382978723404255,783,13.737,0.134,17.112,3,0
1.0,25,0.9878048780487804,0.8292682926829268,2578,31.827,0.078,12.5,0,0
1.0,22,0.524390243902439,0.0609756097560975,908,21.116,0.016,12.3,0,0
1.0,33,0.9545454545454546,0.9545454545454546,2695,32.083,0.071,13.452,1,0
1.0,31,0.5277777777777778,0.0138888888888888,552,14.526,0.183,19.2,0,0
1.0,35,0.819047619047619,0.1904761904761904,1528,17.767,0.177,22.438,5,0
1.0,27,0.6951219512195121,0.2682926829268293,1348,23.649,0.071,14.3,0,0
1.0,27,0.98,0.98,3424,34.939,0.244,34.193,2,2
1.0,32,0.9204545454545454,0.625,2103,25.963,0.052,8.664,1,0
1.0,26,0.9021739130434784,0.9021739130434784,2900,34.94,0.25,38.082,5,3
1.0,27,0.9662921348314608,0.9662921348314608,3133,36.43,0.196,21.748,1,0
1.0,29,0.8941176470588236,0.0117647058823529,1529,20.118,0.114,13.427,1,0
1.0,25,1.0,0.6463414634146342,2716,33.122,0.072,13.1,0,0
1.0,22,0.7073170731707317,0.6951219512195121,1909,32.914,0.073,16.5,0,0
1.0,29,0.5365853658536586,0.0,463,10.523,0.145,14.7,0,0
1.0,30,0.8775510204081632,0.010204081632653,1788,20.791,0.178,22.234,2,0
1.0,24,1.0,1.0,2112,28.932,0.027,11.3,0,0
1.0,26,0.9239130434782608,0.8478260869565217,2408,28.329,0.094,15.257,1,0
1.0,22,0.8045977011494253,0.8045977011494253,2696,38.514,0.141,23.967,1,2
1.0,26,0.9186046511627908,0.2906976744186046,1937,24.519,0.037,11.12,1,0
1.0,31,0.5393258426966292,0.1348314606741573,758,15.792,0.06,15.061,1,0
1.0,31,0.935064935064935,0.1428571428571428,1227,17.042,0.099,11.409,1,0
1.0,26,0.951219512195122,0.1219512195121951,1541,19.756,0.069,11.9,0,0
1.0,32,0.8191489361702128,0.8191489361702128,2899,37.649,0.151,24.225,1,0
1.0,27,0.8048780487804879,0.6097560975609756,1674,25.364,0.083,14.0,0,0
1.0,26,0.5342465753424658,0.0,227,5.821,0.14,18.563,1,0
1.0,24,0.5698924731182796,0.021505376344086,645,12.17,0.075,9.219,1,0
1.0,26,0.797752808988764,0.3370786516853932,1136,16.0,0.078,10.442,1,0
1.0,23,0.7682926829268293,0.1341463414634146,1112,17.651,0.017,10.1,0,0
1.0,22,0.6388888888888888,0.0277777777777777,559,12.152,0.137,17.9,0,0
1.0,23,0.9767441860465116,0.9767441860465116,3030,36.071,0.096,16.555,1,0
1.0,27,0.8902439024390244,0.0609756097560975,1950,26.712,0.054,14.0,0,0
1.0,30,0.6097560975609756,0.1463414634146341,828,16.56,-0.006,7.4,0,0
1.0,29,0.8780487804878049,0.8658536585365854,1789,24.847,0.048,11.3,0,0
1.0,29,0.9893617021276596,0.0531914893617021,2122,22.817,0.159,20.293,1,0
1.0,24,0.631578947368421,0.0,723,12.05,0.034,10.754,1,0
1.0,22,0.8902439024390244,0.8902439024390244,2201,30.151,0.111,19.0,0,0
1.0,23,0.8295454545454546,0.1022727272727272,1608,22.027,0.062,12.32,1,0
1.0,29,0.2222222222222222,0.0277777777777777,194,12.125,0.124,16.1,0,0
1.0,24,0.8780487804878049,0.8780487804878049,2724,37.833,0.1,19.0,0,0
1.0,37,0.5487804878048781,0.2804878048780488,862,19.156,0.022,9.5,0,0
1.0,26,0.6179775280898876,0.0449438202247191,984,17.891,0.151,19.127,1,0
1.0,24,0.4024390243902439,0.0121951219512195,266,8.061,0.072,9.2,0,0
1.0,25,0.573170731707317,0.0,755,16.064,0.114,16.8,0,0
1.0,23,0.5641025641025641,0.0,429,9.75,0.011,8.87,1,0
1.0,26,0.8873239436619719,0.8732394366197183,1579,25.063,0.046,11.1,0,0
1.0,25,0.6417910447761194,0.0597014925373134,915,21.279,0.01,9.6,0,0
1.0,34,0.898876404494382,0.1685393258426966,1495,18.688,0.122,14.561,1,0
1.0,24,0.967032967032967,0.1538461538461538,1953,22.193,0.086,13.687,1,0
1.0,22,1.0,0.8863636363636364,2336,26.545,0.09,10.333,1,0
1.0,26,0.9042553191489362,0.0319148936170212,1545,18.176,0.095,13.977,1,0
1.0,36,0.8275862068965517,0.0344827586206896,1663,23.097,0.034,16.439,1,0
1.0,30,0.6195652173913043,0.1847826086956521,891,15.632,0.092,15.166,1,0
1.0,30,0.9113924050632912,0.810126582278481,2114,29.361,0.203,25.681,1,0
1.0,29,0.9887640449438202,0.9887640449438202,2566,29.159,0.16,17.385,1,0
1.0,26,0.8170731707317073,0.7439024390243902,2190,32.687,0.083,17.1,0,0
1.0,25,0.9782608695652174,0.4347826086956521,2545,28.278,0.112,17.506,2,0
1.0,32,0.8055555555555556,0.0,927,15.983,0.092,14.299,1,0
1.0,29,0.9772727272727272,0.9772727272727272,3149,36.616,0.166,26.337,1,2
1.0,23,0.2916666666666667,0.0,241,11.476,0.06,9.8,0,0
1.0,23,0.1829268292682926,0.0,126,8.4,0.0,4.7,0,0
1.0,30,0.8113207547169812,0.2358490566037736,1165,13.547,0.091,10.913,3,0
1.0,27,0.7195121951219512,0.0609756097560975,1313,22.254,0.062,10.4,0,0
1.0,29,0.8181818181818182,0.803030303030303,1537,28.463,0.075,11.7,0,0
1.0,21,0.9696969696969696,0.0,779,12.172,0.043,11.9,0,0
1.0,21,0.6219512195121951,0.0975609756097561,924,18.118,0.145,18.4,0,0
1.0,26,0.5157894736842106,0.5157894736842106,1548,31.592,0.103,20.423,1,0
1.0,29,0.7272727272727273,0.4545454545454545,1646,25.719,0.111,16.073,1,0
1.0,34,0.4024390243902439,0.0,412,12.485,-0.023,6.2,0,0
1.0,20,0.2073170731707317,0.0,145,8.529,0.099,16.4,0,0
1.0,25,0.8850574712643678,0.1379310344827586,898,11.662,0.059,8.658,1,0
1.0,22,0.4269662921348314,0.0337078651685393,910,23.947,0.078,20.674,1,0
1.0,26,0.6341463414634146,0.6341463414634146,1900,36.538,0.131,18.9,0,0
1.0,41,0.7073170731707317,0.0609756097560975,1026,17.69,0.056,10.8,0,0
1.0,25,0.6527777777777778,0.0555555555555555,1349,28.702,0.096,12.2,0,0
1.0,30,0.9634146341463414,0.0121951219512195,1686,21.342,0.108,16.2,0,0
1.0,31,0.6463414634146342,0.0609756097560975,698,13.17,0.069,8.1,0,0
1.0,23,0.8850574712643678,0.5862068965517241,1676,21.766,0.147,16.51,1,0
1.0,30,0.9361702127659576,0.0,2655,30.17,0.071,16.709,1,0
1.0,27,1.0,0.0853658536585365,1710,20.854,0.056,13.4,0,0
1.0,25,0.8048780487804879,0.2195121951219512,1490,22.576,0.074,11.1,0,0
1.0,22,0.951219512195122,0.1829268292682926,1820,23.333,0.069,11.5,0,0
1.0,29,1.0,0.0449438202247191,1384,15.551,0.157,18.651,1,0
1.0,27,0.7307692307692307,0.0641025641025641,941,16.509,0.011,8.54,1,0
1.0,32,0.6707317073170732,0.4756097560975609,1498,27.236,0.058,15.8,0,0
1.0,26,0.7045454545454546,0.0,665,10.726,-0.007,10.718,1,0
1.0,29,1.0,1.0,2671,32.573,0.113,17.2,0,0
1.0,31,0.7926829268292683,0.2560975609756097,1466,22.554,0.124,18.8,0,0
1.0,34,0.7634408602150538,0.064516129032258,1408,19.831,0.09,12.4,1,0
1.0,31,0.9770114942528736,0.4022988505747126,2364,27.812,0.059,12.967,1,0
1.0,38,0.975609756097561,0.975609756097561,2409,30.112,0.088,14.7,0,0
1.0,25,0.3170731707317073,0.0121951219512195,234,9.0,0.123,16.0,1,0
1.0,31,0.5102040816326531,0.0204081632653061,777,15.54,-0.006,6.414,2,0
1.0,25,0.2207792207792207,0.0,224,13.176,0.087,20.779,1,0
1.0,32,0.97,0.08,1832,18.887,0.012,8.098,2,0
1.0,37,0.881578947368421,0.0657894736842105,1410,21.045,0.061,9.704,1,0
1.0,31,0.8902439024390244,0.7073170731707317,2160,29.589,0.164,18.8,0,0
1.0,29,0.9090909090909092,0.9090909090909092,2415,30.188,0.156,23.067,1,0
1.0,23,0.8658536585365854,0.8658536585365854,2298,32.366,0.165,26.1,0,0
1.0,26,0.5853658536585366,0.0,526,10.958,-0.018,10.8,0,0
1.0,31,1.0,1.0,2067,31.318,0.079,15.4,0,0
1.0,23,0.8292682926829268,0.6951219512195121,1722,25.324,0.089,13.9,0,0
1.0,22,0.9809523809523808,0.9809523809523808,3593,34.883,0.142,21.765,5,0
1.0,33,0.927710843373494,0.927710843373494,1881,24.429,0.094,9.469,1,0
1.0,29,1.0,0.3978494623655914,2306,24.796,0.122,14.128,1,0
1.0,28,0.6739130434782609,0.0,1162,18.742,0.131,16.569,1,0
1.0,27,0.6559139784946236,0.3655913978494624,861,14.115,0.062,9.995,1,0
1.0,23,0.5975609756097561,0.0121951219512195,576,11.755,0.083,12.9,1,0
1.0,33,0.9595959595959596,0.898989898989899,2753,28.979,0.141,17.193,2,0
1.0,31,0.5,0.0283018867924528,473,8.925,0.02,3.6,3,0
1.0,25,0.8365384615384616,0.8269230769230769,3420,39.31,0.21,32.05,3,3
1.0,25,0.5268817204301075,0.0,570,11.633,0.087,12.97,1,0
1.0,25,0.5121951219512195,0.0121951219512195,1005,23.929,0.033,11.3,0,0
1.0,24,0.4302325581395348,0.3953488372093023,1495,40.405,0.085,17.871,1,0
1.0,24,0.4942528735632184,0.0229885057471264,364,8.465,0.106,10.2,1,0
1.0,24,0.3170731707317073,0.0,147,5.654,0.033,11.0,0,0
1.0,35,0.6896551724137931,0.2413793103448276,1138,18.967,0.063,13.188,1,0
1.0,32,0.8275862068965517,0.1264367816091954,1822,25.306,0.087,12.477,1,0
1.0,36,0.7441860465116279,0.6046511627906976,2181,34.078,0.144,18.736,2,0
1.0,24,0.233009708737864,0.0097087378640776,199,8.292,0.098,16.467,5,0
1.0,30,0.2926829268292683,0.2317073170731707,805,33.542,0.066,13.8,0,0
1.0,32,0.8488372093023255,0.8372093023255814,2210,30.274,0.062,10.505,1,0
1.0,25,0.8292682926829268,0.0121951219512195,1161,17.074,0.029,9.4,0,0
1.0,29,0.6794871794871795,0.6794871794871795,1840,34.717,0.141,22.72,1,0
1.0,27,0.1956521739130435,0.0,168,9.333,0.069,9.702,1,0
1.0,24,0.9390243902439024,0.2195121951219512,1883,24.455,0.084,14.2,0,0
1.0,24,0.951219512195122,0.573170731707317,2095,26.859,0.112,18.6,0,0
1.0,29,0.1860465116279069,0.1627906976744186,404,25.25,0.066,15.375,1,0
1.0,26,0.8297872340425532,0.7021276595744681,2110,27.051,0.112,14.44,1,0
1.0,25,0.6213592233009708,0.0388349514563106,668,10.438,0.095,12.132,5,0
1.0,30,0.3780487804878049,0.024390243902439,377,12.161,-0.013,7.6,0,0
1.0,29,0.4756097560975609,0.0,510,13.077,-0.019,6.8,0,0
1.0,31,0.5,0.0555555555555555,546,15.167,0.079,19.2,0,0
1.0,23,0.6571428571428571,0.0,753,10.913,0.07,19.959,5,0
1.0,28,0.6164383561643836,0.0,833,18.511,0.109,15.3,1,0
1.0,27,0.8666666666666667,0.8666666666666667,3184,40.821,0.186,26.492,1,2
1.0,29,0.6947368421052632,0.0,491,7.439,0.129,11.84,1,0
1.0,29,0.8850574712643678,0.6436781609195402,1654,21.481,0.088,10.333,1,0
1.0,27,0.3048780487804878,0.0,206,8.24,0.093,13.5,0,0
1.0,29,0.8658536585365854,0.524390243902439,1754,24.704,0.085,15.7,0,0
1.0,27,0.8658536585365854,0.2195121951219512,1502,21.155,0.112,13.1,0,0
1.0,26,0.9534883720930232,0.9534883720930232,2514,30.659,0.132,14.635,1,0
1.0,29,0.9166666666666666,0.0185185185185185,1645,16.616,0.126,14.182,5,0
1.0,29,0.1707317073170731,0.0,100,7.143,0.048,7.0,1,0
1.0,36,0.6463414634146342,0.073170731707317,1099,20.736,0.066,12.8,0,0
1.0,23,0.5833333333333334,0.0208333333333333,455,8.125,0.089,6.793,2,0
1.0,24,0.4583333333333333,0.0,365,11.061,-0.079,5.2,1,0
1.0,21,0.6219512195121951,0.6097560975609756,1728,33.882,0.111,19.1,1,0
1.0,24,0.967741935483871,0.967741935483871,2990,33.222,0.25,25.183,1,3
1.0,23,0.6060606060606061,0.0,793,13.217,0.128,15.474,2,0
1.0,24,0.9263157894736842,0.2526315789473684,1544,17.545,0.09,12.238,1,0
1.0,24,0.6973684210526315,0.0921052631578947,669,12.623,0.015,7.871,1,0
1.0,25,0.6341463414634146,0.0975609756097561,760,14.615,0.057,10.4,0,0
1.0,27,0.8764044943820225,0.8764044943820225,2819,36.141,0.163,25.538,1,2
1.0,26,0.9848484848484848,0.0151515151515151,1717,26.415,0.098,15.2,0,0
1.0,25,0.4166666666666667,0.0,245,8.167,0.059,12.0,0,0
1.0,30,0.8414634146341463,0.8414634146341463,2047,29.667,0.166,19.0,0,0
1.0,30,0.3780487804878049,0.2682926829268293,422,13.613,-0.023,3.3,0,0
1.0,25,0.8636363636363636,0.034090909090909,1318,17.342,0.132,14.806,1,0
1.0,23,0.5609756097560976,0.3536585365853658,1197,26.022,0.072,13.1,0,0
1.0,34,0.9571428571428572,0.0285714285714285,2139,31.925,0.091,16.569,1,0
1.0,27,1.0,1.0,3228,37.535,0.072,16.808,1,0
1.0,22,0.9607843137254902,0.9607843137254902,4083,41.663,0.206,31.191,3,2
1.0,24,0.9431818181818182,0.0681818181818181,1160,13.976,0.07,11.132,1,0
1.0,26,0.9634146341463414,0.7560975609756098,2240,28.354,0.041,11.0,0,0
1.0,23,0.9905660377358492,0.9905660377358492,3938,37.505,0.156,24.957,3,1
1.0,24,0.8275862068965517,0.8275862068965517,2403,33.375,0.086,14.162,1,0
1.0,29,0.9230769230769232,0.6263736263736264,2345,27.917,0.103,16.399,1,0
1.0,26,0.4090909090909091,0.0,175,6.481,0.055,10.8,0,0
1.0,23,0.7073170731707317,0.2682926829268293,912,15.724,0.132,19.2,0,0
1.0,27,0.6630434782608695,0.0434782608695652,550,9.016,0.321,29.792,1,0
1.0,22,0.2439024390243902,0.0,115,5.75,0.083,12.3,1,0
1.0,29,0.9540229885057472,0.9540229885057472,3047,36.711,0.126,17.449,1,0
1.0,30,0.6219512195121951,0.1585365853658536,1392,27.294,0.103,19.5,0,0
1.0,30,1.0,1.0,3395,36.902,0.232,25.339,1,2
1.0,21,0.9767441860465116,0.1860465116279069,2028,24.143,0.083,15.032,1,0
1.0,25,0.9239130434782608,0.0,1307,15.376,0.066,13.211,1,0
1.0,23,0.4886363636363636,0.0,470,10.93,0.031,10.674,1,0
1.0,33,0.7857142857142857,0.7755102040816326,2225,28.896,0.09,19.727,2,0
1.0,28,0.7682926829268293,0.7682926829268293,2213,35.127,0.098,15.2,0,0
1.0,28,0.6829268292682927,0.6829268292682927,1761,31.446,0.144,19.4,1,0
1.0,32,0.8426966292134831,0.8426966292134831,2163,28.84,0.101,16.599,1,0
1.0,30,0.9146341463414634,0.024390243902439,1163,15.507,0.124,13.1,0,0
1.0,27,0.9886363636363636,0.1818181818181818,2485,28.563,0.085,14.523,1,0
1.0,28,0.9534883720930232,0.1511627906976744,2448,29.854,0.091,14.941,1,0
1.0,24,0.7241379310344828,0.2413793103448276,1296,20.571,0.047,13.967,1,0
1.0,25,0.9534883720930232,0.1744186046511628,1518,18.512,0.086,15.417,1,0
1.0,20,0.7195121951219512,0.2317073170731707,1441,24.424,-0.013,7.9,0,0
1.0,31,0.7674418604651163,0.0232558139534883,874,13.242,0.044,10.07,2,0
1.0,26,0.4935064935064935,0.1558441558441558,521,13.711,0.122,14.107,1,0
1.0,21,0.4024390243902439,0.0,279,8.455,0.069,12.5,0,0
1.0,25,1.0,0.8333333333333334,1966,29.788,0.071,11.9,0,0
1.0,26,0.9146341463414634,0.1585365853658536,1699,22.653,0.121,15.5,0,0
1.0,24,0.8414634146341463,0.4512195121951219,2018,29.246,0.083,14.0,0,0
1.0,37,0.6601941747572816,0.0,652,9.588,0.073,9.312,3,0
1.0,26,0.8160919540229885,0.8160919540229885,2481,34.944,0.12,20.907,1,0
1.0,31,0.7464788732394366,0.0422535211267605,940,17.736,0.072,8.879,1,0
1.0,25,0.8636363636363636,0.2386363636363636,1841,24.224,0.109,15.417,1,0
1.0,23,0.8913043478260869,0.0108695652173913,1634,19.927,0.148,16.508,1,0
1.0,28,0.3658536585365853,0.0,309,10.3,-0.047,5.2,5,0
1.0,38,0.8850574712643678,0.0804597701149425,1382,17.948,0.057,10.742,1,0
1.0,26,0.735632183908046,0.735632183908046,1755,27.422,0.149,17.029,1,0
1.0,24,0.9080459770114944,0.7816091954022989,2051,25.962,0.15,16.546,1,0
1.0,32,0.5454545454545454,0.0151515151515151,558,15.5,0.034,8.5,0,0
1.0,25,0.9634146341463414,0.1829268292682926,1901,24.063,0.114,16.4,0,0
1.0,24,1.0,1.0,3974,40.551,0.188,26.594,2,2
1.0,29,0.951219512195122,0.951219512195122,2615,33.526,0.149,19.5,0,0
1.0,25,1.0,0.0,1734,18.848,0.095,15.135,1,0
1.0,25,0.9878048780487804,0.573170731707317,2372,29.284,0.113,16.3,0,0
1.0,32,0.5858585858585859,0.0202020202020202,1201,20.707,0.109,17.057,2,0
1.0,23,0.975609756097561,0.8902439024390244,2811,35.138,0.07,15.9,0,0
1.0,29,0.902439024390244,0.8780487804878049,1735,23.446,0.105,16.5,0,0
1.0,25,0.93,0.08,1884,20.258,0.128,18.944,2,0
1.0,24,1.0,0.0853658536585365,2033,24.793,0.078,11.7,0,0
1.0,31,0.978494623655914,0.978494623655914,2487,27.33,0.105,14.31,1,0
1.0,26,0.9782608695652174,0.5108695652173914,2370,26.333,0.101,14.623,5,0
1.0,24,0.8414634146341463,0.3658536585365853,1567,22.71,0.116,13.0,0,0
1.0,22,0.2926829268292683,0.2926829268292683,656,27.333,0.022,14.6,0,0
