ID,salary_perc,age,games_played_perc,games_started_perc,minutes_played,avg_minutes_played,WS48,PER,team_successes,player_successes,WS
dunlemi02,0.065,30,0.7586206896551724,0.5057471264367817,1755,26.591,0.128,15.237,1,0,4.680000000000001
crawfja01,0.086,30,0.9361702127659575,0.0,2655,30.17,0.071,16.709,1,0,3.9271875
willish02,0.017,27,0.7195121951219512,0.4634146341463415,911,15.441,0.1,12.3,1,0,1.897916666666667
parkean01,0.039,35,0.8780487804878049,0.7926829268292683,2091,29.042,0.034,10.5,0,0,1.4811250000000002
murphtr01,0.023,30,0.3956043956043956,0.04395604395604396,469,13.028,0.031,8.089,1,0,0.3028958333333333
holliry01,0.043,26,0.8536585365853658,0.1951219512195122,1182,16.886,0.073,10.7,0,0,1.797625
wilcoch01,0.052,28,0.6951219512195121,0.35365853658536583,995,17.456,0.135,18.0,0,0,2.7984375000000004
cartevi01,0.367,34,0.8902439024390244,0.7682926829268293,2051,28.096,0.089,14.8,0,0,3.802895833333333
howarjo01,0.037,30,0.21951219512195122,0.12195121951219512,409,22.722,-0.023,9.2,0,0,-0.19597916666666668
clarkea01,0.02,23,0.48863636363636365,0.0,470,10.93,0.031,10.674,1,0,0.30354166666666665
fishede01,0.059,36,1.0,1.0,2622,28.5,0.077,10.654,1,0,4.206125
mcrobjo01,0.052,23,0.8850574712643678,0.5862068965517241,1676,21.766,0.147,16.51,1,0,5.13275
chandty01,0.226,28,0.9223300970873787,0.9223300970873787,2739,28.832,0.219,23.42,5,1,12.4966875
billuch01,0.245,34,0.8488372093023255,0.8488372093023255,2345,32.123,0.166,18.752,1,0,8.109791666666668
willire02,0.043,24,0.975609756097561,0.10975609756097561,1626,20.325,0.109,14.9,0,0,3.692375
masonro01,0.02,30,0.3372093023255814,0.0,374,12.897,0.03,8.893,1,0,0.23374999999999999
jianlyi01,0.014,23,0.7682926829268293,0.13414634146341464,1112,17.651,0.017,10.1,0,0,0.3938333333333333
wrighbr03,0.016,23,0.45121951219512196,0.024390243902439025,379,10.243,0.101,15.9,0,0,0.7974791666666667
butleca01,0.138,30,0.35365853658536583,0.35365853658536583,867,29.897,0.066,14.2,5,0,1.192125
butlera01,0.021,31,0.5102040816326531,0.02040816326530612,777,15.54,-0.006,6.414,2,0,-0.097125
howarju01,0.023,37,0.6601941747572816,0.0,652,9.588,0.073,9.312,3,0,0.9915833333333333
cunnida01,0.034,23,0.9512195121951219,0.21951219512195122,1637,20.987,0.059,10.7,0,0,2.0121458333333333
stevede01,0.043,29,0.9029126213592233,0.6990291262135923,1490,16.022,0.075,11.864,5,0,2.328125
pricero01,0.018,27,0.7195121951219512,0.0,717,12.153,-0.047,5.5,0,0,-0.7020624999999999
magloja01,0.023,32,0.20388349514563106,0.0,176,8.381,0.182,13.714,3,0,0.6673333333333332
randoza01,0.262,29,0.9263157894736842,0.9157894736842105,3239,36.807,0.185,26.759,1,2,12.483645833333334
westda01,0.172,30,0.8536585365853658,0.8536585365853658,2451,35.014,0.153,20.4,1,0,7.812562499999999
jordade01,0.174,22,0.975609756097561,0.8048780487804879,2047,25.588,0.122,14.8,0,0,5.202791666666666
arenagi01,0.332,29,0.8522727272727273,0.18181818181818182,1877,25.027,0.013,11.517,1,0,0.5083541666666667
evansre01,0.021,30,0.36585365853658536,0.21951219512195122,798,26.6,0.078,12.4,0,0,1.29675
forbega01,0.026,25,0.735632183908046,0.12643678160919541,793,12.391,0.055,11.669,1,0,0.9086458333333334
princta01,0.108,30,0.9512195121951219,0.9512195121951219,2562,32.846,0.062,15.1,0,0,3.30925
willite01,0.041,23,0.25609756097560976,0.0,290,13.81,-0.099,6.9,0,0,-0.598125
dioguik01,0.001,27,0.43902439024390244,0.0,470,13.056,0.102,13.7,0,0,0.9987499999999999
summeda01,0.005,23,0.2682926829268293,0.012195121951219513,199,9.045,-0.072,4.4,0,0,-0.2985
bibbymi01,0.023,32,0.970873786407767,0.8543689320388349,2700,27.0,0.084,11.554,3,0,4.7250000000000005
horfoal01,0.207,24,0.9468085106382979,0.9468085106382979,3172,35.64,0.179,23.002,1,2,11.828916666666666
battito01,0.023,34,0.4942528735632184,0.0,415,9.651,0.076,10.327,1,0,0.6570833333333334
smithjr01,0.041,25,0.9655172413793104,0.06896551724137931,2044,24.333,0.122,16.863,1,0,5.195166666666666
uzohbe01,0.001,22,0.5121951219512195,0.0,438,10.429,0.055,14.7,0,0,0.501875
hillgr01,0.112,38,0.975609756097561,0.975609756097561,2409,30.112,0.088,14.7,0,0,4.4165
dalemsa01,0.121,29,0.975609756097561,0.5609756097560976,1938,24.225,0.072,14.1,0,0,2.907
thomaku01,0.023,38,0.6020408163265306,0.37755102040816324,1252,21.22,0.13,10.842,2,0,3.3908333333333336
fordtj01,0.02,27,0.4942528735632184,0.034482758620689655,787,18.302,0.012,10.297,1,0,0.19675
brownsh01,0.06,25,1.0,0.0,1734,18.848,0.095,15.135,1,0,3.431875
noahjo01,0.207,25,0.6530612244897959,0.6530612244897959,2105,32.891,0.204,24.473,2,1,8.94625
radmavl01,0.023,30,0.9024390243902439,0.07317073170731707,1169,15.797,0.086,12.6,0,0,2.0944583333333333
pietrmi01,0.112,28,0.6951219512195121,0.04878048780487805,1107,19.421,0.056,9.8,0,0,1.2915
battish01,0.052,32,1.0,0.6210526315789474,2714,28.568,0.103,13.713,1,0,5.823791666666666
richaja01,0.093,30,0.9659090909090909,0.9659090909090909,2868,33.741,0.122,15.547,1,0,7.2895
boganke01,0.015,30,1.0,1.0,1768,18.041,0.118,10.954,2,0,4.346333333333333
chalmma01,0.069,24,0.883495145631068,0.2815533980582524,2090,22.967,0.088,14.345,3,0,3.8316666666666666
fosteje01,0.052,34,0.7011494252873564,0.034482758620689655,1033,16.934,0.153,15.309,1,0,3.2926875
adrieje01,0.005,24,0.2804878048780488,0.0,196,8.522,0.049,11.3,0,0,0.20008333333333336
diawbo01,0.155,28,1.0,1.0,2778,33.878,0.083,13.9,0,0,4.803625
greenda02,0.015,23,0.13636363636363635,0.0,99,8.25,0.052,15.178,1,0,0.10725
evansma01,0.021,32,0.8902439024390244,0.2926829268292683,1549,21.219,0.053,9.1,0,0,1.7103541666666666
willish03,0.052,24,0.7906976744186046,0.12790697674418605,1424,20.941,0.091,13.246,1,0,2.699666666666667
daniema01,0.021,30,0.5975609756097561,0.0,938,19.143,0.102,11.7,1,0,1.9932499999999997
parketo01,0.215,28,0.9545454545454546,0.9545454545454546,2749,32.726,0.156,21.939,1,0,8.93425
telfase01,0.026,25,0.45121951219512196,0.0975609756097561,711,19.216,0.007,10.5,0,0,0.1036875
conlemi01,0.114,23,0.9894736842105263,0.9894736842105263,3379,35.947,0.11,18.318,1,0,7.743541666666666
watsoea01,0.034,31,0.975609756097561,0.15853658536585366,1567,19.588,0.031,10.2,0,0,1.0120208333333334
jonesja02,0.026,30,0.9029126213592233,0.07766990291262135,1821,19.581,0.146,13.119,3,0,5.538875
jonesso01,0.008,26,0.47560975609756095,0.0,528,13.538,0.045,8.5,1,0,0.49499999999999994
thornma01,0.121,23,0.8902439024390244,0.2804878048780488,1775,24.315,0.095,16.5,0,0,3.5130208333333335
hamilri01,0.301,32,0.6707317073170732,0.47560975609756095,1498,27.236,0.058,15.8,0,0,1.8100833333333333
harrima01,0.002,21,0.6585365853658537,0.18292682926829268,933,17.278,0.0,10.4,0,0,0.0
hayesch01,0.09,27,0.9024390243902439,0.7682926829268293,2079,28.095,0.145,16.2,0,0,6.2803125
smithcr01,0.017,27,0.5853658536585366,0.0,586,12.208,0.123,15.4,0,0,1.501625
cardibr01,0.023,33,0.6310679611650486,0.038834951456310676,655,10.077,0.132,10.137,5,0,1.8012500000000002
stuckro01,0.146,24,0.8536585365853658,0.6585365853658537,2183,31.186,0.11,18.4,0,0,5.0027083333333335
reddmi01,0.023,31,0.12195121951219512,0.0,134,13.4,0.036,9.7,0,0,0.10049999999999999
jeffrja01,0.021,29,0.5348837209302325,0.10465116279069768,686,14.913,0.048,10.376,1,0,0.6859999999999999
dudleja01,0.073,25,1.0,0.18292682926829268,2140,26.098,0.126,15.6,0,0,5.6175
youngth01,0.129,22,1.0,0.011494252873563218,2262,26.0,0.139,19.221,1,0,6.550375
brownkw01,0.116,28,0.8048780487804879,0.6097560975609756,1714,25.97,0.098,12.8,0,0,3.499416666666667
greenwi01,0.021,29,0.9431818181818182,0.14772727272727273,1758,21.181,0.052,11.106,1,0,1.9044999999999999
landrca01,0.146,27,0.9318181818181818,0.36363636363636365,2221,27.085,0.098,16.327,1,0,4.534541666666667
davisgl01,0.109,25,0.9560439560439561,0.14285714285714285,2489,28.609,0.102,13.232,1,0,5.289124999999999
robinna01,0.094,26,0.6262626262626263,0.1111111111111111,1025,16.532,0.052,10.2,2,0,1.1104166666666666
martike01,0.043,33,0.6091954022988506,0.6091954022988506,1381,26.057,0.105,15.648,1,0,3.0209375
wilkida02,0.02,31,0.6382978723404256,0.0,715,11.917,0.107,12.433,1,0,1.5938541666666666
westde01,0.02,27,0.3626373626373626,0.02197802197802198,623,18.879,0.095,16.24,1,0,1.2330208333333335
collini01,0.056,30,0.8888888888888888,0.020202020202020204,1937,22.011,0.113,15.19,2,0,4.560020833333334
johnsar02,0.013,21,0.45454545454545453,0.0,277,6.925,-0.052,,1,0,-0.3000833333333333
wafervo01,0.017,25,0.6703296703296703,0.02197802197802198,558,9.148,0.095,10.478,1,0,1.1043749999999999
johnsch03,0.013,25,0.20454545454545456,0.011363636363636364,157,8.722,0.07,12.458,1,0,0.22895833333333335
cookda02,0.058,23,0.6060606060606061,0.0,793,13.217,0.128,15.474,2,0,2.114666666666667
mcgratr01,0.023,31,0.8780487804878049,0.47560975609756095,1686,23.417,0.06,14.9,0,0,2.1075
mohamna01,0.065,33,0.898989898989899,0.37373737373737376,1428,16.045,0.101,16.548,2,0,3.00475
johnsiv01,0.017,27,0.8472222222222222,0.0,988,16.197,0.113,14.757,1,0,2.3259166666666666
anderch01,0.09,33,0.48484848484848486,0.015151515151515152,486,15.188,0.188,18.9,1,0,1.9035
humphkr01,0.207,26,0.9393939393939394,0.9393939393939394,2162,34.871,0.118,17.9,0,0,5.314916666666666
liggide01,0.013,23,0.25757575757575757,0.0,115,6.765,0.0,8.9,1,0,0.0
collija04,0.023,33,0.4861111111111111,0.19444444444444445,393,11.229,0.031,3.093,1,0,0.2538125
nelsoja01,0.148,29,0.8732394366197183,0.8732394366197183,1888,30.452,0.098,16.275,1,0,3.8546666666666667
youngni01,0.103,26,0.948051948051948,0.45454545454545453,1929,26.425,0.053,14.508,1,0,2.1299375
nashst01,0.153,37,0.9393939393939394,0.9393939393939394,1961,31.629,0.144,20.3,0,0,5.882999999999999
augusdj01,0.06,24,0.7272727272727273,0.696969696969697,1408,29.333,0.017,14.1,0,0,0.49866666666666665
gallida01,0.163,23,0.684931506849315,0.6438356164383562,1573,31.46,0.139,18.702,1,0,4.5551458333333334
mcguido01,0.021,26,0.9696969696969697,0.09090909090909091,1127,17.609,0.064,11.8,0,0,1.5026666666666666
przybjo01,0.023,32,0.4090909090909091,0.2878787878787879,449,16.63,0.032,6.0,0,0,0.29933333333333334
mahinia01,0.069,25,0.9285714285714286,0.17142857142857143,1209,18.6,0.143,14.944,1,0,3.6018124999999994
ilyaser01,0.136,24,0.9090909090909091,0.6212121212121212,1655,27.583,0.186,20.5,0,0,6.413125
childjo01,0.119,28,0.5151515151515151,0.0,491,14.441,0.088,11.1,0,0,0.9001666666666667
jamesda01,0.001,24,0.10606060606060606,0.10606060606060606,170,24.286,-0.056,6.1,0,0,-0.19833333333333333
novakst01,0.07,28,0.8309859154929577,0.014084507042253521,1115,18.898,0.184,16.347,1,0,4.274166666666667
sloando01,0.005,24,0.5,0.16666666666666666,669,20.273,-0.022,8.9,0,0,-0.306625
willide01,0.296,27,0.8333333333333334,0.8333333333333334,1999,36.345,0.098,20.3,0,0,4.081291666666667
duncati01,0.166,35,0.9,0.9,2097,29.125,0.173,28.989,2,0,7.557937499999999
jamesmi01,0.014,36,0.16666666666666666,0.0,120,10.909,0.12,13.7,1,0,0.3
greenge01,0.06,26,0.4696969696969697,0.030303030303030304,781,25.194,0.074,15.8,0,0,1.2040416666666667
anderry01,0.15,23,0.9295774647887324,0.9295774647887324,2136,32.364,0.218,21.822,1,1,9.701
brandel01,0.313,32,0.9240506329113924,0.9240506329113924,2088,28.603,0.169,20.898,1,0,7.351500000000001
jamisan01,0.023,35,0.9848484848484849,0.9848484848484849,2151,33.092,0.069,16.1,0,0,3.0920625000000004
garneke01,0.215,35,0.9302325581395349,0.9302325581395349,2601,32.513,0.178,28.505,2,1,9.645375
asikom01,0.086,25,1.0,0.06944444444444445,1099,15.264,0.129,14.534,1,0,2.9535625000000003
terryja01,0.086,34,0.9571428571428572,0.02857142857142857,2139,31.925,0.091,16.569,1,0,4.0551875
hawessp01,0.112,23,0.6329113924050633,0.5189873417721519,1252,25.04,0.151,23.044,1,0,3.9385833333333333
mooreet01,0.013,22,0.5465116279069767,0.0,352,7.489,0.029,8.997,2,0,0.21266666666666667
crawfja01,0.086,31,0.9090909090909091,0.09090909090909091,1613,26.883,0.068,15.7,0,0,2.2850833333333336
macksh01,0.013,21,0.9696969696969697,0.0,779,12.172,0.043,11.9,0,0,0.6978541666666667
meeksjo01,0.024,24,1.0,0.6455696202531646,1746,22.101,0.12,12.139,1,0,4.364999999999999
thomala01,0.013,23,0.6363636363636364,0.15151515151515152,630,15.0,0.091,10.1,0,0,1.194375
webstma02,0.038,25,0.7121212121212122,0.3939393939393939,1140,24.255,0.063,10.0,0,0,1.49625
beaslmi01,0.099,23,0.7121212121212122,0.10606060606060606,1087,23.128,0.022,13.0,0,0,0.4982083333333333
hilljo01,0.06,24,0.6538461538461539,0.10256410256410256,768,15.059,0.122,21.353,1,0,1.952
gordoer01,0.235,23,0.13636363636363635,0.13636363636363635,310,34.444,0.108,19.2,0,0,0.6974999999999999
leeco01,0.086,26,0.8787878787878788,0.3939393939393939,1757,30.293,0.087,12.6,0,0,3.1845624999999997
murphtr01,0.004,31,0.8076923076923077,0.0,971,15.413,0.085,9.085,1,0,1.719479166666667
ebankde01,0.018,22,0.4230769230769231,0.23076923076923078,522,15.818,0.036,12.182,1,0,0.39149999999999996
holliry01,0.018,27,0.6511627906976745,0.09302325581395349,692,12.357,0.018,8.854,2,0,0.2595
howarjo01,0.019,31,0.6714285714285714,0.3,1054,22.426,0.024,11.148,1,0,0.527
wilcoch01,0.023,29,0.42424242424242425,0.06060606060606061,481,17.179,0.13,12.4,2,0,1.3027083333333334
fishede01,0.026,37,0.9651162790697675,0.5,1954,23.542,0.038,11.076,3,0,1.5469166666666665
belinma01,0.034,25,1.0,0.8333333333333334,1966,29.788,0.071,11.9,0,0,2.908041666666666
billuch01,0.052,35,0.30303030303030304,0.30303030303030304,607,30.35,0.134,16.1,1,0,1.6945416666666668
hibbero01,0.235,25,0.987012987012987,0.987012987012987,2277,29.961,0.154,22.951,1,0,7.305375000000001
masonro01,0.021,31,0.7878787878787878,0.0,697,13.404,0.062,12.1,0,0,0.9002916666666666
rushbr01,0.069,26,0.9848484848484849,0.015151515151515152,1717,26.415,0.098,15.2,0,0,3.5055416666666672
carrode01,0.015,25,0.4,0.12857142857142856,421,15.036,0.069,13.407,1,0,0.6051875000000001
hicksjj01,0.069,23,0.8181818181818182,0.2878787878787879,1244,23.037,0.066,14.9,0,0,1.7105
kamanch01,0.138,29,0.7121212121212122,0.5,1372,29.191,0.024,15.3,0,0,0.6859999999999999
scolalu01,0.078,31,1.0,1.0,2067,31.318,0.079,15.4,0,0,3.4019375000000003
allenla01,0.052,22,0.6708860759493671,0.20253164556962025,860,16.226,0.123,19.167,1,0,2.20375
bayleje01,0.053,23,0.4696969696969697,0.16666666666666666,705,22.742,0.136,17.7,0,0,1.9975000000000003
howarju01,0.006,38,0.4157303370786517,0.0,214,5.784,-0.076,4.282,5,0,-0.3388333333333333
stevede01,0.039,30,0.7727272727272727,0.45454545454545453,960,18.824,-0.015,4.3,0,0,-0.3
pricero01,0.02,28,0.5454545454545454,0.12121212121212122,517,14.361,0.009,8.4,0,0,0.0969375
pargoja01,0.012,32,0.7638888888888888,0.0,717,13.036,0.093,14.094,1,0,1.3891875
youngsa01,0.013,26,0.46835443037974683,0.02531645569620253,379,10.243,0.026,9.473,1,0,0.20529166666666665
barnema02,0.015,31,0.9487179487179487,0.20512820512820512,1625,21.959,0.143,16.04,1,0,4.841145833333333
feltora01,0.069,27,0.9090909090909091,0.8484848484848485,1906,31.767,0.043,13.4,0,0,1.7074583333333333
wallage01,0.167,29,0.8787878787878788,0.8787878787878788,2076,35.793,0.111,15.9,0,0,4.80075
thompja02,0.09,25,0.9696969696969697,0.7121212121212122,1657,25.891,0.113,16.4,0,0,3.900854166666667
evansre01,0.028,31,0.8701298701298701,0.0,969,14.463,0.081,12.153,1,0,1.6351875
geeal01,0.06,24,0.9545454545454546,0.4696969696969697,1827,29.0,0.063,13.2,0,0,2.3979375
westbru01,0.235,23,1.0,1.0,3098,36.023,0.163,30.336,3,2,10.520291666666667
mcgeeja01,0.172,24,0.9315068493150684,0.6164383561643836,1716,25.235,0.128,22.294,1,0,4.576
delfica01,0.052,29,0.8181818181818182,0.803030303030303,1537,28.463,0.075,11.7,0,0,2.4015625
brewero02,0.018,26,0.9861111111111112,0.5972222222222222,1718,24.197,0.114,12.513,1,0,4.08025
mayooj01,0.069,24,1.0,0.0,1934,26.493,0.095,15.409,1,0,3.8277083333333333
allenra02,0.053,36,0.7441860465116279,0.6046511627906976,2181,34.078,0.144,18.736,2,0,6.542999999999999
stackje01,0.023,37,0.45454545454545453,0.0,273,9.1,0.053,11.5,1,0,0.30143749999999997
willite01,0.005,24,0.45454545454545453,0.0,550,18.333,0.026,13.1,0,0,0.29791666666666666
foyera01,0.043,28,0.987012987012987,0.7662337662337663,1973,25.961,0.091,15.092,1,0,3.740479166666667
hinriki01,0.068,31,0.75,0.4861111111111111,1378,25.519,0.07,10.351,1,0,2.0095833333333335
summeda01,0.003,24,0.22727272727272727,0.09090909090909091,209,13.933,0.046,9.0,0,0,0.20029166666666665
anderja01,0.016,22,0.7375,0.025,634,10.746,0.04,9.638,2,0,0.5283333333333333
linje01,0.086,23,0.5303030303030303,0.3787878787878788,940,26.857,0.138,19.9,1,0,2.7025
sessira01,0.086,25,0.9743589743589743,0.44871794871794873,2087,27.461,0.104,18.525,1,0,4.521833333333333
millean02,0.086,35,1.0,0.0958904109589041,2009,27.521,0.077,16.834,1,0,3.2227708333333336
livinsh01,0.035,26,0.8787878787878788,0.4090909090909091,1092,18.828,0.057,11.0,0,0,1.29675
smithjr01,0.048,26,0.5633802816901409,0.014084507042253521,1142,28.55,0.124,16.177,1,0,2.9501666666666666
hillgr01,0.034,39,0.7424242424242424,0.696969696969697,1378,28.122,0.056,12.3,0,0,1.6076666666666668
morrida01,0.016,21,0.2948717948717949,0.0,177,7.696,-0.057,8.192,1,0,-0.2101875
brownsh01,0.06,26,0.8939393939393939,0.2878787878787879,1400,23.729,0.055,13.6,0,0,1.6041666666666667
stiemgr01,0.044,26,0.8604651162790697,0.03488372093023256,909,12.284,0.169,16.27,2,0,3.2004375
radmavl01,0.023,31,0.7083333333333334,0.041666666666666664,770,15.098,0.102,11.464,1,0,1.6362499999999998
goudean01,0.001,23,0.5641025641025641,0.0,429,9.75,0.011,8.87,1,0,0.09831249999999998
harrejo01,0.006,22,0.5774647887323944,0.056338028169014086,565,13.78,0.124,14.191,1,0,1.4595833333333335
pietrmi01,0.017,29,0.7209302325581395,0.08139534883720931,1314,21.194,0.063,10.335,2,0,1.7246249999999999
lopezro01,0.084,23,0.9696969696969697,0.0,895,13.984,0.113,15.2,0,0,2.1069791666666666
whitedj01,0.005,25,0.8787878787878788,0.16666666666666666,1098,18.931,0.035,12.4,0,0,0.8006250000000001
onealje01,0.023,33,0.3787878787878788,0.36363636363636365,570,22.8,0.093,9.4,2,0,1.1043749999999999
randoan01,0.029,22,0.5151515151515151,0.07575757575757576,517,15.206,0.102,17.6,0,0,1.098625
higgico01,0.013,22,0.5757575757575758,0.0,423,11.132,-0.148,4.1,0,0,-1.30425
doolike01,0.025,31,0.7674418604651163,0.023255813953488372,874,13.242,0.044,10.07,2,0,0.8011666666666666
blatcan01,0.137,25,0.3939393939393939,0.19696969696969696,626,24.077,-0.008,10.6,0,0,-0.10433333333333333
anthoca01,0.335,27,0.8450704225352113,0.8450704225352113,2080,34.667,0.159,23.438,1,2,6.890000000000001
diawbo01,0.078,29,0.8875,0.6125,1770,24.93,0.02,14.723,2,0,0.7374999999999999
greenda02,0.06,24,1.0,0.625,1811,22.638,0.142,17.722,2,0,5.357541666666666
daniema01,0.021,31,0.6162790697674418,0.0,576,10.868,0.01,10.457,2,0,0.12
jacksst02,0.173,33,0.7625,0.175,1511,24.77,0.024,14.376,2,0,0.7555000000000001
howardw01,0.332,26,0.8181818181818182,0.8181818181818182,2070,38.333,0.179,24.2,1,3,7.719374999999999
kiddja01,0.053,38,0.7428571428571429,0.7428571428571429,1523,29.288,0.104,14.844,1,0,3.2998333333333334
ortonda01,0.013,21,0.28169014084507044,0.028169014084507043,196,9.8,0.128,13.663,1,0,0.5226666666666667
hillge01,0.138,25,0.7922077922077922,0.2597402597402597,1620,26.557,0.151,20.317,1,0,5.09625
richaqu01,0.047,31,0.7464788732394366,0.04225352112676056,940,17.736,0.072,8.879,1,0,1.41
batumni01,0.206,23,0.8939393939393939,0.5151515151515151,1791,30.356,0.129,17.3,0,0,4.8133125
evansje01,0.031,24,0.44285714285714284,0.0,224,7.226,0.199,20.403,1,0,0.9286666666666666
jonesso01,0.001,27,0.3181818181818182,0.015151515151515152,292,13.905,0.049,9.1,0,0,0.2980833333333333
milescj01,0.038,24,0.8484848484848485,0.21212121212121213,1145,20.446,0.063,12.4,1,0,1.5028125
haywobr01,0.144,32,0.8285714285714286,0.8285714285714286,1207,20.81,0.113,13.283,1,0,2.8414791666666663
turiaro01,0.02,29,0.3258426966292135,0.1348314606741573,400,13.793,0.138,15.943,5,0,1.1500000000000001
cambyma01,0.079,37,0.8939393939393939,0.803030303030303,1352,22.915,0.128,16.2,0,0,3.6053333333333337
tollian01,0.016,26,0.7727272727272727,0.0,882,17.294,0.049,8.3,0,0,0.900375
iveyro01,0.021,30,0.45348837209302323,0.0,375,9.615,0.027,5.697,3,0,0.2109375
jeffrja01,0.025,30,0.6197183098591549,0.056338028169014086,763,17.341,0.112,11.082,1,0,1.7803333333333333
barbole01,0.021,29,0.974025974025974,0.0,1605,21.4,0.059,14.855,1,0,1.9728124999999999
brownkw01,0.052,29,0.13636363636363635,0.045454545454545456,187,20.778,0.026,11.1,0,0,0.10129166666666667
greenwi01,0.024,30,0.8055555555555556,0.027777777777777776,985,16.983,0.125,14.289,1,0,2.5651041666666665
milicda01,0.111,26,0.4393939393939394,0.3484848484848485,472,16.276,0.0,9.0,0,0,0.0
fieldla01,0.086,23,1.0,0.9295774647887324,2009,28.296,0.086,12.668,1,0,3.5994583333333328
landrca01,0.069,28,0.6212121212121212,0.12121212121212122,999,24.366,0.139,18.2,0,0,2.8929375000000004
harrite01,0.005,24,0.29213483146067415,0.011235955056179775,328,12.615,0.015,7.433,5,0,0.1025
priceaj01,0.015,25,0.6233766233766234,0.012987012987012988,575,11.979,0.059,11.764,1,0,0.7067708333333332
lewisra02,0.259,32,0.42424242424242425,0.22727272727272727,729,26.036,0.02,9.3,0,0,0.30375
thabeha01,0.015,24,0.30303030303030304,0.045454545454545456,139,6.95,0.104,12.4,0,0,0.30116666666666664
robinna01,0.02,27,0.7727272727272727,0.13636363636363635,1192,23.373,0.113,18.0,0,0,2.8061666666666665
koufoko01,0.052,22,0.6986301369863014,0.3561643835616438,818,16.039,0.164,17.369,1,0,2.7948333333333335
loveke01,0.235,23,0.8333333333333334,0.8333333333333334,2145,39.0,0.224,25.4,0,2,10.01
martike01,0.007,34,0.6883116883116883,0.0,1133,21.377,0.046,12.549,1,0,1.0857916666666667
speigma01,0.072,24,0.9178082191780822,0.7397260273972602,1445,21.567,0.096,15.52,1,0,2.89
wilkida02,0.021,32,0.9090909090909091,0.030303030303030304,922,15.367,0.021,6.9,0,0,0.40337500000000004
haddaha01,0.022,26,0.5342465753424658,0.0,227,5.821,0.14,18.563,1,0,0.6620833333333335
dragigo01,0.129,25,1.0,0.42424242424242425,1752,26.545,0.14,18.0,0,0,5.11
haywala01,0.021,25,0.36046511627906974,0.0,159,5.129,-0.034,3.891,3,0,-0.11262500000000002
bassbr01,0.112,26,0.9186046511627907,0.686046511627907,2476,31.342,0.121,18.819,2,0,6.241583333333334
johnsch03,0.009,26,0.4090909090909091,0.0,175,6.481,0.055,10.8,0,0,0.20052083333333334
watsocj01,0.017,27,0.7638888888888888,0.4166666666666667,1323,24.055,0.108,14.333,1,0,2.9767499999999996
cookda02,0.062,24,0.8488372093023255,0.2558139534883721,1098,15.041,0.078,10.291,3,0,1.7842500000000001
mcgratr01,0.001,32,0.8055555555555556,0.0,927,15.983,0.092,14.299,1,0,1.7767499999999998
mohamna01,0.023,34,0.8255813953488372,0.011627906976744186,775,10.915,0.09,11.852,3,0,1.453125
dayeau01,0.016,24,0.6082474226804123,0.0,696,11.797,0.114,13.021,2,0,1.6530000000000002
anderch01,0.106,34,0.5904761904761905,0.0,927,14.952,0.208,29.491,5,0,4.017
collija04,0.007,34,0.4634146341463415,0.10975609756097561,384,10.105,0.05,3.0,0,0,0.4000000000000001
youngni01,0.019,27,0.7195121951219512,0.2073170731707317,1411,23.915,0.078,13.3,0,0,2.292875
anderal01,0.016,30,0.7926829268292683,0.024390243902439025,1495,23.0,0.051,12.6,0,0,1.5884374999999997
collida01,0.032,25,0.9878048780487805,0.573170731707317,2372,29.284,0.113,16.3,0,0,5.584083333333333
augusdj01,0.01,25,0.95,0.06,1542,16.232,0.11,13.5,2,0,3.53375
millspa01,0.162,27,0.9512195121951219,0.9512195121951219,2375,30.449,0.154,19.8,0,0,7.619791666666667
lawsoty01,0.184,25,0.8977272727272727,0.875,2749,34.797,0.141,19.816,1,0,8.0751875
childjo01,0.126,29,0.17073170731707318,0.0,100,7.143,0.048,7.0,1,0,0.09999999999999999
gibsota01,0.129,27,0.8191489361702128,0.05319148936170213,1665,21.623,0.109,16.137,1,0,3.7809375000000003
sloando01,0.015,25,0.2804878048780488,0.0,263,11.435,0.018,9.6,0,0,0.098625
hendege02,0.102,25,0.8292682926829268,0.7073170731707317,2133,31.368,0.074,16.4,0,0,3.288375
jamesmi01,0.015,37,0.5487804878048781,0.2804878048780488,862,19.156,0.022,9.5,0,0,0.3950833333333333
brandel01,0.068,33,0.8780487804878049,0.21951219512195122,1527,21.208,0.107,15.2,0,0,3.4039375
jamisan01,0.024,36,0.9302325581395349,0.06976744186046512,1715,21.438,0.126,15.783,1,0,4.501875
johnswe01,0.016,25,0.6097560975609756,0.25609756097560976,953,19.06,0.0,10.3,0,0,0.0
randosh01,0.005,29,0.19540229885057472,0.0,201,11.824,0.17,16.032,1,0,0.711875
copelch01,0.051,28,0.6914893617021277,0.14893617021276595,955,14.692,0.117,18.278,1,0,2.3278125
dunlemi02,0.051,32,0.9186046511627907,0.03488372093023256,2034,25.747,0.109,14.757,1,0,4.618875
macksh01,0.015,22,0.3977272727272727,0.03409090909090909,438,12.514,0.058,12.998,1,0,0.52925
thomala01,0.015,24,0.7195121951219512,0.10975609756097561,646,10.949,0.089,10.1,0,0,1.1977916666666666
curryst01,0.169,24,0.9574468085106383,0.9574468085106383,3480,38.667,0.18,24.716,1,0,13.049999999999999
webstma02,0.088,26,0.926829268292683,0.7560975609756098,2200,28.947,0.137,13.9,0,0,6.279166666666668
