PLAYER;2013/14
Vince Carter;$3,180,000
Nerlens Noel;$3,172,320
Ed Davis;$3,153,860
Jerryd Bayless;$3,135,000
Lavoy Allen;$3,120,000
Patrick Patterson;$3,105,301
Alexey Shved;$3,066,667
Larry Sanders;$3,053,368
Dorell Wright;$3,000,000
Joel Freeland;$3,000,000
Kwame Brown;$3,000,000
Kosta Koufos;$3,000,000
Chris Copeland;$3,000,000
Randy Foye;$3,000,000
Mike Dunleavy;$3,000,000
Brandon Knight;$2,947,800
Harrison Barnes;$2,923,920
Ben McLemore;$2,895,960
Jimmer Fredette;$2,813,399
Will Bynum;$2,790,343
Kevin Seraphin;$2,761,113
Marco Belinelli;$2,750,000
Kemba Walker;$2,709,720
Terrence Ross;$2,678,640
Greg Stiemsma;$2,676,000
Kentavious Caldwell-Pope;$2,653,080
Maurice Williams;$2,652,000
Josh McRoberts;$2,652,000
Eric Bledsoe;$2,626,473
Aaron Gray;$2,612,500
Nick Collison;$2,585,668
Avery Bradley;$2,511,432
Jason Maxiell;$2,500,000
Jason Smith;$2,500,000
Chauncey Billups;$2,500,000
Wayne Ellington;$2,500,000
DeMarre Carroll;$2,500,000
Andre Drummond;$2,462,400
Trey Burke;$2,438,760
Trevor Booker;$2,350,820
Austin Rivers;$2,339,040
Alec Burks;$2,323,200
CJ McCollum;$2,316,720
Quincy Pondexter;$2,225,478
CJ Miles;$2,225,000
Meyers Leonard;$2,222,160
Markieff Morris;$2,207,040
Michael Carter-Williams;$2,200,920
Dante Cunningham;$2,180,000
Jordan Crawford;$2,162,418
Greivis Vasquez;$2,150,188
Jeremy Lamb;$2,111,160
Marcus Morris;$2,096,760
Steven Adams;$2,090,880
Eric Maynor;$2,016,000
CJ Watson;$2,016,000
Nate Robinson;$2,016,000
Jermaine O'Neal;$2,000,000
Vitor Faverani;$2,000,000
Kawhi Leonard;$1,991,760
Kelly Olynyk;$1,986,360
John Henson;$1,905,360
Darren Collison;$1,900,000
Nikola Vucevic;$1,892,280
Shabazz Muhammad;$1,887,120
Moe Harkless;$1,809,840
Iman Shumpert;$1,797,600
Giannis Antetokounmpo;$1,792,560
Royce White;$1,777,148
Jeff Ayres;$1,750,000
Gigi Datome;$1,750,000
Anthony Randolph;$1,750,000
Chris Singleton;$1,707,720
Reggie Evans;$1,695,636
Jeremy Evans;$1,660,000
Tyler Zeller;$1,633,440
Tobias Harris;$1,630,800
Dennis Schroeder;$1,617,840
John Lucas;$1,600,000
Ronny Turiaf;$1,600,000
Toney Douglas;$1,600,000
Pablo Prigioni;$1,591,350
Terrence Jones;$1,551,840
Jodie Meeks;$1,550,000
Shane Larkin;$1,536,960
Vyacheslav Kravtsov;$1,500,000
James Jones;$1,500,000
Chris Duhon;$1,500,000
Gustavo Ayon;$1,500,000
Andrew Nicholson;$1,482,000
Sergey Karasev;$1,467,840
Nando De Colo;$1,463,000
Kenneth Faried;$1,442,880
Donatas Motiejunas;$1,422,720
Evan Fournier;$1,422,720
Tony Snell;$1,409,040
Earl Watson;$1,399,507
Derek Fisher;$1,399,507
Kenyon Martin;$1,399,507
Rashard Lewis;$1,399,507
Willie Green;$1,399,507
Rasual Butler;$1,399,507
Nazr Mohammed;$1,399,507
Jannero Pargo;$1,399,507
Antawn Jamison;$1,399,507
Jared Sullinger;$1,365,720
Gorgui Dieng;$1,352,640
Scotty Hopson;$1,350,000
Reggie Jackson;$1,329,720
Victor Claver;$1,311,240
Fab Melo;$1,311,240
Jared Cunningham;$1,301,208
Mason Plumlee;$1,298,640
MarShon Brooks;$1,276,560
Roger Mason;$1,272,279
Beno Udrih;$1,272,279
Devin Harris;$1,272,279
Ronnie Price;$1,265,977
Francisco Garcia;$1,265,977
Shaun Livingston;$1,265,977
John Jenkins;$1,258,800
Ronnie Brewer;$1,256,250
Solomon Hill;$1,246,680
Jordan Hamilton;$1,234,320
Hasheem Thabeet;$1,200,000
Pero Antic;$1,200,000
Tim Hardaway Jr;$1,196,760
Norris Cole;$1,191,240
Ryan Hollins;$1,186,459
Cory Joseph;$1,182,600
Jimmy Butler;$1,174,080
Tony Wroten;$1,160,040
Reggie Bullock;$1,149,000
Patrick Mills;$1,133,950
Miles Plumlee;$1,121,520
Andre Roberson;$1,110,840
Jordan Farmar;$1,106,942
Nick Young;$1,106,942
Arnett Moultrie;$1,089,240
Perry Jones;$1,082,520
Rudy Gobert;$1,078,800
Marquis Teague;$1,074,720
Festus Ezeli;$1,066,920
Archie Goodwin;$1,064,400
Nemanja Nedovic;$1,056,720
Kyle Singler;$1,045,000
Anthony Morrow;$1,027,424
Greg Oden;$1,027,424
Aaron Brooks;$1,027,424
Cartier Martin;$1,003,248
Richard Hamilton;$1,000,000
Ishmael Smith;$985,000
Lance Stephenson;$981,349
Austin Daye;$947,907
BJ Mullens;$947,907
AJ Price;$947,907
Omri Casspi;$947,907
Alan Anderson;$947,907
Darius Morris;$944,923
DeJuan Blair;$941,000
Chandler Parsons;$926,500
Garrett Temple;$916,099
James Anderson;$916,099
Chris Johnson;$916,099
Jeff Adrien;$916,099
Xavier Henry;$916,099
Wesley Johnson;$916,099
Jon Leuer;$900,000
Mike James;$889,097
Julyan Stone;$884,293
Isaiah Thomas;$884,293
PJ Tucker;$884,293
E'Twaun Moore;$884,293
Cole Aldrich;$884,293
Lance Thomas;$884,293
Donald Sloan;$884,293
Josh Harrellson;$884,293
Greg Smith;$884,293
Shelvin Mack;$884,293
Draymond Green;$875,500
Allen Crabbe;$825,000
Elliot Williams;$797,545
Robert Sacre;$788,873
Aron Baynes;$788,872
Quincy Acy;$788,872
Will Barton;$788,872
Henry Sims;$788,872
Kyle O'Quinn;$788,872
Doron Lamb;$788,872
Darius Miller;$788,872
Brian Roberts;$788,872
Khris Middleton;$788,872
Orlando Johnson;$788,872
Patrick Beverley;$788,872
Quincy Miller;$788,872
Bernard James;$788,872
Jae Crowder;$788,872
Tornike Shengelia;$788,872
Jeffery Taylor;$788,872
Mike Scott;$788,872
Kent Bazemore;$762,195
Diante Garrett;$719,266
Malcolm Thomas;$702,233
Dwight Buycks;$700,000
Leandro Barbosa;$650,359
Alexis Ajinca;$635,880
DJ Augustin;$592,279
Isaiah Canaan;$570,515
Jeremy Tyler;$556,584
Ricky Ledo;$550,000
Kendall Marshall;$547,570
Shawne Williams;$535,770
Chris Douglas-Roberts;$535,288
Jamaal Franklin;$535,000
Ray McCallum;$524,616
James Johnson;$507,409
Ryan Gomes;$495,521
Glen Rice Jr;$490,180
Ian Clark;$490,180
Dionte Christmas;$490,180
Hollis Thompson;$490,180
Brandon Davies;$490,180
Toure Murry;$490,180
Jeff Withey;$490,180
Robbie Hummel;$490,180
Nate Wolters;$490,180
Miroslav Raduljica;$490,180
Nick Calathes;$490,180
Ryan Kelly;$490,180
Robert Covington;$490,180
Ognjen Kuzmic;$490,180
Peyton Siva;$490,180
Tony Mitchell;$490,180
Gal Mekel;$490,180
Carrick Felix;$490,180
Matthew Dellavedova;$490,180
Phil Pressey;$490,180
Shannon Brown;$481,562
Solomon Jones;$474,583
Erik Murphy;$455,580
Jason Collins;$436,316
Luke Babbitt;$387,995
Daniel Orton;$369,322
Maalik Wayns;$361,952
Christapher Johnson;$320,000
Jarvis Varnado;$310,908
Shavlik Randolph;$306,036
Hilton Armstrong;$296,138
Dewayne Dedmon;$256,623
Stephen Jackson;$238,739
Hamed Haddadi;$200,000
Chris Smith;$184,538
Mike Muscala;$161,471
Troy Daniels;$158,587
James Southerland;$155,704
Jamaal Tinsley;$139,951
Chris Wright;$139,212
Chris Babb;$138,403
Justin Hamilton;$126,870
Jorge Gutierrez;$121,103
Reggie Williams;$111,518
Damion James;$107,776
Dexter Pittman;$107,776
Arinze Onuaku;$106,776
Othyus Jeffers;$104,034
Manny Harris;$104,034
Elias Harris;$100,000
DeAndre Liggins;$88,429
Royal Ivey;$74,839
Melvin Ely;$74,469
Sasha Vujacic;$69,791
Casper Ware;$69,201
Seth Curry;$66,318
Willie Reed;$57,668
James Nunnally;$57,668
Darius Johnson-Odom;$46,404
Mustafa Shakur;$46,404
DJ Stephens;$28,834
Tony Mitchell;$28,834
Shane Edwards;$28,834
Vander Blue;$28,834
