PLAYER;2007/08
Mark Madsen;$2,420,000
Rudy Gay;$2,411,160
Othella Harrington;$2,376,000
Devean George;$2,369,111
Kirk Snyder;$2,358,433
Jarron Collins;$2,350,000
Jackie Butler;$2,350,000
Brandan Wright;$2,323,080
Jason Hart;$2,300,000
Ike Diogu;$2,286,360
Bonzi Wells;$2,284,200
Smush Parker;$2,250,000
Lindsey Hunter;$2,250,000
Josh Smith;$2,243,543
Patrick O'Bryant;$2,216,400
Andrew Bynum;$2,172,000
DeSagana Diop;$2,146,000
Joakim Noah;$2,135,400
JR Smith;$2,134,067
Saer Sene;$2,105,520
Dorell Wright;$2,040,746
Spencer Hawes;$2,028,600
JJ Redick;$2,000,160
Jameer Nelson;$1,961,609
Vassilis Spanoulis;$1,944,000
Walter Herrmann;$1,944,000
Viktor Khryapa;$1,928,598
Acie Law;$1,927,080
Hilton Armstrong;$1,900,200
Aaron Williams;$1,890,000
Ronald Murray;$1,890,000
Delonte West;$1,889,760
Nenad Krstic;$1,889,760
Carlos Delfino;$1,868,141
Tony Allen;$1,868,141
Sean May;$1,862,160
Thaddeus Young;$1,830,720
Maceo Baston;$1,830,000
Grant Hill;$1,830,000
Jannero Pargo;$1,830,000
Eddie Jones;$1,830,000
Kevin Martin;$1,808,121
Thabo Sefolosha;$1,805,160
Kosta Perovic;$1,800,000
Rashad McCants;$1,769,160
Sasha Vujacic;$1,756,951
Chuck Hayes;$1,750,000
Maurice Evans;$1,740,000
Julian Wright;$1,739,160
David Harrison;$1,734,316
Ronnie Brewer;$1,715,040
Antoine Wright;$1,680,600
Al Thornton;$1,652,280
Cedric Simmons;$1,629,120
Brevin Knight;$1,600,000
Joey Graham;$1,596,600
Adrian Griffin;$1,593,000
Rodney Stuckey;$1,569,600
Rodney Carney;$1,547,760
Danny Granger;$1,516,800
Travis Diener;$1,500,000
Eddie House;$1,500,000
Nick Young;$1,491,240
Shawne Williams;$1,470,360
Gerald Green;$1,440,960
Justin Reed;$1,436,500
Sean Williams;$1,416,600
Hakim Warrick;$1,376,040
Oleksiy Pecherov;$1,345,800
Marco Belinelli;$1,345,800
Quincy Douby;$1,333,920
Javaris Crittenton;$1,285,200
Renaldo Balkman;$1,280,640
Nate Robinson;$1,268,160
Jason Smith;$1,233,840
Rajon Rondo;$1,229,280
Jacque Vaughn;$1,219,950
Darrick Martin;$1,219,590
Eric Piatkowski;$1,219,590
Dikembe Mutombo;$1,219,590
Austin Croshere;$1,219,590
Jeff McInnis;$1,219,590
Derek Anderson;$1,219,590
Darrell Armstrong;$1,219,590
Scot Pollard;$1,219,590
Jarrett Jack;$1,217,400
Jarvis Hayes;$1,200,000
Devin Brown;$1,200,000
Marcus Williams;$1,193,090
Daequan Cook;$1,184,400
Francisco Garcia;$1,168,800
Jared Dudley;$1,137,000
Josh Boone;$1,133,040
Luther Head;$1,122,000
Brian Skinner;$1,108,718
Calvin Booth;$1,103,225
Anthony Carter;$1,103,225
Ronnie Price;$1,100,000
Wilson Chandler;$1,091,640
Kyle Lowry;$1,087,680
Shavlik Randolph;$1,080,000
Bernard Robinson;$1,080,000
Johan Petro;$1,077,120
Shannon Brown;$1,044,120
Jason Maxiell;$1,041,360
DeShawn Stevenson;$1,033,930
Sean Marks;$1,033,930
Ryan Bowen;$1,033,930
Michael Ruffin;$1,033,930
Linas Kleiza;$1,011,360
Jordan Farmar;$1,009,560
Morris Almond;$1,005,960
Ime Udoka;$1,000,000
Malik Allen;$998,398
David Lee;$990,600
Maurice Ager;$974,400
Earl Barron;$973,328
Aaron Brooks;$972,720
Mardy Collins;$967,320
Arron Afflalo;$944,520
Ian Mahinmi;$938,760
Alando Tucker;$931,920
Melvin Ely;$895,341
Mile Ilic;$864,000
Justin Williams;$862,456
Kareem Rush;$854,957
Jeremy Richardson;$850,726
Casey Jacobsen;$826,269
Royal Ivey;$826,046
Quinton Ross;$826,046
Ronald Dupree;$826,046
Sergio Rodriguez;$817,000
Randolph Morris;$810,000
Mickael Gelabale;$802,000
Josh Powell;$800,000
Roger Mason;$798,328
Salim Stoudamire;$783,000
Billy Thomas;$775,426
Bobby Jones;$773,388
CJ Miles;$770,610
Von Wafer;$770,610
Louis Williams;$770,610
Ryan Gomes;$770,610
Ronny Turiaf;$770,610
Stephen Graham;$770,610
Monta Ellis;$770,610
Brandon Bass;$770,610
Dwayne Jones;$770,610
Dahntay Jones;$753,767
Kyrylo Fesenko;$750,000
Solomon Jones;$729,000
Awvee Storey;$711,517
Andre Brown;$711,517
Paul Millsap;$687,456
Juaquin Hawkins;$687,456
James Augustine;$687,456
Craig Smith;$687,456
David Noel;$687,456
Alexander Johnson;$687,456
Chris Quinn;$687,456
Marcus Vinicius;$687,456
Paul Davis;$687,456
Andre Owens;$687,456
Steve Novak;$687,456
Kelenna Azubuike;$687,456
Yakhouba Diawara;$687,456
Jose Juan Barea;$687,456
Daniel Gibson;$687,456
Ryan Hollins;$687,456
Leon Powe;$687,456
Gabe Pruitt;$650,000
Richie Frahm;$623,694
Juan Carlos Navarro;$538,090
Earl Boykins;$533,572
Arvydas Macijauskas;$500,000
Clifford Robinson;$500,000
Dominic McGuire;$427,163
Jamario Moon;$427,163
Josh McRoberts;$427,163
D.J. Strawberry;$427,163
Herbert Hill;$427,163
Marcin Gortat;$427,163
Chris Richard;$427,163
Ramon Sessions;$427,163
Joel Anthony;$427,163
Coby Karl;$427,163
Adam Haluska;$427,163
Carl Landry;$427,163
Cheikh Samb;$427,163
Taurean Green;$427,163
Nick Fazekas;$427,163
JamesOn Curry;$427,163
Demetris Nichols;$427,163
Aaron Gray;$427,163
Jermareo Davidson;$427,163
Glen Davis;$427,163
Mario West;$427,163
Anfernee Hardaway;$320,142
Ruben Patterson;$304,897
Linton Johnson;$283,953
Luke Jackson;$279,415
Keith Langford;$272,316
Kaniel Dickens;$264,897
David Wesley;$250,000
Mike Wilks;$229,432
Tarence Kinsey;$219,533
Bo Outlaw;$160,071
Darius Washington;$154,847
Jelani McCoy;$151,089
Eddie Gill;$151,089
Brandon Wallace;$130,819
CJ Watson;$125,479
Courtney Sims;$112,130
Darryl Watkins;$109,461
Thomas Gardner;$101,451
Orien Greene;$77,061
Guillermo Diaz;$56,065
Stephane Lasme;$48,056
DerMarr Johnson;$42,203
