PLAYER;2014/15
Kobe Bryant;$23,500,000
Joe Johnson;$23,180,790
Carmelo Anthony;$22,458,401
Amare Stoudemire;$21,896,658
Dwight Howard;$21,436,271
Chris Bosh;$20,644,400
LeBron James;$20,644,400
Chris Paul;$20,068,563
Kevin Durant;$19,997,513
Deron Williams;$19,754,465
Rudy Gay;$19,317,326
Derrick Rose;$18,862,876
Blake Griffin;$17,632,688
Carlos Boozer;$16,800,000
Zach Randolph;$16,500,000
Marc Gasol;$15,829,688
Paul George;$15,800,000
Kevin Love;$15,719,063
Russell Westbrook;$15,719,062
Brook Lopez;$15,719,000
LaMarcus Aldridge;$15,200,000
David Lee;$15,012,000
Dwyane Wade;$15,000,000
Josh Smith;$14,945,778
Omer Asik;$14,898,938
Eric Gordon;$14,898,938
Jeremy Lin;$14,898,938
Roy Hibbert;$14,898,938
Gordon Hayward;$14,746,000
Chandler Parsons;$14,700,000
James Harden;$14,693,906
Tyson Chandler;$14,596,888
Brandon Roy;$14,399,332
John Wall;$13,701,250
DeMarcus Cousins;$13,701,250
Al Jefferson;$13,500,000
Nen?;$13,000,000
Eric Bledsoe;$13,000,000
Andrew Bogut;$12,972,973
Derrick Favors;$12,950,000
Rajon Rondo;$12,909,090
Joakim Noah;$12,700,000
Tony Parker;$12,500,000
Andre Iguodala;$12,289,544
Serge Ibaka;$12,250,000
Nikola Pekovic;$12,100,000
Kyle Lowry;$12,000,000
Andrea Bargnani;$12,000,000
Kevin Garnett;$12,000,000
David West;$12,000,000
Al Horford;$12,000,000
Ty Lawson;$11,595,506
DeAndre Jordan;$11,440,123
Nicolas Batum;$11,390,500
Tyreke Evans;$11,265,416
JaVale McGee;$11,250,000
Jrue Holiday;$11,000,000
Larry Sanders;$11,000,000
Danilo Gallinari;$10,854,850
Stephen Curry;$10,629,213
Marcin Gortat;$10,434,782
Tim Duncan;$10,361,446
Gerald Wallace;$10,105,855
Anderson Varejao;$9,800,000
Brendan Haywood;$9,798,000
Luol Deng;$9,714,461
Steve Nash;$9,701,000
Kendrick Perkins;$9,588,889
DeMar DeRozan;$9,500,000
Paul Millsap;$9,500,000
Tyrus Thomas;$9,460,664
Mike Miller;$9,332,000
Tiago Splitter;$9,250,000
Jeff Green;$9,200,000
Thaddeus Young;$9,160,870
Jordan Hill;$9,000,000
Lance Stephenson;$9,000,000
Mike Conley;$8,760,000
Monta Ellis;$8,720,000
Marcus Thornton;$8,697,500
Trevor Ariza;$8,600,000
Channing Frye;$8,579,088
Landry Fields;$8,500,000
Ryan Anderson;$8,491,500
Marcus Camby;$8,354,416
Drew Gooden;$8,128,490
Boris Diaw;$8,000,000
OJ Mayo;$8,000,000
George Hill;$8,000,000
Brandon Jennings;$8,000,000
Taj Gibson;$8,000,000
Jeff Teague;$8,000,000
Dirk Nowitzki;$7,974,482
Ersan Ilyasova;$7,900,000
Glen Davis;$7,827,985
Tayshaun Prince;$7,707,865
Al Harrington;$7,609,800
Arron Afflalo;$7,562,500
Goran Dragic;$7,500,000
Kyrie Irving;$7,459,924
Josh Childress;$7,317,500
Wesley Matthews;$7,245,640
Isaiah Thomas;$7,238,606
Avery Bradley;$7,191,011
Pau Gasol;$7,128,000
Jose Calderon;$7,097,191
Amir Johnson;$7,000,000
Manu Ginobili;$7,000,000
Marvin Williams;$7,000,000
Travis Outlaw;$7,000,000
Brandon Bass;$6,950,000
Kevin Martin;$6,792,500
JJ Redick;$6,792,500
Wilson Chandler;$6,754,913
Carl Landry;$6,750,000
Derrick Williams;$6,679,866
Jason Richardson;$6,601,125
Greivis Vasquez;$6,400,000
Jarrett Jack;$6,300,000
Kyle Korver;$6,253,521
Jason Thompson;$6,037,500
Enes Kanter;$6,008,106
Jodie Meeks;$6,000,000
Gerald Henderson;$6,000,000
JR Smith;$5,982,375
Chuck Hayes;$5,958,750
Patrick Patterson;$5,831,326
Jose Juan Barea;$5,822,078
PJ Tucker;$5,700,000
Anthony Davis;$5,607,240
Anthony Bennett;$5,563,920
Andrew Wiggins;$5,510,640
Greg Monroe;$5,479,933
Louis Williams;$5,450,000
Courtney Lee;$5,450,000
Jamal Crawford;$5,450,000
Jason Terry;$5,450,000
Tristan Thompson;$5,421,233
Martell Webster;$5,381,750
JJ Hickson;$5,381,750
Robin Lopez;$5,340,229
Paul Pierce;$5,305,000
Josh McRoberts;$5,305,000
Spencer Hawes;$5,305,000
Shaun Livingston;$5,305,000
Nikola Mirotic;$5,305,000
Chris Andersen;$5,300,000
Zaza Pachulia;$5,200,000
Ricky Rubio;$5,070,686
Michael Kidd-Gilchrist;$5,016,960
Trevor Booker;$5,000,000
Brandan Wright;$5,000,000
Chase Budinger;$5,000,000
Tony Allen;$5,000,000
Nick Young;$4,994,420
Victor Oladipo;$4,978,200
Jabari Parker;$4,930,560
Chris Kaman;$4,800,000
Darren Collison;$4,797,664
Kostas Papanikolaou;$4,797,664
Jameer Nelson;$4,750,000
Corey Brewer;$4,702,500
Timofey Mozgov;$4,650,000
Andre Miller;$4,625,000
Bradley Beal;$4,505,280
Ben Gordon;$4,500,000
Caron Butler;$4,500,000
Luis Scola;$4,500,000
Jonas Jerebko;$4,500,000
Otto Porter;$4,470,480
Joel Embiid;$4,427,640
Luc Mbah a Moute;$4,382,576
Raymond Felton;$4,360,000
Kris Humphries;$4,250,000
Jared Dudley;$4,250,000
CJ Miles;$4,205,000
Bismack Biyombo;$4,086,453
Dion Waiters;$4,062,000
Cody Zeller;$4,030,560
Danny Green;$4,025,000
Mario Chalmers;$4,000,000
Ian Mahinmi;$4,000,000
Thabo Sefolosha;$4,000,000
Aaron Gordon;$3,992,040
Vince Carter;$3,911,981
Kevin Seraphin;$3,898,691
Devin Harris;$3,878,896
Joel Anthony;$3,800,000
Maurice Williams;$3,750,000
Jonas Valanciunas;$3,678,360
Thomas Robinson;$3,678,360
Marreese Speights;$3,657,500
Alex Len;$3,649,920
Dante Exum;$3,615,000
Brandon Knight;$3,553,917
Patrick Mills;$3,500,000
Gerald Green;$3,500,000
Darrell Arthur;$3,457,149
Kemba Walker;$3,452,183
Steve Novak;$3,445,947
Matt Barnes;$3,396,250
Mirza Teletovic;$3,368,100
Damian Lillard;$3,340,920
Mike Scott;$3,333,333
Tyler Hansbrough;$3,326,235
Andrei Kirilenko;$3,326,235
Nerlens Noel;$3,315,120
Marcus Smart;$3,283,320
Jason Smith;$3,278,000
Bojan Bogdanovic;$3,278,000
Evan Turner;$3,278,000
Gary Neal;$3,250,000
Carlos Delfino;$3,250,000
Alec Burks;$3,201,369
Anthony Morrow;$3,200,000
Alexey Shved;$3,198,723
Markieff Morris;$3,153,860
Quincy Pondexter;$3,146,068
Dorell Wright;$3,145,000
Chris Copeland;$3,130,000
Marcus Morris;$3,105,301
Joel Freeland;$3,100,000
Klay Thompson;$3,075,880
Kawhi Leonard;$3,053,368
Harrison Barnes;$3,049,920
Ben McLemore;$3,026,280
DJ Augustin;$3,000,000
Jerryd Bayless;$3,000,000
Kosta Koufos;$3,000,000
Anthony Tolliver;$3,000,000
Randy Foye;$3,000,000
Mike Dunleavy;$3,000,000
Julius Randle;$2,997,360
Will Bynum;$2,915,908
Nikola Vucevic;$2,902,757
Marco Belinelli;$2,873,750
Furkan Aldemir;$2,810,305
Terrence Ross;$2,793,960
Kentavious Caldwell-Pope;$2,772,480
Iman Shumpert;$2,761,113
Luke Ridnour;$2,750,000
Nik Stauskas;$2,745,840
Udonis Haslem;$2,732,000
Brian Roberts;$2,732,000
Kirk Hinrich;$2,730,000
Andre Drummond;$2,568,360
Trey Burke;$2,548,560
Noah Vonleh;$2,524,200
Tobias Harris;$2,511,432
James Johnson;$2,500,000
DeMarre Carroll;$2,500,000
Austin Rivers;$2,439,840
Shelvin Mack;$2,433,333
CJ McCollum;$2,421,000
Elfrid Payton;$2,397,840
Kenneth Faried;$2,373,537
Reggie Jackson;$2,325,680
Meyers Leonard;$2,317,920
Michael Carter-Williams;$2,300,040
Doug McDermott;$2,277,960
Nick Collison;$2,242,003
Jeremy Lamb;$2,202,000
Steven Adams;$2,184,960
Norris Cole;$2,150,188
Cory Joseph;$2,134,593
Jimmy Butler;$2,119,214
Eric Maynor;$2,106,720
Nate Robinson;$2,106,720
Aron Baynes;$2,100,000
Steve Blake;$2,100,000
Danny Granger;$2,100,000
Jordan Farmar;$2,100,000
Vitor Faverani;$2,090,000
Ramon Sessions;$2,077,000
Beno Udrih;$2,077,000
CJ Watson;$2,077,000
Kelly Olynyk;$2,075,760
Zach LaVine;$2,055,840
DeJuan Blair;$2,000,000
Elton Brand;$2,000,000
Kent Bazemore;$2,000,000
John Henson;$1,987,320
Shabazz Muhammad;$1,971,960
TJ Warren;$1,953,120
Moe Harkless;$1,887,840
Samuel Dalembert;$1,885,755
Giannis Antetokounmpo;$1,873,200
Adreian Payne;$1,855,320
Ishmael Smith;$1,838,615
Jeff Ayres;$1,828,750
Anthony Randolph;$1,825,359
Jeremy Evans;$1,795,000
Joffrey Lauvergne;$1,790,281
Reggie Evans;$1,768,654
Lucas Nogueira;$1,762,680
Jusuf Nurkic;$1,762,680
Zoran Dragic;$1,756,500
Gigi Datome;$1,750,000
Tyler Zeller;$1,703,760
Dennis Schroeder;$1,690,680
James Young;$1,674,480
Pablo Prigioni;$1,662,961
Ryan Kelly;$1,650,000
Terrence Jones;$1,618,680
Shane Larkin;$1,606,080
Ronny Turiaf;$1,600,000
Miroslav Raduljica;$1,596,056
Tyler Ennis;$1,590,720
Andrew Nicholson;$1,545,840
Sergey Karasev;$1,533,840
Gary Harris;$1,519,200
Evan Fournier;$1,483,920
Donatas Motiejunas;$1,483,920
Tony Snell;$1,472,400
Bruno Caboclo;$1,458,360
Rasual Butler;$1,448,490
Matt Bonner;$1,448,490
Willie Green;$1,448,490
Hidayet Turkoglu;$1,448,490
Leandro Barbosa;$1,448,490
