PLAYER;2014/15
Richard Jefferson;$1,448,490
Shawn Marion;$1,448,490
James Jones;$1,448,490
Nazr Mohammed;$1,448,490
Jannero Pargo;$1,448,490
Jared Sullinger;$1,424,520
Gorgui Dieng;$1,413,480
Mitch McGary;$1,400,040
Victor Claver;$1,370,000
Mason Plumlee;$1,357,080
Jordan Adams;$1,344,120
Sebastian Telfair;$1,316,809
Ronnie Price;$1,316,809
Francisco Garcia;$1,316,809
Charlie Villanueva;$1,316,809
Jason Maxiell;$1,316,809
John Jenkins;$1,312,920
Ryan Hollins;$1,310,286
Solomon Hill;$1,302,840
Louis Amundson;$1,294,868
Rodney Hood;$1,290,360
Alan Anderson;$1,276,061
Austin Daye;$1,263,550
Bernard James;$1,259,775
Tim Hardaway Jr;$1,250,640
Pero Antic;$1,250,000
Shabazz Napier;$1,238,640
Jordan Hamilton;$1,232,610
Rodney Stuckey;$1,227,985
Aaron Gray;$1,227,985
Shavlik Randolph;$1,227,985
Jeff Adrien;$1,217,698
Tony Wroten;$1,210,080
Reggie Bullock;$1,200,720
Clint Capela;$1,189,200
Miles Plumlee;$1,169,880
Andre Roberson;$1,160,880
PJ Hairston;$1,149,720
Shawne Williams;$1,145,685
Brandon Rush;$1,145,685
Cartier Martin;$1,145,685
Arnett Moultrie;$1,136,160
Christapher Johnson;$1,135,974
Perry Jones;$1,129,200
Rudy Gobert;$1,127,400
Marquis Teague;$1,120,920
Festus Ezeli;$1,112,880
Archie Goodwin;$1,112,280
CJ Wilcox;$1,109,760
Nemanja Nedovic;$1,104,240
Damjan Rudez;$1,100,000
Kyle Anderson;$1,093,680
Kyle Singler;$1,090,000
Xavier Henry;$1,082,000
Omri Casspi;$1,063,384
Alonzo Gee;$1,063,384
Wayne Ellington;$1,063,384
Toure Murry;$1,000,000
Robert Covington;$1,000,000
John Salmons;$1,000,000
Garrett Temple;$981,084
Greg Stiemsma;$981,084
Cole Aldrich;$981,084
Luke Babbitt;$981,084
Alexis Ajinca;$981,084
Ed Davis;$981,084
Wesley Johnson;$981,084
Ekpe Udoh;$981,084
Al-Farouq Aminu;$981,084
Jon Leuer;$967,500
Jorge Gutierrez;$960,566
Ricky Ledo;$960,566
Jimmer Fredette;$948,163
Lavoy Allen;$948,163
Donald Sloan;$948,163
Joey Dorsey;$948,163
Greg Smith;$948,163
E'Twaun Moore;$948,163
Lance Thomas;$937,004
Kendall Marshall;$915,243
Henry Sims;$915,243
Kyle O'Quinn;$915,243
Quincy Acy;$915,243
Darius Miller;$915,243
Khris Middleton;$915,243
Robert Sacre;$915,243
Patrick Beverley;$915,243
Draymond Green;$915,243
Will Barton;$915,243
Aaron Brooks;$915,243
Jeffery Taylor;$915,243
Chris Douglas-Roberts;$915,243
Jae Crowder;$915,243
Nate Wolters;$904,854
Gal Mekel;$888,524
Jerami Grant;$884,879
Devyn Marble;$884,879
Joe Harris;$884,879
Robbie Hummel;$880,000
Jamaal Franklin;$864,510
Allen Crabbe;$862,000
Dante Cunningham;$831,941
Damien Inglis;$820,000
Kenyon Martin;$818,049
Grant Jerrett;$816,482
Carrick Felix;$816,482
Ray McCallum;$816,482
Tony Mitchell;$816,482
Isaiah Canaan;$816,482
Hollis Thompson;$816,482
Dewayne Dedmon;$816,482
Jeff Withey;$816,482
Justin Hamilton;$816,482
Nick Calathes;$816,482
Justin Holiday;$816,482
Ognjen Kuzmic;$816,482
Matthew Dellavedova;$816,482
Troy Daniels;$816,482
Jerome Jordan;$816,482
Phil Pressey;$816,482
Mike Muscala;$816,482
Ian Clark;$816,481
Darius Morris;$803,149
Hassan Whiteside;$775,191
Dahntay Jones;$721,169
Malcolm Thomas;$713,910
Spencer Dinwiddie;$700,000
Johnny O'Bryant;$600,000
Joe Ingles;$507,336
Eric Moreland;$507,336
JaKarr Sampson;$507,336
Travis Wear;$507,336
Cleanthony Early;$507,336
Patric Young;$507,336
Glenn Robinson III;$507,336
James Ennis;$507,336
Russ Smith;$507,336
Jarnell Stokes;$507,336
Tarik Black;$507,336
Jordan Clarkson;$507,336
Shayne Whittington;$507,336
Nick Johnson;$507,336
KJ McDaniels;$507,336
Erick Green;$507,336
Dwight Powell;$507,336
Cameron Bairstow;$507,336
Cory Jefferson;$507,336
Markel Brown;$507,336
AJ Price;$493,917
John Lucas;$491,968
Reggie Williams;$487,905
Glen Rice Jr;$470,677
Quincy Miller;$398,393
Lorenzo Brown;$390,082
Earl Barron;$390,063
Michael Beasley;$330,225
Henry Walker;$311,634
Elijah Millsap;$301,417
Langston Galloway;$295,455
Tyler Johnson;$280,526
Andre Dawkins;$271,697
Toney Douglas;$268,973
James Michael McAdoo;$259,634
Metta World Peace;$250,000
JaMychal Green;$244,712
Shannon Brown;$215,811
Alex Kirk;$214,871
Kalin Lucas;$173,008
Elliot Williams;$161,511
Bryce Cotton;$152,200
Jack Cooley;$152,199
Brandon Davies;$129,676
Earl Clark;$125,104
Lester Hudson;$111,548
Tim Frazier;$107,435
Will Cherry;$106,567
Jabari Brown;$104,450
Jarvis Varnado;$75,000
Drew Gordon;$73,657
David Stockton;$59,686
Jerel McNeal;$59,686
Larry Drew II;$53,716
Seth Curry;$48,028
Arinze Onuaku;$48,028
Dwight Buycks;$48,028
Vander Blue;$48,028
Chris Babb;$48,028
Malcolm Lee;$37,686
Sim Bhullar;$35,000
David Wear;$29,843
Sean Kilpatrick;$29,843
Jarell Eddie;$29,843
Josh Davis;$20,000
