PLAYER;2002/03
Kevin Garnett;$25,200,000
Shaquille O'Neal;$23,571,429
Alonzo Mourning;$20,629,800
Juwan Howard;$20,625,000
Scottie Pippen;$19,727,524
Karl Malone;$19,250,000
Rasheed Wallace;$16,200,000
Dikembe Mutombo;$16,105,264
Chris Webber;$14,343,750
Allan Houston;$14,343,750
Shawn Kemp;$13,651,028
Bryant Reeves;$12,999,998
Gary Payton;$12,636,117
Antonio McDyess;$12,600,000
Damon Stoudamire;$12,375,000
Stephon Marbury;$12,375,000
Anfernee Hardaway;$12,375,000
Allen Iverson;$12,375,000
Latrell Sprewell;$12,375,000
Ray Allen;$12,375,000
Kobe Bryant;$12,375,000
Zydrunas Ilgauskas;$12,375,000
Vin Baker;$12,375,000
Antoine Walker;$12,375,000
Shareef Abdur-Rahim;$12,375,000
Tim Duncan;$12,072,500
Keith Van Horn;$12,072,500
Tracy McGrady;$12,072,500
Grant Hill;$12,072,500
Jalen Rose;$12,072,500
Reggie Miller;$12,046,473
Antonio Davis;$12,000,000
Michael Finley;$11,953,125
Vlade Divac;$11,248,076
Eddie Jones;$11,212,500
Nick Van Exel;$11,061,234
Brian Grant;$11,027,862
Tom Gugliotta;$10,892,000
Tim Thomas;$10,750,000
David Robinson;$10,500,000
Terrell Brandon;$10,175,000
Vince Carter;$10,067,750
Antawn Jamison;$10,067,750
Dirk Nowitzki;$10,067,750
Paul Pierce;$10,067,750
Steve Smith;$9,900,000
Glenn Robinson;$9,860,000
Larry Johnson;$9,610,714
Derrick Coleman;$9,380,000
Theo Ratliff;$9,375,000
Jason Kidd;$9,265,000
Glen Rice;$9,200,000
Kenny Anderson;$9,185,000
Kerry Kittles;$8,966,667
Matt Geiger;$8,768,480
Mike Bibby;$8,500,000
Clifford Robinson;$8,421,875
Dale Davis;$8,055,000
Elden Campbell;$8,050,000
Toni Kukoc;$8,050,000
John Stockton;$7,875,000
Greg Ostertag;$7,799,996
Jamal Mashburn;$7,750,000
Raef LaFrentz;$7,270,000
Maurice Taylor;$7,150,000
Derek Anderson;$7,144,500
Alan Henderson;$7,091,250
PJ Brown;$7,044,800
Wesley Person;$7,000,000
Austin Croshere;$6,960,000
Luc Longley;$6,900,000
Jermaine O'Neal;$6,900,000
Erick Dampier;$6,858,500
Arvydas Sabonis;$6,850,000
Ron Mercer;$6,750,000
Marcus Camby;$6,750,000
Kelvin Cato;$6,696,000
Tyrone Hill;$6,600,000
Bo Outlaw;$6,585,000
Jerry Stackhouse;$6,375,000
Bonzi Wells;$6,300,000
Doug Christie;$6,250,000
Rashard Lewis;$6,233,766
Nick Anderson;$6,101,906
Shandon Anderson;$6,100,000
Michael Olowokandi;$6,061,213
Lorenzen Wright;$6,050,000
Chris Mills;$6,000,000
Steve Nash;$5,750,000
Hakeem Olajuwon;$5,694,231
Eddie Robinson;$5,687,000
Bob Sura;$5,639,999
Predrag Stojakovic;$5,625,000
Tariq Abdul-Wahad;$5,625,000
Charlie Ward;$5,570,000
Michael Dickerson;$5,500,000
Jason Williams;$5,500,000
Loy Vaught;$5,364,964
Alvin Williams;$5,350,000
Howard Eisley;$5,312,500
Robert Horry;$5,300,000
Jerome Williams;$5,250,000
