PLAYER;2002/03
Jason Caffey;$5,250,000
Vitaly Potapenko;$5,238,750
Ben Wallace;$5,200,000
Donyell Marshall;$5,186,542
Christian Laettner;$5,062,500
Al Harrington;$5,060,000
Brent Barry;$5,040,000
Danny Fortson;$5,039,068
Eric Williams;$5,004,000
Brevin Knight;$5,000,000
Calvin Booth;$4,992,900
Ruben Patterson;$4,991,800
Todd MacCulloch;$4,991,800
Clarence Weatherspoon;$4,991,800
Joe Smith;$4,991,800
Avery Johnson;$4,991,800
Jahidi White;$4,903,750
Kurt Thomas;$4,903,750
Cuttino Mobley;$4,903,750
Elton Brand;$4,895,656
Sam Cassell;$4,850,000
Scot Pollard;$4,826,874
Brad Miller;$4,800,000
Nazr Mohammed;$4,750,000
Larry Hughes;$4,546,000
Danny Ferry;$4,546,000
Keon Clark;$4,546,000
Jerome James;$4,546,000
Devean George;$4,546,000
Chauncey Billups;$4,546,000
Ricky Davis;$4,546,000
Mark Jackson;$4,530,000
Aaron McKie;$4,500,000
Corliss Williamson;$4,500,000
Adonal Foyle;$4,400,000
Jim McIlvaine;$4,400,000
Steve Francis;$4,383,581
Anthony Mason;$4,370,819
Malik Rose;$4,370,000
Rick Fox;$4,340,231
Derek Strong;$4,212,000
Michael Stewart;$4,160,000
Lamond Murray;$4,125,000
Eric Snow;$4,125,000
Kenyon Martin;$4,067,160
Brent Price;$4,048,000
Darrell Armstrong;$4,010,000
Matt Harpring;$4,000,000
Travis Knight;$4,000,000
Shawn Bradley;$4,000,000
Tony Battie;$4,000,000
Ervin Johnson;$3,998,679
Kwame Brown;$3,974,760
Baron Davis;$3,942,922
Lindsey Hunter;$3,870,912
Yao Ming;$3,858,240
Zeljko Rebraca;$3,850,000
Tracy Murray;$3,740,000
Anthony Carter;$3,656,250
Stromile Swift;$3,639,000
David Wesley;$3,600,000
Chucky Atkins;$3,600,000
Marc Jackson;$3,575,000
Lamar Odom;$3,557,585
Tyson Chandler;$3,556,200
Bruce Bowen;$3,550,000
Jay Williams;$3,451,920
Jud Buechler;$3,450,000
Antonio Daniels;$3,375,000
Anthony Peeler;$3,350,812
Lawrence Funderburke;$3,300,000
Darius Miles;$3,267,960
Andrew DeClercq;$3,262,500
Jonathan Bender;$3,226,745
Pau Gasol;$3,193,680
Jon Barry;$3,175,000
Moochie Norris;$3,150,000
Evan Eschmeyer;$3,103,800
Mike Dunleavy;$3,100,080
LaPhonso Ellis;$3,100,000
Eduardo Najera;$3,047,620
Jeff McInnis;$3,000,000
Michael Redd;$3,000,000
Derek Fisher;$3,000,000
Eric Piatkowski;$3,000,000
Chris Whitney;$3,000,000
Marcus Fizer;$2,946,240
Matt Maloney;$2,945,716
Wally Szczerbiak;$2,933,187
Eddy Curry;$2,879,280
Rodney Rogers;$2,796,000
Drew Gooden;$2,794,920
Chris Crawford;$2,750,000
Eric Montross;$2,720,000
Bobby Jackson;$2,700,000
Randy Brown;$2,700,000
Othella Harrington;$2,700,000
Aaron Williams;$2,700,000
Tony Delk;$2,700,000
Hubert Davis;$2,687,500
Richard Hamilton;$2,681,783
Mike Miller;$2,668,080
Horace Grant;$2,661,538
Sean Rooks;$2,640,000
Lucious Harris;$2,640,000
Steve Kerr;$2,625,000
Jason Richardson;$2,607,360
George Lynch;$2,600,000
Michael Curry;$2,600,000
Jamie Feick;$2,600,000
George McCloud;$2,599,900
Tony Massenburg;$2,541,098
Nikoloz Tskitishvili;$2,530,920
Andre Miller;$2,460,709
Mikki Moore;$2,459,142
Radoslav Nesterovic;$2,436,813
DerMarr Johnson;$2,423,280
Greg Buckner;$2,400,000
Stacey Augmon;$2,400,000
Bimbo Coles;$2,400,000
John Amaechi;$2,392,500
Shane Battier;$2,368,200
Pat Garrity;$2,350,000
Dajuan Wagner;$2,298,840
Shawn Marion;$2,265,375
Chris Mihm;$2,212,200
Eddie Griffin;$2,161,920
Jason Terry;$2,153,934
Cory Alexander;$2,149,259
Corey Maggette;$2,069,764
Lorenzo Williams;$2,068,000
Jamal Crawford;$2,026,680
Troy Hudson;$2,000,000
Bryant Stith;$2,000,000
Shammond Williams;$2,000,000
DeSagana Diop;$1,980,600
Nen?;$1,945,520
Chris Wilcox;$1,922,520
Metta World Peace;$1,904,860
Wang Zhizhi;$1,900,000
Tyronn Lue;$1,870,000
Joel Przybilla;$1,862,880
Patrick Ewing;$1,850,000
Rodney White;$1,820,520
Keyon Dooling;$1,769,760
Amare Stoudemire;$1,767,120
Marko Jaric;$1,750,000
Chris Childs;$1,750,000
Joe Johnson;$1,729,560
James Posey;$1,723,606
Jerome Moiso;$1,681,200
Caron Butler;$1,678,800
Muggsy Bogues;$1,659,120
Kedrick Brown;$1,643,040
Etan Thomas;$1,597,200
Jared Jeffries;$1,594,920
Dion Glover;$1,584,312
Jeff Foster;$1,571,335
Vladimir Radmanovic;$1,560,840
Kenny Thomas;$1,557,684
Samaki Walker;$1,540,000
Courtney Alexander;$1,517,280
Cezary Trybanski;$1,500,000
Greg Anthony;$1,500,000
Melvin Ely;$1,490,120
Richard Jefferson;$1,482,840
Mateen Cleaves;$1,441,440
Marcus Haislip;$1,439,400
Matt Bullard;$1,430,000
Jumaine Jones;$1,419,026
Troy Murphy;$1,408,680
Bryon Russell;$1,400,000
Michael Doleac;$1,400,000
Travis Best;$1,400,000
Gordan Giricek;$1,400,000
Stanislav Medvedenko;$1,400,000
Fred Hoiberg;$1,400,000
Corie Blount;$1,400,000
Jason Collier;$1,369,440
Fred Jones;$1,367,400
Vladimir Stepania;$1,350,000
Steven Hunter;$1,338,240
Manu Ginobili;$1,325,000
Hidayet Turkoglu;$1,300,920
Bryce Drew;$1,300,000
Kirk Haston;$1,271,400
Earl Boykins;$1,243,605
Desmond Mason;$1,235,880
Jiri Welsch;$1,234,080
Bostjan Nachbar;$1,224,000
Earl Watson;$1,215,000
Michael Bradley;$1,207,800
Quentin Richardson;$1,174,080
Juan Dixon;$1,172,400
Jarron Collins;$1,150,000
Jason Collins;$1,147,440
Jamaal Magloire;$1,121,280
Curtis Borchardt;$1,113,720
Ryan Bowen;$1,111,111
Don Reid;$1,100,000
Zach Randolph;$1,095,720
Speedy Claxton;$1,076,400
Ryan Humphrey;$1,063,680
Brendan Haywood;$1,051,920
Morris Peterson;$1,033,320
Michael Jordan;$1,030,000
Charles Oakley;$1,030,000
Kevin Willis;$1,030,000
Chris Dudley;$1,030,000
Scott Williams;$1,030,000
Rod Strickland;$1,030,000
Kendall Gill;$1,030,000
Brian Shaw;$1,030,000
Mark Bryant;$1,030,000
Walt Williams;$1,030,000
Popeye Jones;$1,030,000
Kareem Rush;$1,021,080
Joseph Forte;$1,009,920
Calbert Cheaney;$1,000,000
Kevin Ollie;$1,000,000
Mehmet Okur;$1,000,000
Tim Hardaway;$1,000,000
Donnell Harvey;$992,040
Qyntel Woods;$980,280
Jeryl Sasser;$969,480
DeShawn Stevenson;$952,320
Casey Jacobsen;$941,040
Brandon Armstrong;$930,720
Efthimios Rentzias;$903,360
Tayshaun Prince;$903,360
Danny Manning;$900,000
Andrei Kirilenko;$893,400
Monty Williams;$887,435
Iakovos Tsakalidis;$877,680
Gerald Wallace;$857,760
Bobby Simmons;$849,892
Mamadou N'diaye;$848,520
Amal McCaskill;$843,212
Frank Williams;$832,560
Dalibor Bagaric;$830,947
Voshon Lenard;$824,935
Gary Trent;$824,935
Cherokee Parks;$824,935
Emanual Davis;$824,935
Mark Madsen;$813,000
Primoz Brezec;$805,320
Jamaal Tinsley;$805,320
Tony Parker;$800,400
J.R. Reid;$800,000
Jim Jackson;$791,341
Chris Jefferies;$781,800
Dan Dickau;$776,880
Erick Strickland;$762,435
Mark Blount;$762,435
Walter McCarty;$762,435
Robert Traylor;$750,000
Milt Palacio;$750,000
Stephen Jackson;$699,935
Jacque Vaughn;$699,935
Rick Brunson;$699,935
Anthony Johnson;$699,935
Darvin Ham;$699,935
Samuel Dalembert;$691,100
Erick Barkley;$682,500
John Salmons;$670,800
Loren Woods;$662,435
Jelani McCoy;$637,435
Damon Jones;$637,435
Charles Smith;$637,435
Brian Skinner;$637,435
Mark Pope;$637,435
Felipe Lopez;$637,435
Eddie House;$637,435
Adrian Griffin;$637,435
Bruno Sundov;$637,435
Scott Padgett;$612,435
Ansu Sesay;$612,435
Sean Marks;$612,435
Raja Bell;$612,435
Brian Cardinal;$587,435
Jake Voskuhl;$587,435
Dan Langhi;$587,435
Olumide Oyedeji;$587,435
Lee Nailon;$587,435
Lavor Postell;$587,435
Juaquin Hawkins;$587,435
Pepe Sanchez;$587,435
Ruben Wolkowyski;$587,435
Ira Newble;$587,435
Raul Lopez;$578,160
Carlos Arroyo;$546,000
Predrag Drobnjak;$526,413
Mengke Bateer;$512,453
Ruben Boumtje-Boumtje;$512,435
Alton Ford;$512,435
Kenny Satterfield;$512,435
Mike James;$512,435
Malik Allen;$512,435
Tremaine Fowlkes;$512,435
Jamison Brewer;$512,435
Terence Morris;$512,435
Gilbert Arenas;$512,435
Chris Andersen;$512,435
Trenton Hassell;$512,435
Brian Scalabrine;$512,435
Greg Foster;$401,951
Nate Huffman;$349,458
Sam Clancy;$349,458
Pat Burke;$349,458
Reggie Evans;$349,458
Igor Rakocevic;$349,458
Ronald Murray;$349,458
Jamal Sampson;$349,458
Dan Gadzuric;$349,458
Sean Lampley;$349,458
Rasual Butler;$349,458
Ken Johnson;$349,458
Robert Archibald;$349,458
Mike Batiste;$349,458
Chris Owens;$349,458
Jannero Pargo;$349,458
Tito Maddox;$349,458
Vincent Yarbrough;$349,458
Predrag Savovic;$349,458
Junior Harrington;$349,458
Smush Parker;$349,458
Carlos Boozer;$349,458
Roger Mason;$349,458
Lonny Baxter;$349,458
Tamar Slay;$349,458
JR Bremer;$349,458
Reggie Slater;$321,926
Art Long;$229,243
Jermaine Jackson;$171,932
Oscar Torres;$168,729
Adam Harrington;$140,636
Anthony Goldwire;$139,925
John Crotty;$138,171
Pete Mickeal;$136,374
Ratko Varda;$124,984
Soumaila Samake;$124,984
Dean Oliver;$118,735
Mark Strickland;$60,361
Antonio Harvey;$60,361
Mike Wilks;$55,402
Rafer Alston;$37,344
Devin Brown;$34,946
Guy Rucker;$34,946
Paul Shirley;$29,832
