PLAYER;2012/13
Lance Stephenson;$915,243
James Anderson;$902,002
Chandler Parsons;$888,250
AJ Price;$885,120
DeMarre Carroll;$885,120
Alan Anderson;$885,120
Hasheem Thabeet;$885,120
Marquis Teague;$857,000
James White;$854,389
Will Conroy;$854,389
Dexter Pittman;$854,389
Matt Barnes;$854,389
Jeff Ayres;$854,389
Keith Bogans;$854,389
Tyler Honeycutt;$850,000
Draymond Green;$850,000
Brad Miller;$848,000
Mike James;$795,400
Kyle O'Quinn;$788,872
Isaiah Thomas;$762,195
PJ Tucker;$762,195
Charles Jenkins;$762,195
E'Twaun Moore;$762,195
Justin Harper;$762,195
Daniel Orton;$762,195
DeAndre Liggins;$762,195
Lance Thomas;$762,195
Malcolm Lee;$762,195
Jon Leuer;$762,195
Trey Thompkins;$762,195
Greg Smith;$762,195
Julyan Stone;$762,195
Josh Selby;$762,195
Cory Higgins;$762,195
Jeremy Tyler;$762,195
Shelvin Mack;$761,800
Sam Young;$761,319
Jannero Pargo;$696,446
Quincy Acy;$665,000
Jeff Adrien;$653,356
Doron Lamb;$650,000
Jae Crowder;$600,491
Garrett Temple;$572,943
Will Barton;$550,000
Orlando Johnson;$550,000
Jeffery Taylor;$550,000
Chris Johnson;$508,586
Kevin Murphy;$473,604
Luke Zeller;$473,604
Diante Garrett;$473,604
DeQuan Jones;$473,604
Pablo Prigioni;$473,604
Chris Copeland;$473,604
Darius Miller;$473,604
Brian Roberts;$473,604
Robert Sacre;$473,604
Ben Hansbrough;$473,604
Kent Bazemore;$473,604
Khris Middleton;$473,604
Kim English;$473,604
Quincy Miller;$473,604
Bernard James;$473,604
Tornike Shengelia;$473,604
Tyshawn Taylor;$473,604
Mike Scott;$473,604
Mickael Gelabale;$452,323
Kenyon Martin;$429,516
Jordan Williams;$420,000
Kevin Jones;$390,000
Juwan Howard;$373,838
Josh Harrellson;$358,680
Samardo Samuels;$346,781
Earl Barron;$339,726
Maalik Wayns;$334,308
Jarvis Varnado;$314,806
Terrel Harris;$304,878
Donald Sloan;$300,395
Micheal Eric;$300,000
Patrick Beverley;$298,092
Terrence Williams;$296,775
Travis Leslie;$294,835
Shavlik Randolph;$280,286
DJ White;$263,980
Aron Baynes;$239,588
Dionte Christmas;$236,800
Troy Murphy;$226,619
Scott Machado;$225,657
Kris Joseph;$225,657
Darius Johnson-Odom;$195,013
Malcolm Thomas;$179,340
DaJuan Summers;$177,024
Chris Quinn;$169,339
Tim Ohlbrecht;$142,081
Tracy McGrady;$79,540
Justin Holiday;$76,220
Chris Douglas-Roberts;$72,892
Solomon Jones;$62,912
Jerel McNeal;$61,289
Damion James;$50,258
Andrew Goudelock;$44,835
Justin Dentmon;$44,835
Josh Akognon;$41,788
Eddy Curry;$31,629
Chris Wright;$27,859
Henry Sims;$25,073
