PLAYER;2016/17
JJ Redick;$7,377,500
Cory Joseph;$7,315,000
DJ Augustin;$7,250,000
Boris Diaw;$7,000,000
Rodney Stuckey;$7,000,000
Louis Williams;$7,000,000
Jeremy Lamb;$7,000,000
Sergio Rodriguez;$6,800,000
Carl Landry;$6,750,000
Ed Davis;$6,666,667
Isaiah Thomas;$6,587,131
Victor Oladipo;$6,552,960
Jodie Meeks;$6,540,000
Matt Barnes;$6,508,351
Aron Baynes;$6,500,000
Marco Belinelli;$6,333,333
Jae Crowder;$6,286,408
Lance Thomas;$6,191,000
Tarik Black;$6,191,000
Andrew Nicholson;$6,088,993
Patrick Patterson;$6,050,000
Andrew Wiggins;$6,006,600
Wayne Ellington;$6,000,000
Patrick Beverley;$6,000,000
Ishmael Smith;$6,000,000
Ramon Sessions;$6,000,000
Alex Abrines;$5,994,764
Karl-Anthony Towns;$5,960,160
Ben Simmons;$5,903,160
Otto Porter;$5,893,981
Spencer Hawes;$5,782,450
Josh McRoberts;$5,782,450
Shaun Livingston;$5,782,450
Nikola Mirotic;$5,782,450
Brandan Wright;$5,709,880
Tim Duncan;$5,643,750
Jared Sullinger;$5,628,000
Tyler Johnson;$5,628,000
Wesley Johnson;$5,628,000
Boban Marjanovic;$5,628,000
Brandon Jennings;$5,587,318
Nick Young;$5,443,918
Jabari Parker;$5,374,320
Lance Stephenson;$5,371,672
D'Angelo Russell;$5,332,800
Josh Smith;$5,331,729
Cody Zeller;$5,318,313
PJ Tucker;$5,300,000
Brandon Ingram;$5,281,680
Kyle Korver;$5,239,437
Darren Collison;$5,229,454
Larry Sanders;$5,207,722
Langston Galloway;$5,200,000
Derrick Williams;$5,020,145
Jason Smith;$5,000,000
CJ Watson;$5,000,000
Tony Allen;$5,000,000
Roy Hibbert;$5,000,000
Luis Scola;$5,000,000
Jonas Jerebko;$5,000,000
Alexis Ajinca;$4,863,206
Kyle Singler;$4,837,500
Mike Dunleavy;$4,837,500
Joel Embiid;$4,826,160
Alex Len;$4,823,621
Jahlil Okafor;$4,788,840
Jaylen Brown;$4,743,000
Marcus Morris;$4,625,000
CJ Miles;$4,583,450
Jameer Nelson;$4,540,525
Nerlens Noel;$4,384,490
Aaron Gordon;$4,351,320
Greivis Vasquez;$4,347,826
Kristaps Porzingis;$4,317,720
Dragan Bender;$4,276,320
Vince Carter;$4,264,057
Devin Harris;$4,227,996
Jose Juan Barea;$4,096,950
Ben McLemore;$4,008,882
Leandro Barbosa;$4,000,000
Jordan Hill;$4,000,000
Udonis Haslem;$4,000,000
James Johnson;$4,000,000
Thabo Sefolosha;$4,000,000
Dante Exum;$3,940,320
Kyle O'Quinn;$3,918,750
Mario Hezonja;$3,909,840
Kris Dunn;$3,872,520
Nemanja Bjelica;$3,800,000
Nick Collison;$3,750,000
Kentavious Caldwell-Pope;$3,678,319
Quincy Pondexter;$3,617,978
Marcus Smart;$3,578,880
Bojan Bogdanovic;$3,573,020
Willie Cauley-Stein;$3,551,160
Will Barton;$3,533,333
Paul Pierce;$3,527,920
Buddy Hield;$3,517,200
Brandon Rush;$3,500,000
Lavoy Allen;$3,500,000
Mike Miller;$3,500,000
Anthony Morrow;$3,488,000
Trey Burke;$3,386,597
Kevin Martin;$3,336,000
Mike Scott;$3,333,333
KJ McDaniels;$3,333,333
Troy Daniels;$3,332,940
Julius Randle;$3,267,120
Ronnie Price;$3,251,227
Emmanuel Mudiay;$3,241,800
CJ McCollum;$3,219,579
Jamal Murray;$3,210,840
Patrick Mills;$3,200,000
Michael Carter-Williams;$3,183,526
Omri Casspi;$3,149,524
Steven Adams;$3,140,517
Kelly Olynyk;$3,094,013
Shabazz Muhammad;$3,046,299
Dante Cunningham;$3,000,000
Justin Hamilton;$3,000,000
Giannis Antetokounmpo;$2,995,420
Nik Stauskas;$2,993,040
Stanley Johnson;$2,969,880
Quincy Acy;$2,965,505
Marquese Chriss;$2,941,440
Dewayne Dedmon;$2,898,000
Mindaugas Kuzminskas;$2,898,000
Dion Waiters;$2,898,000
James Ennis;$2,898,000
Nen?;$2,898,000
Zaza Pachulia;$2,898,000
Seth Curry;$2,898,000
Tomas Satoransky;$2,870,813
Tibor Pleiss;$2,800,000
Noah Vonleh;$2,751,360
Frank Kaminsky;$2,730,000
Dennis Schroeder;$2,708,582
Jakob Poeltl;$2,703,960
Aaron Brooks;$2,700,000
Elfrid Payton;$2,613,600
Justise Winslow;$2,593,440
Thon Maker;$2,568,600
Martell Webster;$2,500,000
Richard Jefferson;$2,500,000
Randy Foye;$2,500,000
Malcolm Delaney;$2,500,000
Doug McDermott;$2,483,040
Domantas Sabonis;$2,440,200
Shelvin Mack;$2,433,334
Myles Turner;$2,380,440
Tony Snell;$2,368,327
Archie Goodwin;$2,350,999
Gorgui Dieng;$2,348,782
Trey Lyles;$2,340,600
Mason Plumlee;$2,328,530
Dario Saric;$2,318,280
Taurean Prince;$2,318,280
Tim Hardaway Jr;$2,281,605
Reggie Bullock;$2,255,644
Alonzo Gee;$2,255,408
Zach LaVine;$2,240,880
Devin Booker;$2,223,600
Luc Mbah a Moute;$2,203,000
Georgios Papagiannis;$2,202,240
Maurice Williams;$2,194,500
Andre Roberson;$2,183,072
TJ Warren;$2,128,920
Rudy Gobert;$2,121,287
Cameron Payne;$2,112,480
Joe Ingles;$2,100,000
Denzel Valentine;$2,092,200
Tim Frazier;$2,090,000
Adreian Payne;$2,022,240
Kelly Oubre;$2,006,640
Juan Hernangomez;$1,987,440
Lucas Nogueira;$1,921,320
Jusuf Nurkic;$1,921,320
Terry Rozier;$1,906,440
James Young;$1,825,200
Rashad Vaughn;$1,811,040
Kevin Seraphin;$1,800,000
Wade Baldwin;$1,793,760
Tyler Ennis;$1,733,880
Sam Dekker;$1,720,560
Joffrey Lauvergne;$1,709,719
Henry Ellenson;$1,704,120
Gary Harris;$1,655,880
Jerian Grant;$1,643,040
Malik Beasley;$1,627,320
RJ Hunter;$1,625,240
Bruno Caboclo;$1,589,640
Delon Wright;$1,577,280
Jarrett Jack;$1,571,705
Caris LeVert;$1,562,280
David Lee;$1,551,659
Caron Butler;$1,551,659
Steve Novak;$1,551,659
Jason Terry;$1,551,659
Metta World Peace;$1,551,659
Brandon Bass;$1,551,659
Raymond Felton;$1,551,659
David West;$1,551,659
James Jones;$1,551,659
Chris Andersen;$1,551,659
Mitch McGary;$1,526,040
Justin Anderson;$1,514,160
Marcelo Huertas;$1,500,000
DeAndre Bembry;$1,499,760
Jordan Adams;$1,465,080
Demetrius Jackson;$1,450,000
Malachi Richardson;$1,439,880
Sasha Vujacic;$1,410,598
Gerald Green;$1,410,598
Rodney Hood;$1,406,520
Bobby Portis;$1,404,600
Michael Beasley;$1,403,611
Marreese Speights;$1,403,611
JaVale McGee;$1,403,611
Rondae Hollis-Jefferson;$1,395,600
Willy Hernangomez;$1,375,000
Deyonta Davis;$1,369,229
Nikola Jokic;$1,358,500
Shabazz Napier;$1,350,120
Tyus Jones;$1,339,680
Sasha Kaun;$1,333,420
Timothe Luwawu;$1,326,960
Marcus Thornton;$1,315,448
Ty Lawson;$1,315,448
Alan Anderson;$1,315,448
Clint Capela;$1,296,240
Jarell Martin;$1,286,160
Brice Johnson;$1,273,920
Luke Babbitt;$1,227,286
Jeremy Evans;$1,227,286
Jordan Mickey;$1,223,653
CJ Wilcox;$1,209,600
Larry Nance Jr;$1,207,680
Terrence Jones;$1,207,194
Pascal Siakam;$1,196,040
Kyle Anderson;$1,192,080
Chris McCullough;$1,191,480
Josh Huestis;$1,191,480
Livio Jean-Charles;$1,188,840
Skal Labissiere;$1,188,840
Kevon Looney;$1,182,840
Dejounte Murray;$1,180,080
Damian Jones;$1,171,560
Hollis Thompson;$1,131,040
Isaiah Whitehead;$1,074,145
Rakeem Christmas;$1,052,342
Joseph Young;$1,052,342
John Jenkins;$1,050,961
Thomas Robinson;$1,050,961
Pablo Prigioni;$1,050,961
Brian Roberts;$1,050,961
Glenn Robinson III;$1,050,500
Montrezl Harrell;$1,045,000
Ivica Zubac;$1,034,865
Richaun Holmes;$1,024,000
Anthony Brown;$1,023,838
Jeff Withey;$1,015,696
Robert Covington;$1,015,696
Justin Holiday;$1,015,696
Ian Clark;$1,015,696
Isaiah Canaan;$1,015,696
Anthony Bennett;$1,015,696
Mike Muscala;$1,015,696
DeAndre Liggins;$1,015,695
Walter Tavares;$1,006,000
Damjan Rudez;$980,431
Jerami Grant;$980,431
Louis Amundson;$980,431
JaMychal Green;$980,431
James Michael McAdoo;$980,431
Beno Udrih;$980,431
Nick Johnson;$980,431
Sean Kilpatrick;$980,431
Joe Harris;$980,431
Elton Brand;$980,000
Axel Toupane;$977,534
Stephen Zimmerman;$950,000
Andrew Harrison;$945,000
Bobby Brown;$940,070
Tyler Ulis;$918,369
Jason Thompson;$893,333
Raul Neto;$877,800
Malcolm Brogdon;$875,000
Norman Powell;$874,636
Jonathon Simmons;$874,636
Pat Connaughton;$874,636
Alan Williams;$874,636
TJ McConnell;$874,636
Josh Richardson;$874,636
Darrun Hilliard;$874,636
Salah Mejri;$874,636
Jordan McRae;$874,636
Cristiano Felicio;$874,636
Christian Wood;$874,636
Paul Zipser;$750,000
Spencer Dinwiddie;$726,672
Ryan Kelly;$713,305
Jonathan Gibson;$671,346
Joel Anthony;$663,810
Troy Williams;$652,165
Georges Niang;$650,000
Michael Gbinije;$650,000
AJ Hammons;$650,000
Briante Weber;$623,447
Donatas Motiejunas;$607,491
Joel Bolomboy;$600,000
Jake Layman;$600,000
John Lucas;$580,344
Gary Payton II;$578,636
Toney Douglas;$564,868
Danuel House;$543,471
Sheldon Mac;$543,471
Daniel Ochefu;$543,471
Fred VanVleet;$543,471
Bryn Forbes;$543,471
Davis Bertans;$543,471
Tim Quarterman;$543,471
Derrick Jones;$543,471
Semaj Christon;$543,471
Maurice Ndour;$543,471
Marshall Plumlee;$543,471
Ron Baker;$543,471
Cheick Diallo;$543,471
Rodney McGruder;$543,471
Diamond Stone;$543,471
Chinanu Onuaku;$543,471
Kyle Wiltjer;$543,471
Patrick McCaw;$543,471
Dorian Finney-Smith;$543,471
Nicolas Brussino;$543,471
Kay Felder;$543,471
Treveon Graham;$543,471
Chasson Randle;$541,170
Arinze Onuaku;$426,775
Yogi Ferrell;$409,300
Johnny O'Bryant;$392,169
Aaron Harrison;$365,289
Okaro White;$310,995
Isaiah Taylor;$305,000
Norris Cole;$288,131
Ben Bentil;$281,968
Jarell Eddie;$277,898
Yi Jianlian;$250,000
Elliot Williams;$250,000
Lamar Patterson;$242,963
Jordan Crawford;$234,920
Nicolas Laprovittola;$204,601
Reggie Williams;$193,307
Pierre Jackson;$191,810
Brandon Paul;$155,000
Shawn Long;$154,512
Jarnell Stokes;$150,000
Robbie Hummel;$150,000
Mike Tobey;$138,937
Patricio Garino;$131,968
Jarrod Uthoff;$129,920
Marcus Paige;$125,000
Manny Harris;$119,493
Ray McCallum;$119,493
Wayne Selden;$115,087
Isaiah Cousins;$100,000
JP Tokoto;$100,000
Stefan Jankovic;$100,000
Egidijus Mockevicius;$100,000
Quinn Cook;$95,904
Marcus Georges-Hunt;$88,936
Jordan Farmar;$82,976
Prince Ibeh;$77,250
Quincy Ford;$75,000
Henry Sims;$75,000
Ryan Arcidiacono;$75,000
Kaleb Tarczewski;$75,000
Keith Benson;$75,000
Alex Poythress;$73,743
David Nwaba;$73,528
Gary Neal;$72,193
Kyle Collinsworth;$70,000
Thomas Walkup;$69,500
James Webb;$65,000
Zach Auguste;$60,000
Brady Heslip;$56,500
EJ Singler;$50,000
Dionte Christmas;$50,000
Anthony Barber;$50,000
Alex Caruso;$50,000
Julyan Stone;$50,000
Elgin Cook;$50,000
Scott Wood;$50,000
DJ Kennedy;$50,000
Nate Wolters;$50,000
Damion Lee;$50,000
Matt Costello;$50,000
Beau Beech;$45,000
Phil Pressey;$35,000
Nikola Jovanovic;$30,000
Tony Wroten;$25,000
Nick Zeisloft;$25,000
Jalen Jones;$25,000
Dahntay Jones;$24,022
