PLAYER;2019/20
Stephen Curry;$40,231,758
Chris Paul;$38,506,482
Russell Westbrook;$38,506,482
John Wall;$38,199,000
James Harden;$38,199,000
LeBron James;$37,436,858
Kevin Durant;$37,199,000
Blake Griffin;$34,449,964
Kyle Lowry;$33,296,296
Paul George;$33,005,556
Tobias Harris;$32,742,000
Jimmy Butler;$32,742,000
Kawhi Leonard;$32,742,000
Klay Thompson;$32,742,000
Kemba Walker;$32,742,000
Gordon Hayward;$32,700,690
Mike Conley;$32,511,623
Kyrie Irving;$31,742,000
Khris Middleton;$30,603,448
Paul Millsap;$30,350,000
Damian Lillard;$29,802,321
Kevin Love;$28,942,830
Al Horford;$28,000,000
Nikola Vucevic;$28,000,000
DeMar DeRozan;$27,739,975
CJ McCollum;$27,556,959
Joel Embiid;$27,504,630
Andrew Wiggins;$27,504,630
Nikola Jokic;$27,504,630
Devin Booker;$27,285,000
Karl-Anthony Towns;$27,285,000
D'Angelo Russell;$27,285,000
Kristaps Porzingis;$27,285,000
Otto Porter;$27,250,576
Anthony Davis;$27,093,019
Bradley Beal;$27,093,018
Hassan Whiteside;$27,093,018
Andre Drummond;$27,093,018
Jrue Holiday;$26,131,111
LaMarcus Aldridge;$26,000,000
Steven Adams;$25,842,697
Giannis Antetokounmpo;$25,842,697
Marc Gasol;$25,595,700
Nicolas Batum;$25,565,217
Rudy Gobert;$25,258,427
Chandler Parsons;$25,102,512
Harrison Barnes;$24,147,727
Serge Ibaka;$23,271,604
Danilo Gallinari;$22,615,559
Victor Oladipo;$21,000,000
Tim Hardaway Jr;$20,025,127
Malcolm Brogdon;$20,000,000
Terry Rozier;$19,894,737
Aaron Gordon;$19,863,636
Zach LaVine;$19,500,000
Kent Bazemore;$19,269,663
Goran Dragic;$19,217,900
Jeff Teague;$19,000,000
Evan Turner;$18,606,556
Draymond Green;$18,539,130
Tristan Thompson;$18,539,130
Gary Harris;$18,189,286
Julius Randle;$18,000,000
Myles Turner;$18,000,000
Derrick Favors;$17,650,000
Andre Iguodala;$17,185,185
Evan Fournier;$17,150,000
Bojan Bogdanovic;$17,000,000
Bismack Biyombo;$17,000,000
Clint Capela;$16,896,552
Gorgui Dieng;$16,229,213
Ricky Rubio;$16,200,000
Jonas Valanciunas;$16,000,000
Brandon Knight;$15,643,750
Kelly Oubre;$15,625,000
Eric Bledsoe;$15,625,000
Dennis Schroeder;$15,500,000
Ian Mahinmi;$15,450,051
James Johnson;$15,349,400
Bobby Portis;$15,000,000
Marcus Morris;$15,000,000
Danny Green;$14,634,147
Rudy Gay;$14,500,000
Cody Zeller;$14,471,910
Eric Gordon;$14,057,730
Mason Plumlee;$14,041,096
JJ Redick;$13,486,300
Jordan Clarkson;$13,437,500
Dewayne Dedmon;$13,333,334
Solomon Hill;$13,290,395
Justise Winslow;$13,000,000
Thaddeus Young;$12,900,000
Will Barton;$12,776,786
Courtney Lee;$12,759,670
Larry Nance Jr;$12,727,273
Patrick Mills;$12,678,571
Kelly Olynyk;$12,667,885
Marcus Smart;$12,553,571
Terrence Ross;$12,500,000
Patrick Beverley;$12,345,680
Trevor Ariza;$12,200,000
Brook Lopez;$12,093,024
Cory Joseph;$12,000,000
Jusuf Nurkic;$12,000,000
Joe Ingles;$11,454,546
Tony Snell;$11,392,857
Robert Covington;$11,301,219
Meyers Leonard;$11,286,515
TJ Warren;$11,060,000
Moe Harkless;$11,011,234
Andre Roberson;$10,740,740
Spencer Dinwiddie;$10,605,600
Jeremy Lamb;$10,500,000
Dwight Powell;$10,259,375
George Hill;$10,133,907
Norman Powell;$10,116,576
Josh Richardson;$10,116,576
Tyus Jones;$10,116,000
Tomas Satoransky;$10,000,000
DeAndre Jordan;$9,881,598
Zion Williamson;$9,757,440
Markelle Fultz;$9,745,200
John Henson;$9,732,396
Matthew Dellavedova;$9,607,500
Dante Exum;$9,600,000
Deandre Ayton;$9,562,920
Delon Wright;$9,473,684
Fred VanVleet;$9,346,153
Jerami Grant;$9,346,153
Al-Farouq Aminu;$9,258,000
Kyle Anderson;$9,073,050
Taj Gibson;$9,000,000
Ja Morant;$8,730,240
Lonzo Ball;$8,719,320
E'Twaun Moore;$8,664,928
Marvin Bagley;$8,556,120
Bogdan Bogdanovic;$8,529,386
PJ Tucker;$8,349,039
Cristiano Felicio;$8,156,500
Kentavious Caldwell-Pope;$8,139,282
Ben Simmons;$8,113,929
Thomas Bryant;$8,000,000
Wayne Ellington;$8,000,000
Elfrid Payton;$8,000,000
Louis Williams;$8,000,000
Maxi Kleber;$8,000,000
RJ Barrett;$7,839,960
Jayson Tatum;$7,830,000
Jae Crowder;$7,815,533
Luka Doncic;$7,683,360
Joe Harris;$7,666,667
Seth Curry;$7,461,380
DeMarre Carroll;$7,339,258
Doug McDermott;$7,333,333
Langston Galloway;$7,333,333
Derrick Rose;$7,317,074
Brandon Ingram;$7,265,485
DJ Augustin;$7,250,000
Darius Miller;$7,250,000
De'Andre Hunter;$7,068,360
Josh Jackson;$7,059,480
Davis Bertans;$7,000,000
Ersan Ilyasova;$7,000,000
Jaren Jackson Jr;$6,927,480
Nemanja Bjelica;$6,825,000
Jaylen Brown;$6,534,829
Jabari Parker;$6,500,000
Ivica Zubac;$6,481,482
Darius Garland;$6,400,920
De'Aaron Fox;$6,392,760
Trae Young;$6,273,000
Ishmael Smith;$6,000,000
Montrezl Harrell;$6,000,000
Marco Belinelli;$5,846,154
Jarrett Culver;$5,813,640
Jonathan Isaac;$5,806,440
Rodney Hood;$5,718,000
Mo Bamba;$5,697,600
Trey Lyles;$5,500,000
Aron Baynes;$5,453,280
Kris Dunn;$5,348,007
Coby White;$5,307,120
Lauri Markkanen;$5,300,400
Wendell Carter;$5,201,400
Luol Deng;$5,000,000
Daniel Theis;$5,000,000
Jaxson Hayes;$4,862,040
