PLAYER;2000/01
Kevin Garnett;$19,610,000
Shaquille O'Neal;$19,285,715
Alonzo Mourning;$16,880,000
Juwan Howard;$16,875,000
Hakeem Olajuwon;$16,700,000
Karl Malone;$15,750,000
David Robinson;$14,700,000
Dikembe Mutombo;$14,400,000
Patrick Ewing;$14,000,000
Jayson Williams;$13,800,000
Scottie Pippen;$13,750,000
Rasheed Wallace;$12,600,000
Gary Payton;$12,200,000
Chris Webber;$12,000,000
Tim Hardaway;$12,000,000
Shawn Kemp;$11,720,000
Arvydas Sabonis;$11,250,000
Damon Stoudamire;$11,250,000
John Stockton;$11,000,000
Larry Johnson;$11,000,000
Antonio McDyess;$10,800,000
Reggie Miller;$10,670,000
Anfernee Hardaway;$10,130,000
Allen Iverson;$10,130,000
Vin Baker;$10,130,000
Ray Allen;$10,130,000
Shareef Abdur-Rahim;$10,130,000
Kobe Bryant;$10,130,000
Zydrunas Ilgauskas;$10,130,000
Stephon Marbury;$10,130,000
Antoine Walker;$10,130,000
Latrell Sprewell;$10,125,000
Bryant Reeves;$10,110,000
Rod Strickland;$10,000,000
Mitch Richmond;$10,000,000
Tim Duncan;$9,660,000
Tracy McGrady;$9,660,000
Grant Hill;$9,660,000
Jalen Rose;$9,660,000
Vlade Divac;$9,640,000
Tom Gugliotta;$9,360,000
Nick Van Exel;$9,200,000
Allan Houston;$9,000,000
Keith Van Horn;$9,000,000
Eddie Jones;$8,960,000
Brian Grant;$8,900,000
Tim Thomas;$8,510,000
Michael Finley;$8,400,000
Shawn Bradley;$8,370,000
Terrell Brandon;$8,330,000
Glenn Robinson;$8,120,000
Steve Smith;$8,100,000
Elden Campbell;$8,050,000
Danny Manning;$8,030,000
Avery Johnson;$8,000,000
Derrick Coleman;$8,000,000
Theo Ratliff;$7,800,000
Kerry Kittles;$7,770,000
Jason Kidd;$7,680,000
Glen Rice;$7,578,900
Kenny Anderson;$7,520,000
Matt Geiger;$7,515,840
Tyrone Hill;$7,300,000
Kendall Gill;$7,000,000
Clifford Robinson;$6,890,000
Christian Laettner;$6,625,000
Horace Grant;$6,500,000
Chris Dudley;$6,200,000
Jamal Mashburn;$6,200,000
Dale Davis;$6,000,000
Toni Kukoc;$6,000,000
Bryant Stith;$5,920,000
Alan Henderson;$5,910,000
Charles Oakley;$5,760,000
Luc Longley;$5,750,000
Marcus Camby;$5,750,000
PJ Brown;$5,740,000
Jermaine O'Neal;$5,710,000
Donyell Marshall;$5,630,000
Erick Dampier;$5,610,000
Wesley Person;$5,600,000
Anthony Mason;$5,550,000
Chris Gatling;$5,550,000
Ron Mercer;$5,520,000
Antonio Davis;$5,500,000
Isaac Austin;$5,500,000
Steve Nash;$5,500,000
Derrick McKey;$5,400,000
Jim McIlvaine;$5,400,000
Kelvin Cato;$5,330,000
Jerry Stackhouse;$5,310,000
Sean Elliott;$5,300,000
Austin Croshere;$5,300,000
Greg Ostertag;$5,200,000
Charlie Ward;$5,040,000
Lorenzen Wright;$4,950,000
Loy Vaught;$4,812,025
Robert Horry;$4,800,000
Mookie Blaylock;$4,800,000
Chris Mills;$4,800,000
Hersey Hawkins;$4,760,000
Chris Childs;$4,680,000
Chris Mullin;$4,650,000
