PLAYER;2001/02
Chris Mihm;$2,067,960
Paul Pierce;$2,051,271
Bonzi Wells;$2,028,239
Eddie Griffin;$2,011,080
Michael Doleac;$2,000,856
Bryant Stith;$2,000,000
Cory Alexander;$1,995,741
Keon Clark;$1,971,163
Michael Dickerson;$1,940,702
Andre Miller;$1,934,520
Matt Harpring;$1,908,401
Jamal Crawford;$1,894,560
Lorenzo Williams;$1,880,000
DeSagana Diop;$1,842,480
Tom Hammonds;$1,800,000
Shawn Marion;$1,778,160
Greg Foster;$1,764,247
Darvin Ham;$1,760,000
Shammond Williams;$1,750,000
Joel Przybilla;$1,741,440
Radoslav Nesterovic;$1,725,788
Tyronn Lue;$1,700,000
Rodney White;$1,693,560
Jason Terry;$1,689,360
Keyon Dooling;$1,654,320
Tony Massenburg;$1,650,000
Corie Blount;$1,609,235
Joe Johnson;$1,608,840
Trajan Langdon;$1,604,880
Dana Barros;$1,600,000
Fred Hoiberg;$1,600,000
Jerome Moiso;$1,571,640
Pat Garrity;$1,569,691
Kendall Gill;$1,538,000
Kedrick Brown;$1,528,440
Aleksandar Radojevic;$1,524,600
Muggsy Bogues;$1,520,860
Roshown McLeod;$1,509,001
Popeye Jones;$1,500,000
Danny Manning;$1,500,000
Ricky Davis;$1,496,400
Etan Thomas;$1,493,040
Brian Skinner;$1,483,461
Vladimir Radmanovic;$1,452,000
Corey Maggette;$1,448,400
Al Harrington;$1,436,982
Courtney Alexander;$1,418,400
Samaki Walker;$1,400,000
Richard Jefferson;$1,379,400
William Avery;$1,375,920
Mateen Cleaves;$1,347,480
Will Perdue;$1,320,000
Troy Murphy;$1,310,400
Eldridge Recasner;$1,300,000
Matt Bullard;$1,300,000
Bryce Drew;$1,300,000
Jason Collier;$1,280,040
Steven Hunter;$1,244,880
Metta World Peace;$1,241,760
Hidayet Turkoglu;$1,216,080
Greg Buckner;$1,200,000
Kirk Haston;$1,182,600
Cal Bowdler;$1,179,720
Desmond Mason;$1,155,240
Michael Bradley;$1,123,560
James Posey;$1,120,680
Quentin Richardson;$1,097,520
Quincy Lewis;$1,070,280
Jason Collins;$1,067,400
Jamaal Magloire;$1,048,080
Dion Glover;$1,027,440
Zach Randolph;$1,019,280
Michael Ruffin;$1,009,147
Speedy Claxton;$1,006,200
Michael Jordan;$1,000,000
John Crotty;$1,000,000
Mark Bryant;$1,000,000
Danny Ferry;$1,000,000
Dan Majerle;$1,000,000
Don Reid;$1,000,000
Felton Spencer;$1,000,000
Sam Mitchell;$1,000,000
Jeff Foster;$986,400
Brendan Haywood;$978,600
Morris Peterson;$966,000
Don MacLean;$965,850
Brian Shaw;$963,415
Kenny Thomas;$946,920
Tim James;$943,252
Joseph Forte;$939,360
Donnell Harvey;$927,360
Jeryl Sasser;$901,800
DeShawn Stevenson;$890,280
Brandon Armstrong;$865,800
Dalibor Bagaric;$854,640
Devean George;$834,250
Andrei Kirilenko;$831,120
Iakovos Tsakalidis;$820,400
Vonteego Cummings;$810,000
Gerald Wallace;$797,880
Mamadou N'diaye;$793,200
Jim Jackson;$789,170
Jumaine Jones;$786,600
Scott Padgett;$781,680
Monty Williams;$778,350
Carlos Rogers;$778,350
Darrick Martin;$778,350
Samuel Dalembert;$771,480
Mark Madsen;$759,960
Primoz Brezec;$749,160
Jamaal Tinsley;$749,160
Tony Parker;$744,480
Cherokee Parks;$715,850
Bruce Bowen;$715,850
Mitchell Butler;$715,850
Antonio Harvey;$715,850
Larry Robinson;$715,850
Gary Trent;$715,850
Mark Strickland;$715,850
Emanual Davis;$715,850
Milt Palacio;$690,000
Victor Alexander;$653,350
Earl Boykins;$650,000
Reggie Slater;$646,011
Erick Barkley;$638,000
Erick Strickland;$637,415
Laron Profit;$630,850
Ryan Bowen;$630,850
Rafer Alston;$625,000
Harold Jamison;$600,000
Stephen Jackson;$590,850
Rick Brunson;$590,850
Troy Hudson;$590,850
Mark Pope;$590,850
Jeff McInnis;$590,850
Shawnelle Scott;$590,850
Kevin Ollie;$590,850
Jacque Vaughn;$590,850
Felipe Lopez;$565,850
Vladimir Stepania;$565,850
Sean Marks;$565,850
Jelani McCoy;$565,850
Bruno Sundov;$565,850
Damon Jones;$565,850
Adrian Griffin;$565,850
Ruben Wolkowyski;$545,385
Charles Smith;$540,850
Raja Bell;$540,850
Obinna Ekezie;$540,850
Derrick Dial;$540,850
Mark Blount;$540,850
Leon Smith;$517,360
Rodney Buford;$481,488
Predrag Drobnjak;$478,558
Vernon Maxwell;$473,000
Amal McCaskill;$465,850
Jabari Smith Sr;$465,850
Jake Voskuhl;$465,850
Daniel Santiago;$465,850
Olumide Oyedeji;$465,850
Jerome James;$465,850
Art Long;$465,850
Lavor Postell;$465,850
Michael Redd;$465,850
Jason Hart;$465,850
Eddie House;$465,850
Stanislav Medvedenko;$465,850
Dan Langhi;$465,850
Brian Cardinal;$465,850
Zendon Hamilton;$465,850
Wang Zhizhi;$465,850
Khalid El-Amin;$465,850
Eduardo Najera;$465,850
Soumaila Samake;$465,850
AJ Guyton;$465,850
Chris Porter;$465,850
Lee Nailon;$465,850
Steve Goodrich;$465,850
Hanno Mottola;$465,850
Terence Morris;$420,000
Bobby Simmons;$332,817
Jarron Collins;$332,817
Carlos Arroyo;$332,817
Ruben Boumtje-Boumtje;$332,817
Alton Ford;$332,817
Damone Brown;$332,817
Alvin Jones;$332,817
Earl Watson;$332,817
Maurice Evans;$332,817
Loren Woods;$332,817
Malik Allen;$332,817
Ernest Brown;$332,817
Willie Solomon;$332,817
Antonis Fotsis;$332,817
Norm Richardson;$332,817
Jamison Brewer;$332,817
Tierre Brown;$332,817
Oscar Torres;$332,817
Gilbert Arenas;$332,817
Dean Oliver;$332,817
Ratko Varda;$332,817
Kenny Satterfield;$332,817
Jeff Trepagnier;$332,817
Trenton Hassell;$332,817
Brian Scalabrine;$332,817
Omar Cook;$292,230
Chris Andersen;$288,171
Sam Mack;$174,598
Isaiah Rider;$112,797
Charlie Bell;$89,292
Tang Hamilton;$60,881
Joe Crispin;$48,705
Mike Penberthy;$28,405
Dickey Simpkins;$26,190
