PLAYER;2001/02
Kevin Garnett;$22,400,000
Shaquille O'Neal;$21,428,572
Alonzo Mourning;$18,754,800
Juwan Howard;$18,750,000
Scottie Pippen;$18,083,564
Karl Malone;$17,500,000
Jayson Williams;$15,125,000
Rasheed Wallace;$14,400,000
Dikembe Mutombo;$14,315,790
Gary Payton;$12,926,493
Chris Webber;$12,750,000
Allan Houston;$12,750,000
Shawn Kemp;$12,660,000
Damon Stoudamire;$12,375,000
Reggie Miller;$12,045,075
Antonio McDyess;$11,700,000
Bryant Reeves;$11,555,554
Larry Johnson;$11,335,714
Stephon Marbury;$11,250,000
Anfernee Hardaway;$11,250,000
Allen Iverson;$11,250,000
Vin Baker;$11,250,000
Latrell Sprewell;$11,250,000
Ray Allen;$11,250,000
Kobe Bryant;$11,250,000
Zydrunas Ilgauskas;$11,250,000
Antoine Walker;$11,250,000
Shareef Abdur-Rahim;$11,250,000
Antonio Davis;$11,000,000
Mitch Richmond;$11,000,000
Tim Duncan;$10,865,250
Tracy McGrady;$10,865,250
Grant Hill;$10,865,250
Jalen Rose;$10,865,250
Keith Van Horn;$10,865,250
Michael Finley;$10,625,000
Vlade Divac;$10,444,642
Nick Van Exel;$10,164,642
Tom Gugliotta;$10,114,000
Eddie Jones;$10,091,250
Brian Grant;$9,925,076
Tim Thomas;$9,675,000
Theo Ratliff;$9,667,969
David Robinson;$9,500,000
Terrell Brandon;$9,300,000
Steve Smith;$9,000,000
Glenn Robinson;$8,990,000
Glen Rice;$8,800,000
Derrick Coleman;$8,710,000
Jason Kidd;$8,447,500
Kenny Anderson;$8,350,000
Kerry Kittles;$8,166,667
Matt Geiger;$8,142,160
Elden Campbell;$7,975,000
Toni Kukoc;$7,906,783
Clifford Robinson;$7,656,250
Marcus Camby;$7,300,000
Chris Dudley;$7,200,000
Dale Davis;$7,010,000
John Stockton;$7,000,000
Jamal Mashburn;$6,975,000
Greg Ostertag;$6,933,328
Ron Mercer;$6,750,000
Tyrone Hill;$6,600,000
Charles Oakley;$6,545,000
Donyell Marshall;$6,510,000
Alan Henderson;$6,500,312
Maurice Taylor;$6,500,000
Derek Anderson;$6,495,000
PJ Brown;$6,404,800
Luc Longley;$6,325,000
Jermaine O'Neal;$6,325,000
Austin Croshere;$6,310,000
Wesley Person;$6,300,000
Erick Dampier;$6,235,000
Kelvin Cato;$6,048,000
Bo Outlaw;$6,000,000
Derrick McKey;$6,000,000
Jim McIlvaine;$6,000,000
Jerry Stackhouse;$5,843,750
Steve Nash;$5,750,000
Isaac Austin;$5,695,715
Shandon Anderson;$5,500,000
Lorenzen Wright;$5,500,000
Nick Anderson;$5,401,906
Mookie Blaylock;$5,400,000
Chris Mills;$5,400,000
Alvin Williams;$5,350,000
Robert Horry;$5,300,000
Loy Vaught;$5,222,025
Bobby Phills;$5,220,000
Bob Sura;$5,213,333
Chris Childs;$5,200,000
Doug Christie;$5,200,000
Eddie Robinson;$5,170,000
Bryon Russell;$5,142,857
Charlie Ward;$5,110,000
Tariq Abdul-Wahad;$5,062,500
Hakeem Olajuwon;$5,061,539
Jerome Williams;$5,000,000
Predrag Stojakovic;$5,000,000
Walt Williams;$5,000,000
Jason Caffey;$4,812,500
Howard Eisley;$4,781,250
Vitaly Potapenko;$4,762,500
Rod Strickland;$4,750,000
Ben Wallace;$4,700,000
Brent Barry;$4,680,000
Michael Olowokandi;$4,662,472
Scott Williams;$4,650,000
Danny Fortson;$4,649,534
Clarence Weatherspoon;$4,638,000
Calvin Booth;$4,539,000
Ruben Patterson;$4,538,000
Joe Smith;$4,538,000
Anthony Mason;$4,538,000
Avery Johnson;$4,538,000
Todd MacCulloch;$4,538,000
Christian Laettner;$4,500,000
Brevin Knight;$4,500,000
Shawn Bradley;$4,500,000
Nazr Mohammed;$4,500,000
Eric Williams;$4,448,000
Jahidi White;$4,413,375
Rashard Lewis;$4,413,375
Kurt Thomas;$4,413,375
Cuttino Mobley;$4,413,375
Adonal Foyle;$4,400,000
Brad Miller;$4,400,000
Sam Cassell;$4,350,000
Scot Pollard;$4,344,187
Voshon Lenard;$4,252,435
Mike Bibby;$4,174,893
Darrell Armstrong;$4,005,000
Aaron McKie;$4,000,000
Corliss Williamson;$4,000,000
Elton Brand;$3,882,360
Derek Strong;$3,861,000
Mark Jackson;$3,860,000
Rex Chapman;$3,850,000
Michael Stewart;$3,840,000
Kenyon Martin;$3,801,960
Rick Fox;$3,791,250
Raef LaFrentz;$3,755,142
Eric Snow;$3,750,000
Lamond Murray;$3,750,000
Kwame Brown;$3,697,440
Brent Price;$3,680,000
Ervin Johnson;$3,670,929
Jud Buechler;$3,600,000
Travis Knight;$3,600,000
Moochie Norris;$3,600,000
Tony Battie;$3,600,000
Zeljko Rebraca;$3,500,000
Steve Francis;$3,473,520
Lindsey Hunter;$3,425,760
Stromile Swift;$3,401,640
Tracy Murray;$3,400,000
Antawn Jamison;$3,388,176
Travis Best;$3,375,000
Tim Hardaway;$3,360,390
Tyson Chandler;$3,308,160
Chucky Atkins;$3,300,000
Tyrone Nesby;$3,260,000
Anthony Carter;$3,250,000
Marc Jackson;$3,250,000
Dean Garrett;$3,240,000
David Wesley;$3,240,000
Jon Barry;$3,175,000
Walter McCarty;$3,125,000
Baron Davis;$3,119,400
Vince Carter;$3,073,032
Darius Miles;$3,054,840
Evan Eschmeyer;$3,038,000
Lawrence Funderburke;$3,025,000
Jaren Jackson Jr;$3,020,834
Antonio Daniels;$3,000,000
LaPhonso Ellis;$3,000,000
Derek Fisher;$3,000,000
Eric Piatkowski;$3,000,000
Kevin Willis;$3,000,000
Cedric Henderson;$3,000,000
Greg Anthony;$3,000,000
Anthony Peeler;$2,978,500
Pau Gasol;$2,970,840
Andrew DeClercq;$2,900,000
Lamar Odom;$2,812,320
Robert Traylor;$2,793,505
Marcus Fizer;$2,754,120
Chris Whitney;$2,700,000
Eddy Curry;$2,678,400
Johnny Newman;$2,675,000
John Wallace;$2,630,000
Jason Williams;$2,554,072
Jonathan Bender;$2,546,760
Matt Maloney;$2,543,750
Mikki Moore;$2,531,250
Chris Gatling;$2,504,227
Chris Crawford;$2,500,000
Mike Miller;$2,494,080
Eric Montross;$2,480,000
John Starks;$2,475,000
Bobby Jackson;$2,475,000
Tony Delk;$2,475,000
Othella Harrington;$2,475,000
Chauncey Billups;$2,475,000
Aaron Williams;$2,475,000
Randy Brown;$2,475,000
Jason Richardson;$2,425,440
Horace Grant;$2,419,580
Hubert Davis;$2,418,750
Steve Kerr;$2,406,250
Michael Smith;$2,400,000
Terry Porter;$2,400,000
Rodney Rogers;$2,400,000
Grant Long;$2,400,000
Sean Rooks;$2,400,000
Michael Curry;$2,400,000
George McCloud;$2,400,000
Calbert Cheaney;$2,400,000
Stacey Augmon;$2,400,000
George Lynch;$2,400,000
Lucious Harris;$2,400,000
Jamie Feick;$2,400,000
Larry Hughes;$2,343,635
Wally Szczerbiak;$2,313,240
Malik Rose;$2,285,000
Vinny Del Negro;$2,275,000
DerMarr Johnson;$2,265,240
Shane Battier;$2,203,080
Bimbo Coles;$2,200,000
John Amaechi;$2,175,000
Dirk Nowitzki;$2,157,595
Patrick Ewing;$2,118,420
Richard Hamilton;$2,111,640
Dell Curry;$2,100,000
