PLAYER;2008/09
Goran Dragic;$1,700,000
Francisco Elson;$1,700,000
Rodney Stuckey;$1,687,320
Smush Parker;$1,660,000
Rodney Carney;$1,655,760
Robin Lopez;$1,623,720
Travis Diener;$1,620,000
Nick Young;$1,602,960
Devean George;$1,600,000
Justin Reed;$1,573,000
Shawne Williams;$1,572,960
Hamed Haddadi;$1,572,221
Marreese Speights;$1,542,600
Sean Williams;$1,522,920
Patrick O'Bryant;$1,500,000
Jose Juan Barea;$1,500,000
Ronald Murray;$1,500,000
Roy Hibbert;$1,465,400
Oleksiy Pecherov;$1,446,720
Marco Belinelli;$1,446,720
Quincy Douby;$1,427,040
JaVale McGee;$1,392,240
Javaris Crittenton;$1,381,560
Renaldo Balkman;$1,369,920
JJ Hickson;$1,329,480
Jason Smith;$1,326,360
Calvin Booth;$1,319,651
Rajon Rondo;$1,315,080
Malik Allen;$1,300,000
Alexis Ajinca;$1,276,320
Daequan Cook;$1,273,200
Marcus Williams;$1,262,520
Jacque Vaughn;$1,262,275
Sam Cassell;$1,262,275
Theo Ratliff;$1,262,275
Kevin Ollie;$1,262,275
Jason Williams;$1,262,275
Brian Skinner;$1,262,275
Lorenzen Wright;$1,262,275
Roko Ukic;$1,250,000
Ryan Anderson;$1,225,200
Jared Dudley;$1,222,320
Josh Boone;$1,212,120
Ronnie Price;$1,188,000
Courtney Lee;$1,176,240
Wilson Chandler;$1,173,480
Kyle Lowry;$1,163,520
Anthony Carter;$1,147,533
Lindsey Hunter;$1,143,473
Michael Ruffin;$1,141,838
Sean Marks;$1,141,838
Ryan Bowen;$1,141,838
Jamaal Magloire;$1,141,838
Kosta Koufos;$1,129,320
Rudy Fernandez;$1,084,080
Morris Almond;$1,081,440
Ime Udoka;$1,080,000
Jordan Farmar;$1,080,000
Sergio Rodriguez;$1,048,800
Aaron Brooks;$1,045,560
Maurice Ager;$1,042,440
Nicolas Batum;$1,040,640
Mardy Collins;$1,034,760
Arron Afflalo;$1,015,440
Ian Mahinmi;$1,009,200
George Hill;$1,006,200
Alando Tucker;$1,001,880
Juan Dixon;$998,398
Melvin Ely;$998,398
Devin Brown;$998,398
Mike Wilks;$998,398
Chris Andersen;$998,398
Darrell Arthur;$977,160
Chris Quinn;$972,581
Ryan Hollins;$972,581
Donte Greene;$971,160
DJ White;$964,080
JR Giddens;$957,120
Matt Barnes;$926,678
Kareem Rush;$926,678
Dahntay Jones;$926,678
Keith McLeod;$926,678
Yakhouba Diawara;$875,000
Royal Ivey;$854,957
Quinton Ross;$854,957
Josh Powell;$854,957
Gerald Green;$854,957
Shavlik Randolph;$826,269
Stephen Graham;$826,269
Von Wafer;$826,269
James Singleton;$826,269
Brandon Bass;$826,269
Jake Voskuhl;$826,153
Joey Dorsey;$816,500
Kyrylo Fesenko;$810,000
Kyle Weaver;$806,452
Paul Millsap;$797,581
Juaquin Hawkins;$797,581
Shannon Brown;$797,581
Cheikh Samb;$797,581
Steve Novak;$797,581
Tarence Kinsey;$797,581
Anthony Roberson;$797,581
Leon Powe;$797,581
Solomon Jones;$797,581
Randolph Morris;$797,581
Dikembe Mutombo;$794,491
Jeremy Richardson;$769,431
Luc Mbah a Moute;$757,000
Ramon Sessions;$722,517
Dominic McGuire;$711,517
Willie Solomon;$711,517
Marcin Gortat;$711,517
Joel Anthony;$711,517
Jamario Moon;$711,517
Alex Acker;$711,517
Josh McRoberts;$711,517
CJ Watson;$711,517
Will Bynum;$711,517
Aaron Gray;$711,517
Glen Davis;$711,517
Gabe Pruitt;$711,517
Thomas Gardner;$711,517
Mario West;$711,517
Mario Chalmers;$700,000
Fred Jones;$622,531
Austin Croshere;$601,436
DeAndre Jordan;$550,000
Henry Walker;$542,114
Mike Taylor;$500,000
Darnell Jackson;$450,000
Chris Douglas-Roberts;$442,411
Nathan Jawai;$442,114
Bobby Brown;$442,114
Sun Yue;$442,114
Anthony Morrow;$442,114
Walter Sharpe;$442,114
Sonny Weems;$442,114
Sean Singletary;$442,114
Othello Hunter;$442,114
Rob Kurz;$429,111
Jermareo Davidson;$422,725
Eddie Gill;$387,613
Shaun Livingston;$370,000
Malik Hairston;$351,091
Paul Davis;$328,416
Hassan Adams;$297,163
Jawad Williams;$244,463
Dee Brown;$238,567
Anthony Tolliver;$213,255
Cartier Martin;$200,252
Trey Johnson;$187,258
Courtney Sims;$184,648
DeMarcus Nelson;$182,047
Steven Hill;$148,238
Blake Ahearn;$125,562
Linton Johnson;$125,374
Andre Brown;$107,908
Demetris Nichols;$87,893
Desmon Farmer;$83,708
Richard Hendrix;$57,215
Dwayne Jones;$46,812
