PLAYER;2004/05
Shaquille O'Neal;$27,696,430
Dikembe Mutombo;$19,485,719
Chris Webber;$17,531,250
Allan Houston;$17,531,250
Kevin Garnett;$16,000,000
Jermaine O'Neal;$14,796,000
Jason Kidd;$14,796,000
Shareef Abdur-Rahim;$14,625,000
Allen Iverson;$14,625,000
Ray Allen;$14,625,000
Stephon Marbury;$14,625,000
Anfernee Hardaway;$14,625,000
Latrell Sprewell;$14,625,000
Zydrunas Ilgauskas;$14,625,000
Antoine Walker;$14,625,000
Michael Finley;$14,609,375
Jalen Rose;$14,487,000
Grant Hill;$14,487,000
Keith Van Horn;$14,487,000
Tracy McGrady;$14,487,000
Tim Duncan;$14,260,641
Kobe Bryant;$14,175,000
Eddie Jones;$13,455,000
Brian Grant;$13,233,434
Antonio Davis;$12,925,000
Tim Thomas;$12,900,000
Antawn Jamison;$12,584,688
Dirk Nowitzki;$12,584,688
Vince Carter;$12,584,688
Paul Pierce;$12,584,688
Damon Stoudamire;$12,500,000
Shawn Marion;$12,330,000
Steve Francis;$12,330,000
Baron Davis;$12,330,000
Glenn Robinson;$12,071,250
Elton Brand;$12,056,000
Nick Van Exel;$11,933,252
Carlos Boozer;$10,967,500
Theo Ratliff;$10,937,500
Lamar Odom;$10,548,596
Mike Bibby;$10,500,000
Dale Davis;$10,068,750
Rasheed Wallace;$9,720,000
Raef LaFrentz;$9,714,538
Kerry Kittles;$9,566,667
Kenyon Martin;$9,454,546
Gilbert Arenas;$9,389,600
Jamal Mashburn;$9,300,000
Wally Szczerbiak;$9,000,000
Vin Baker;$8,833,333
Steve Nash;$8,750,000
Jamaal Magloire;$8,533,333
Marcus Camby;$8,500,000
Maurice Taylor;$8,450,000
Derek Anderson;$8,443,500
Alan Henderson;$8,273,125
Austin Croshere;$8,260,000
Shandon Anderson;$8,173,699
PJ Brown;$8,000,000
Kelvin Cato;$7,992,000
Brad Miller;$7,875,000
Richard Hamilton;$7,812,500
Rashard Lewis;$7,792,208
Bonzi Wells;$7,700,000
Erick Dampier;$7,700,000
Bo Outlaw;$7,632,904
Doug Christie;$7,550,000
Mehmet Okur;$7,500,000
Jason Terry;$7,500,000
Jerry Stackhouse;$7,437,500
Andre Miller;$7,366,667
Lorenzen Wright;$7,150,000
Corey Maggette;$7,000,000
Ben Wallace;$7,000,000
Predrag Stojakovic;$6,875,000
Jason Williams;$6,875,000
Darius Miles;$6,750,000
Tariq Abdul-Wahad;$6,750,000
Manu Ginobili;$6,603,500
