PLAYER;2015/16
Kevin Seraphin;$2,814,000
Darrell Arthur;$2,814,000
Tibor Pleiss;$2,700,000
Furkan Aldemir;$2,683,841
Trey Burke;$2,658,240
Noah Vonleh;$2,637,720
Tyler Zeller;$2,616,975
Frank Kaminsky;$2,612,520
CJ McCollum;$2,525,160
Elfrid Payton;$2,505,720
James Johnson;$2,500,000
Leandro Barbosa;$2,500,000
Joel Anthony;$2,500,000
Terrence Jones;$2,489,529
Justise Winslow;$2,481,720
Shelvin Mack;$2,433,333
Michael Carter-Williams;$2,399,040
Andrew Nicholson;$2,380,593
Doug McDermott;$2,380,440
Tony Wroten;$2,346,760
Jordan Farmar;$2,291,455
Evan Fournier;$2,288,204
Steven Adams;$2,279,040
Myles Turner;$2,277,960
Jared Sullinger;$2,269,260
Aaron Brooks;$2,250,000
Trey Lyles;$2,239,800
Ramon Sessions;$2,170,465
Kelly Olynyk;$2,165,160
Zach LaVine;$2,148,360
Kendall Marshall;$2,144,772
Gary Neal;$2,139,000
Jeremy Lin;$2,139,000
Miles Plumlee;$2,109,293
Joe Ingles;$2,100,000
Steve Blake;$2,100,000
Danny Granger;$2,100,000
Maurice Williams;$2,100,000
Beno Udrih;$2,080,465
Shabazz Muhammad;$2,056,920
Devin Booker;$2,055,840
TJ Warren;$2,041,080
Perry Jones;$2,038,206
Cameron Payne;$2,021,520
Festus Ezeli;$2,008,748
DeJuan Blair;$2,000,000
Kent Bazemore;$2,000,000
Giannis Antetokounmpo;$1,953,960
Adreian Payne;$1,938,840
Kelly Oubre;$1,920,240
Lucas Nogueira;$1,842,000
Jusuf Nurkic;$1,842,000
Terry Rozier;$1,824,360
Dennis Schroeder;$1,763,400
Zoran Dragic;$1,756,500
James Young;$1,749,840
Rashad Vaughn;$1,733,040
Ryan Kelly;$1,724,250
Joffrey Lauvergne;$1,709,719
Louis Amundson;$1,700,000
Tyler Ennis;$1,662,360
Sam Dekker;$1,646,400
Lance Thomas;$1,636,842
Sergey Karasev;$1,599,840
Gary Harris;$1,587,480
Jerian Grant;$1,572,360
Tony Snell;$1,535,880
Bruno Caboclo;$1,524,000
Delon Wright;$1,509,360
Wayne Ellington;$1,500,000
Shane Larkin;$1,500,000
David West;$1,499,187
Matt Bonner;$1,499,187
Rasual Butler;$1,499,187
Caron Butler;$1,499,187
Ronnie Price;$1,499,187
Kendrick Perkins;$1,499,187
Tayshaun Prince;$1,499,187
Amare Stoudemire;$1,499,187
Metta World Peace;$1,499,187
Jason Terry;$1,499,187
Samuel Dalembert;$1,499,187
Charlie Villanueva;$1,499,187
Richard Jefferson;$1,499,187
James Jones;$1,499,187
Andre Miller;$1,490,369
Gorgui Dieng;$1,474,440
Mitch McGary;$1,463,040
Justin Anderson;$1,449,000
Marcus Thornton;$1,436,891
Pablo Prigioni;$1,421,348
Mason Plumlee;$1,415,520
Jordan Adams;$1,404,600
Gerald Green;$1,362,897
Andrea Bargnani;$1,362,897
Solomon Hill;$1,358,880
Sasha Vujacic;$1,356,146
Aaron Gray;$1,356,146
Rodney Hood;$1,348,440
Matthew Dellavedova;$1,347,276
Bobby Portis;$1,344,120
Rondae Hollis-Jefferson;$1,335,480
Alonzo Gee;$1,320,000
Tim Hardaway Jr;$1,304,520
Nikola Jokic;$1,300,000
Shabazz Napier;$1,294,440
Tyus Jones;$1,282,080
Sasha Kaun;$1,276,000
Luc Mbah a Moute;$1,270,964
Brandon Rush;$1,270,964
Cartier Martin;$1,270,964
Reggie Bullock;$1,252,400
Clint Capela;$1,242,720
Jarell Martin;$1,230,840
Andre Roberson;$1,210,800
PJ Hairston;$1,201,440
Boban Marjanovic;$1,200,000
Jeremy Evans;$1,185,784
Tyler Hansbrough;$1,185,784
Rudy Gobert;$1,175,880
Jordan Mickey;$1,170,960
Archie Goodwin;$1,160,160
CJ Wilcox;$1,159,680
Larry Nance Jr;$1,155,600
Chris Copeland;$1,150,000
Damjan Rudez;$1,149,500
RJ Hunter;$1,148,640
Kyle Anderson;$1,142,880
Josh Huestis;$1,140,240
Chris McCullough;$1,140,240
Kevon Looney;$1,131,960
JaKarr Sampson;$1,103,547
Garrett Temple;$1,100,602
Ishmael Smith;$1,100,602
Luke Babbitt;$1,100,602
Wesley Johnson;$1,100,602
Cole Aldrich;$1,100,602
Glenn Robinson III;$1,100,000
Ray McCallum;$1,076,758
Richaun Holmes;$1,075,000
Jared Cunningham;$1,039,074
Jon Leuer;$1,035,000
James Anderson;$1,015,421
Joey Dorsey;$1,015,421
E'Twaun Moore;$1,015,421
Donald Sloan;$1,015,421
Phil Pressey;$1,014,142
Joseph Young;$1,007,026
Rakeem Christmas;$1,007,026
Robert Covington;$1,000,000
Montrezl Harrell;$1,000,000
Walter Tavares;$1,000,000
Tim Frazier;$989,216
Robert Sacre;$981,358
John Jenkins;$981,349
Christapher Johnson;$981,348
Quincy Acy;$981,348
Hassan Whiteside;$981,348
Thomas Robinson;$981,348
Jeff Withey;$947,276
Seth Curry;$947,276
Allen Crabbe;$947,276
Hollis Thompson;$947,276
Isaiah Canaan;$947,276
Dewayne Dedmon;$947,276
Ian Clark;$947,276
Gal Mekel;$947,276
Justin Holiday;$947,276
Troy Daniels;$947,276
Mike Muscala;$947,276
James Ennis;$944,477
Elton Brand;$890,693
Damien Inglis;$855,000
Eric Moreland;$845,059
Jerami Grant;$845,059
Joe Harris;$845,059
Devyn Marble;$845,059
Langston Galloway;$845,059
Cleanthony Early;$845,059
Jarnell Stokes;$845,059
Johnny O'Bryant;$845,059
Tyler Johnson;$845,059
JaMychal Green;$845,059
Russ Smith;$845,059
Jordan Clarkson;$845,059
Tarik Black;$845,059
Shayne Whittington;$845,059
James Michael McAdoo;$845,059
Spencer Dinwiddie;$845,059
Nick Johnson;$845,059
Dwight Powell;$845,059
Cameron Bairstow;$845,059
Markel Brown;$845,059
Raul Neto;$840,000
Kostas Papanikolaou;$800,320
Pierre Jackson;$750,000
Norman Powell;$650,000
Jimmer Fredette;$625,167
Pat Connaughton;$625,093
Ryan Hollins;$615,906
Darrun Hilliard;$600,000
Treveon Graham;$525,093
Jonathon Simmons;$525,093
Duje Dukan;$525,093
Luis Montero;$525,093
Cliff Alexander;$525,093
TJ McConnell;$525,093
Josh Richardson;$525,093
Michael Frazier;$525,093
Anthony Brown;$525,093
Marcelo Huertas;$525,093
Branden Dawson;$525,093
Maurice Ndour;$525,093
Salah Mejri;$525,093
Cristiano Felicio;$525,093
Aaron Harrison;$525,093
Willie Reed;$525,093
Lamar Patterson;$525,093
Cory Jefferson;$362,878
Elijah Millsap;$352,936
Nazr Mohammed;$352,749
Jarell Eddie;$349,032
Christian Wood;$339,762
Sean Kilpatrick;$320,594
Michael Beasley;$306,526
Jorge Gutierrez;$300,899
Jeff Ayres;$251,890
Lorenzo Brown;$222,888
Andrew Goudelock;$200,600
Scottie Wilbekin;$200,000
Erick Green;$199,418
Greg Smith;$197,111
Jordan McRae;$172,971
Henry Sims;$161,633
Xavier Munford;$123,548
Jordan Hamilton;$119,461
Alan Williams;$114,284
Orlando Johnson;$111,444
Jonathan Holmes;$100,000
Bryce Cotton;$99,418
Justin Harper;$99,418
Alex Stepheson;$92,662
Chuck Hayes;$70,549
Keith Appling;$61,775
Bryce Dejean-Jones;$61,775
Axel Toupane;$61,775
Briante Weber;$61,774
Coty Clarke;$61,774
Elliot Williams;$57,726
Quincy Miller;$50,000
JJ O'Brien;$30,887
Thanasis Antetokounmpo;$30,887
Nate Robinson;$26,456
Dorell Wright;$17,637
John Holland;$9,266
