PLAYER;2015/16
Kobe Bryant;$25,000,000
LeBron James;$22,970,500
Carmelo Anthony;$22,875,000
Dwight Howard;$22,359,364
Joe Johnson;$22,309,344
Chris Bosh;$22,192,730
Kevin Durant;$21,971,850
Chris Paul;$21,468,695
Derrick Rose;$20,093,064
Dwyane Wade;$20,000,000
LaMarcus Aldridge;$19,689,000
Marc Gasol;$19,689,000
DeAndre Jordan;$19,689,000
Kevin Love;$19,689,000
Brook Lopez;$19,689,000
Blake Griffin;$18,862,876
Paul Millsap;$18,671,659
David Lee;$17,120,776
Paul George;$16,900,000
Russell Westbrook;$16,744,218
Kawhi Leonard;$16,407,500
Enes Kanter;$16,407,500
Greg Monroe;$16,407,500
Wesley Matthews;$16,407,500
Kyrie Irving;$16,407,500
Jimmy Butler;$16,407,500
Tobias Harris;$16,000,000
James Harden;$15,719,062
Eric Gordon;$15,514,031
Roy Hibbert;$15,514,031
Klay Thompson;$15,501,000
Gordon Hayward;$15,409,570
Chandler Parsons;$15,361,500
Goran Dragic;$14,783,000
John Wall;$14,728,844
DeMarcus Cousins;$14,728,844
Khris Middleton;$14,700,000
Draymond Green;$14,260,870
Tristan Thompson;$14,260,000
Danilo Gallinari;$14,000,000
Reggie Jackson;$13,913,044
DeMarre Carroll;$13,600,000
Brandon Knight;$13,500,000
Eric Bledsoe;$13,500,000
Al Jefferson;$13,500,000
Tony Parker;$13,437,500
Joakim Noah;$13,400,000
JaVale McGee;$13,270,964
Nen?;$13,000,000
Tyson Chandler;$13,000,000
Ricky Rubio;$12,700,000
Robin Lopez;$12,650,000
Ty Lawson;$12,444,552
Rudy Gay;$12,403,101
Serge Ibaka;$12,250,000
Nikola Pekovic;$12,100,000
Derrick Favors;$12,000,000
Kyle Lowry;$12,000,000
Andrew Bogut;$12,000,000
Kemba Walker;$12,000,000
Amir Johnson;$12,000,000
Al Horford;$12,000,000
Nicolas Batum;$11,860,750
Andre Iguodala;$11,710,456
Stephen Curry;$11,370,786
Nikola Vucevic;$11,250,000
Kenneth Faried;$11,235,955
Thaddeus Young;$11,235,955
Marcin Gortat;$11,217,391
Jrue Holiday;$11,000,000
Deron Williams;$10,853,761
Tyreke Evans;$10,734,586
Wilson Chandler;$10,449,438
Monta Ellis;$10,300,000
Anderson Varejao;$10,158,574
Luol Deng;$10,151,612
Gerald Wallace;$10,105,855
Danny Green;$10,000,000
Zach Randolph;$10,000,000
Mike Conley;$9,680,000
DeMar DeRozan;$9,500,000
Rajon Rondo;$9,500,000
Alec Burks;$9,213,484
Omer Asik;$9,213,483
Jeff Green;$9,200,000
Lance Stephenson;$9,000,000
Iman Shumpert;$8,988,765
Ryan Anderson;$8,500,000
Kevin Garnett;$8,500,000
Taj Gibson;$8,500,000
Tiago Splitter;$8,500,000
Brandon Jennings;$8,344,497
Dirk Nowitzki;$8,333,333
Corey Brewer;$8,229,375
Trevor Ariza;$8,200,000
Channing Frye;$8,193,029
Al-Farouq Aminu;$8,042,895
Markieff Morris;$8,000,000
Arron Afflalo;$8,000,000
OJ Mayo;$8,000,000
George Hill;$8,000,000
Jeff Teague;$8,000,000
Ersan Ilyasova;$7,900,000
Avery Bradley;$7,730,337
Kosta Koufos;$7,700,000
Boris Diaw;$7,500,000
Pau Gasol;$7,448,760
Jose Calderon;$7,402,812
Kevin Martin;$7,402,474
JJ Redick;$7,085,000
Anthony Davis;$7,070,730
Cory Joseph;$7,000,000
Louis Williams;$7,000,000
Rodney Stuckey;$7,000,000
Marvin Williams;$7,000,000
Ed Davis;$6,980,802
Isaiah Thomas;$6,912,869
Josh Smith;$6,830,916
Jae Crowder;$6,796,117
Jason Thompson;$6,752,729
Carl Landry;$6,750,000
Greivis Vasquez;$6,600,000
Aron Baynes;$6,500,000
Patrick Beverley;$6,486,486
Michael Kidd-Gilchrist;$6,331,403
Jarrett Jack;$6,300,000
Jodie Meeks;$6,270,000
Patrick Patterson;$6,268,675
Marco Belinelli;$6,060,606
Gerald Henderson;$6,000,000
Andrew Wiggins;$5,758,680
Kyle Korver;$5,746,479
Martell Webster;$5,713,500
Karl-Anthony Towns;$5,703,600
Bradley Beal;$5,694,673
Jamal Crawford;$5,675,000
Courtney Lee;$5,675,000
JJ Hickson;$5,583,413
Josh McRoberts;$5,543,725
Shaun Livingston;$5,543,725
Nikola Mirotic;$5,543,725
Spencer Hawes;$5,543,725
PJ Tucker;$5,500,000
Mirza Teletovic;$5,500,000
Brandan Wright;$5,464,000
Chase Budinger;$5,258,082
Tim Duncan;$5,250,000
Nick Young;$5,219,169
Zaza Pachulia;$5,200,000
Victor Oladipo;$5,192,520
Jabari Parker;$5,152,440
Dion Waiters;$5,138,430
D'Angelo Russell;$5,103,120
Darren Collison;$5,013,559
Chris Kaman;$5,000,000
CJ Watson;$5,000,000
Larry Sanders;$5,000,000
Tony Allen;$5,000,000
Chris Andersen;$5,000,000
Marcus Morris;$5,000,000
JR Smith;$5,000,000
Jonas Jerebko;$5,000,000
Timofey Mozgov;$4,950,000
Mike Dunleavy;$4,837,500
Trevor Booker;$4,775,000
Otto Porter;$4,662,960
Jonas Valanciunas;$4,660,482
Joel Embiid;$4,626,960
Anthony Bennett;$4,597,276
Jahlil Okafor;$4,582,680
Raymond Felton;$4,540,000
Alexis Ajinca;$4,539,607
Kyle Singler;$4,500,000
Kris Humphries;$4,440,000
Derrick Williams;$4,400,000
CJ Miles;$4,394,225
Mike Miller;$4,354,127
Jameer Nelson;$4,345,000
Jason Smith;$4,300,000
Mario Chalmers;$4,300,000
Jose Juan Barea;$4,290,000
Jared Dudley;$4,250,000
Damian Lillard;$4,236,286
Cody Zeller;$4,204,200
Aaron Gordon;$4,171,680
Kristaps Porzingis;$4,131,720
Vince Carter;$4,088,019
Devin Harris;$4,053,446
Alan Anderson;$4,000,000
Jordan Hill;$4,000,000
Ian Mahinmi;$4,000,000
Thabo Sefolosha;$4,000,000
Nemanja Bjelica;$3,950,000
Harrison Barnes;$3,873,398
Marreese Speights;$3,815,500
Alex Len;$3,807,120
Dante Exum;$3,777,720
Steve Novak;$3,758,017
Nick Collison;$3,750,000
Kyle O'Quinn;$3,750,000
Mario Hezonja;$3,741,480
Terrence Ross;$3,553,917
Lavoy Allen;$3,550,000
Matt Barnes;$3,542,500
Will Barton;$3,533,333
Nerlens Noel;$3,457,800
Marcus Smart;$3,431,040
Bojan Bogdanovic;$3,425,510
Evan Turner;$3,425,510
Willie Cauley-Stein;$3,398,280
Quincy Pondexter;$3,382,023
Paul Pierce;$3,376,000
Anthony Morrow;$3,344,000
Mike Scott;$3,333,333
Drew Gooden;$3,300,000
Andre Drummond;$3,272,090
Norris Cole;$3,203,780
Patrick Mills;$3,200,000
KJ McDaniels;$3,189,794
Ben McLemore;$3,156,600
Randy Foye;$3,135,000
Julius Randle;$3,132,240
Austin Rivers;$3,110,796
Emmanuel Mudiay;$3,102,240
Meyers Leonard;$3,075,879
Jeremy Lamb;$3,034,356
Jerryd Bayless;$3,000,000
Brandon Bass;$3,000,000
Anthony Tolliver;$3,000,000
DJ Augustin;$3,000,000
Toney Douglas;$2,971,568
John Henson;$2,943,220
Luis Scola;$2,900,000
Moe Harkless;$2,894,058
Kentavious Caldwell-Pope;$2,891,760
Kirk Hinrich;$2,870,000
Nik Stauskas;$2,869,440
Brian Roberts;$2,854,940
Udonis Haslem;$2,854,940
Dante Cunningham;$2,850,000
Stanley Johnson;$2,841,960
Omri Casspi;$2,836,186
Bismack Biyombo;$2,814,000
Manu Ginobili;$2,814,000
Sonny Weems;$2,814,000
