PLAYER;2009/10
Tracy McGrady;$23,239,562
Kobe Bryant;$23,034,375
Jermaine O'Neal;$23,016,000
Tim Duncan;$22,183,220
Shaquille O'Neal;$20,000,000
Dirk Nowitzki;$19,795,714
Paul Pierce;$19,795,712
Rashard Lewis;$18,876,000
Ray Allen;$18,776,860
Michael Redd;$17,040,000
Andrei Kirilenko;$16,452,000
Pau Gasol;$16,452,000
Kevin Garnett;$16,400,000
Amare Stoudemire;$16,378,325
Yao Ming;$16,378,325
Vince Carter;$16,300,000
Gilbert Arenas;$16,192,080
Zach Randolph;$16,000,000
Chris Bosh;$15,779,912
Dwyane Wade;$15,779,912
Carmelo Anthony;$15,779,912
LeBron James;$15,779,912
Kenyon Martin;$15,363,636
Dwight Howard;$15,202,590
Joe Johnson;$14,976,754
Elton Brand;$14,858,471
Richard Jefferson;$14,200,000
Larry Hughes;$13,655,268
Carlos Boozer;$13,520,500
Chris Paul;$13,520,500
Predrag Stojakovic;$13,392,000
Jason Richardson;$13,333,333
Steve Nash;$13,125,000
Tony Parker;$12,600,000
Andrew Bynum;$12,526,998
Deron Williams;$12,323,900
Brad Miller;$12,250,000
Andre Iguodala;$12,200,000
Baron Davis;$12,150,000
Erick Dampier;$12,115,500
Chauncey Billups;$12,100,000
Samuel Dalembert;$12,025,694
Al Jefferson;$12,000,000
Tyson Chandler;$11,850,000
Antawn Jamison;$11,641,095
Richard Hamilton;$11,625,000
Zydrunas Ilgauskas;$11,541,074
Troy Murphy;$11,047,619
Monta Ellis;$11,000,000
Josh Howard;$10,890,000
Josh Smith;$10,800,000
Manu Ginobili;$10,728,130
Bobby Simmons;$10,560,000
Emeka Okafor;$10,538,937
Nen?;$10,520,000
Eddy Curry;$10,500,423
Chris Kaman;$10,400,000
Luol Deng;$10,370,425
Tayshaun Prince;$10,324,380
Kevin Martin;$10,180,170
Al Harrington;$10,026,875
Andrew Bogut;$10,000,000
Ben Gordon;$10,000,000
Danny Granger;$9,930,500
Jason Terry;$9,862,500
Mike Dunleavy;$9,780,992
Caron Butler;$9,780,970
Mike Miller;$9,750,000
Cuttino Mobley;$9,500,000
Kirk Hinrich;$9,500,000
Earl Watson;$9,400,000
Jamal Crawford;$9,360,000
Quentin Richardson;$9,352,400
David West;$9,075,000
Gerald Wallace;$9,075,000
Mehmet Okur;$9,000,000
Hidayet Turkoglu;$9,000,000
Darius Miles;$9,000,000
Andris Biedrins;$9,000,000
Boris Diaw;$9,000,000
Corey Maggette;$8,937,931
Maurice Williams;$8,860,000
Kenny Thomas;$8,775,000
TJ Ford;$8,500,000
Devin Harris;$8,400,000
Jose Calderon;$8,219,009
Jason Kidd;$8,000,000
Mark Blount;$7,962,500
Tim Thomas;$7,773,055
Paul Millsap;$7,692,932
Marcus Camby;$7,650,000
Stephen Jackson;$7,650,000
Andres Nocioni;$7,500,000
Darko Milicic;$7,500,000
Lamar Odom;$7,500,000
Antonio McDyess;$7,500,000
Marvin Williams;$7,500,000
Etan Thomas;$7,350,000
Udonis Haslem;$7,100,000
Marko Jaric;$7,100,000
David Lee;$7,000,000
Shane Battier;$6,864,200
Joel Przybilla;$6,857,725
Brian Cardinal;$6,750,000
Dan Gadzuric;$6,749,260
Andre Miller;$6,730,800
Shawn Marion;$6,635,068
Shareef Abdur-Rahim;$6,600,000
Leandro Barbosa;$6,600,000
Jerome James;$6,600,000
Andrea Bargnani;$6,527,491
Matt Harpring;$6,500,000
Luke Ridnour;$6,500,000
Charlie Villanueva;$6,500,000
Mike James;$6,466,600
Jared Jeffries;$6,466,600
Vladimir Radmanovic;$6,466,600
Nazr Mohammed;$6,466,600
Anderson Varejao;$6,300,000
Tony Battie;$6,292,000
Nick Collison;$6,250,000
Mike Bibby;$6,217,617
Jason Kapono;$6,212,960
Morris Peterson;$6,212,960
Jamaal Tinsley;$6,190,300
Jameer Nelson;$6,138,888
Jeff Foster;$6,077,500
Beno Udrih;$6,031,800
Chris Duhon;$6,031,800
James Posey;$6,031,800
DeSagana Diop;$6,031,800
Brendan Haywood;$6,000,000
Antonio Daniels;$5,863,580
Marcin Gortat;$5,854,000
Metta World Peace;$5,854,000
Trevor Ariza;$5,854,000
Rasheed Wallace;$5,854,000
LaMarcus Aldridge;$5,844,827
Francisco Garcia;$5,800,000
JR Smith;$5,508,426
Raymond Felton;$5,501,196
John Salmons;$5,456,000
Nenad Krstic;$5,400,000
Greg Oden;$5,361,240
Mickael Pietrus;$5,300,000
Adam Morrison;$5,257,229
Raja Bell;$5,250,000
Speedy Claxton;$5,209,454
Derrick Rose;$5,184,480
Kyle Korver;$5,155,115
Rafer Alston;$5,053,133
Derek Fisher;$5,048,000
Sasha Vujacic;$5,000,000
Jason Maxiell;$5,000,000
Blake Griffin;$4,983,480
Louis Williams;$4,972,500
Reggie Evans;$4,960,000
Steve Blake;$4,930,000
Luke Walton;$4,840,000
Kevin Durant;$4,796,880
Zaza Pachulia;$4,750,000
Tyrus Thomas;$4,743,598
Matt Carroll;$4,700,000
Michael Beasley;$4,638,600
Marcus Banks;$4,553,793
Darius Songaila;$4,526,000
Jarrett Jack;$4,500,000
Drew Gooden;$4,500,000
Hasheem Thabeet;$4,458,840
Trenton Hassell;$4,350,000
Martell Webster;$4,344,000
James Jones;$4,320,000
Al Horford;$4,307,640
Delonte West;$4,254,250
Kendrick Perkins;$4,250,000
