PLAYER;2005/06
Juwan Howard;$5,900,400
Stephen Jackson;$5,610,000
Yao Ming;$5,594,906
Mark Blount;$5,515,875
Nazr Mohammed;$5,500,000
Jason Collins;$5,500,000
Eric Snow;$5,484,375
Eddie Robinson;$5,444,444
Jamaal Tinsley;$5,400,000
Etan Thomas;$5,393,300
Hidayet Turkoglu;$5,393,300
Brian Cardinal;$5,393,300
Derek Fisher;$5,393,300
Antonio McDyess;$5,393,300
Marquis Daniels;$5,393,300
Troy Hudson;$5,253,000
Tony Battie;$5,200,000
Alonzo Mourning;$5,138,500
David Wesley;$5,070,000
Matt Harpring;$5,020,000
Devean George;$5,000,600
Antonio Daniels;$5,000,000
Shareef Abdur-Rahim;$5,000,000
Jerome James;$5,000,000
Marko Jaric;$5,000,000
Udonis Haslem;$5,000,000
Jeff Foster;$5,000,000
Stromile Swift;$5,000,000
Earl Watson;$5,000,000
Gerald Wallace;$5,000,000
Brian Skinner;$4,950,000
Shane Battier;$4,903,000
Donyell Marshall;$4,799,108
Dan Gadzuric;$4,750,000
Brent Barry;$4,691,390
LeBron James;$4,621,800
Brevin Knight;$4,600,000
Morris Peterson;$4,550,000
Marc Jackson;$4,550,000
Mike Dunleavy;$4,506,261
Chucky Atkins;$4,500,000
Shawn Bradley;$4,500,000
Dwight Howard;$4,493,160
Greg Ostertag;$4,400,000
Trenton Hassell;$4,350,000
Andrew Bogut;$4,340,520
Raja Bell;$4,250,000
Moochie Norris;$4,200,000
Eduardo Najera;$4,190,476
Darko Milicic;$4,135,200
Drew Gooden;$4,065,811
Emeka Okafor;$4,020,120
Brendan Haywood;$4,000,000
Gordan Giricek;$4,000,000
Sarunas Jasikevicius;$4,000,000
Carlos Arroyo;$4,000,000
Zaza Pachulia;$4,000,000
Eric Williams;$3,938,000
Marvin Williams;$3,883,560
Rafer Alston;$3,850,000
Chris Mihm;$3,792,817
Damon Stoudamire;$3,750,000
Carmelo Anthony;$3,713,640
Evan Eschmeyer;$3,711,400
Tariq Abdul-Wahad;$3,656,250
Kyle Korver;$3,630,363
Ben Gordon;$3,610,200
Speedy Claxton;$3,600,000
Greg Buckner;$3,595,926
Damon Jones;$3,590,000
Bob Sura;$3,520,000
Voshon Lenard;$3,520,000
Chris Andersen;$3,500,000
Dale Davis;$3,500,000
Othella Harrington;$3,500,000
Tyronn Lue;$3,500,000
Deron Williams;$3,487,400
Mike James;$3,410,000
Jeff McInnis;$3,400,000
Aaron Williams;$3,375,000
Bruce Bowen;$3,375,000
Bobby Jackson;$3,375,000
Tony Delk;$3,375,000
Chris Bosh;$3,348,000
Vitaly Potapenko;$3,320,000
Shaun Livingston;$3,254,880
Pat Garrity;$3,231,250
George Lynch;$3,200,000
Vladimir Radmanovic;$3,166,155
Chris Paul;$3,144,240
Keyon Dooling;$3,100,000
Nen?;$3,039,889
Dwyane Wade;$3,031,920
Robert Horry;$3,000,000
Stanislav Medvedenko;$3,000,000
Zeljko Rebraca;$3,000,000
Eric Piatkowski;$3,000,000
Kareem Rush;$3,000,000
Kevin Ollie;$2,950,200
Ira Newble;$2,950,200
Devin Harris;$2,947,440
Iakovos Tsakalidis;$2,900,000
Raymond Felton;$2,847,360
Chris Wilcox;$2,812,239
Steven Hunter;$2,800,000
Chris Duhon;$2,800,000
Andres Nocioni;$2,775,000
Chris Kaman;$2,753,760
DeShawn Stevenson;$2,750,000
Earl Boykins;$2,750,000
Primoz Brezec;$2,750,000
Josh Childress;$2,677,200
Jim Jackson;$2,640,000
Michael Doleac;$2,640,000
Amare Stoudemire;$2,589,023
Brian Scalabrine;$2,586,207
Martell Webster;$2,586,120
Kirk Hinrich;$2,513,880
Devin Brown;$2,500,000
Juan Dixon;$2,500,000
Damien Wilkins;$2,500,000
Bostjan Nachbar;$2,500,000
Arvydas Macijauskas;$2,500,000
Eddie Griffin;$2,500,000
Clifford Robinson;$2,500,000
Caron Butler;$2,461,617
Luol Deng;$2,443,920
Jared Jeffries;$2,433,824
Anthony Johnson;$2,420,000
Melvin Ely;$2,401,027
James Jones;$2,400,000
Charlie Villanueva;$2,360,880
Fred Jones;$2,328,843
Fabricio Oberto;$2,325,000
TJ Ford;$2,303,040
Dan Dickau;$2,250,000
Rafael Araujo;$2,238,960
Darius Songaila;$2,200,000
Jose Calderon;$2,190,000
Jiri Welsch;$2,177,114
Channing Frye;$2,162,880
Mike Sweetney;$2,116,920
Andre Iguodala;$2,058,000
Jarvis Hayes;$2,011,080
Matt Bonner;$2,000,000
Mark Madsen;$2,000,000
Toni Kukoc;$2,000,000
Vlade Divac;$2,000,000
Dikembe Mutombo;$2,000,000
Derrick Coleman;$2,000,000
Ike Diogu;$1,988,160
Curtis Borchardt;$1,969,993
Luke Jackson;$1,955,160
Jake Voskuhl;$1,937,500
Mickael Pietrus;$1,910,520
Andrew Bynum;$1,888,680
Jumaine Jones;$1,875,000
Charlie Ward;$1,870,000
Andris Biedrins;$1,857,360
DeSagana Diop;$1,850,000
Nick Collison;$1,815,000
Jon Barry;$1,800,000
Robert Swift;$1,764,480
Tayshaun Prince;$1,763,115
Ibo Kutluay;$1,760,000
Fred Hoiberg;$1,760,000
Maurice Williams;$1,760,000
Wesley Person;$1,760,000
Calbert Cheaney;$1,760,000
Lindsey Hunter;$1,760,000
Ron Mercer;$1,760,000
Raul Lopez;$1,744,313
Marcus Banks;$1,724,280
Yaroslav Korolev;$1,704,480
Jarron Collins;$1,700,000
Sebastian Telfair;$1,676,280
Michael Ruffin;$1,670,000
Malik Allen;$1,670,000
Scott Padgett;$1,670,000
John Salmons;$1,669,001
Jason Collier;$1,650,000
Luke Ridnour;$1,638,000
Sean May;$1,619,280
Kris Humphries;$1,592,400
Joel Przybilla;$1,560,000
Reece Gaines;$1,556,160
Jason Hart;$1,540,000
Rashad McCants;$1,538,400
Al Jefferson;$1,512,840
Maurice Evans;$1,500,000
Troy Bell;$1,478,280
Antoine Wright;$1,461,360
Kirk Snyder;$1,437,240
Zarko Cabarkapa;$1,404,360
Milt Palacio;$1,400,000
Joey Graham;$1,388,400
Josh Smith;$1,365,360
Jermaine Jackson;$1,355,067
David West;$1,334,160
Danny Granger;$1,318,920
Rasual Butler;$1,300,000
JR Smith;$1,297,080
Aleksandar Pavlovic;$1,274,160
Gerald Green;$1,253,040
Keith McLeod;$1,250,000
Luke Walton;$1,250,000
Dorell Wright;$1,238,640
Dahntay Jones;$1,223,160
Hakim Warrick;$1,196,520
Jameer Nelson;$1,189,200
Boris Diaw;$1,174,200
Julius Hodge;$1,148,760
Pavel Podkolzin;$1,141,560
Nick Van Exel;$1,138,500
Stacey Augmon;$1,138,500
Bo Outlaw;$1,138,500
Ervin Johnson;$1,138,500
Gary Payton;$1,138,500
Bryon Russell;$1,138,500
Darrell Armstrong;$1,138,500
Alan Henderson;$1,138,500
Zoran Planinic;$1,127,280
Nate Robinson;$1,102,680
Reggie Evans;$1,100,000
Jason Kapono;$1,100,000
Matt Carroll;$1,100,000
Viktor Khryapa;$1,095,960
Jacque Vaughn;$1,094,550
Travis Outlaw;$1,082,160
Jarrett Jack;$1,058,640
Brian Cook;$1,038,960
Walter McCarty;$1,035,000
Rick Brunson;$1,029,873
Mikki Moore;$1,020,000
Francisco Garcia;$1,016,400
Sergey Monya;$1,016,400
Nenad Krstic;$1,010,040
Delonte West;$1,010,040
Steve Blake;$1,000,000
John Edwards;$1,000,000
Luther Head;$975,600
Carlos Delfino;$969,696
Tony Allen;$969,696
Ndudi Ebi;$964,320
Darrick Martin;$946,646
Kevin Martin;$937,440
Johan Petro;$936,600
Kendrick Perkins;$936,480
Leandro Barbosa;$930,600
Josh Howard;$923,880
Sasha Vujacic;$910,440
Jason Maxiell;$905,640
Beno Udrih;$904,800
Anthony Carter;$900,498
Ryan Bowen;$900,498
Maciej Lampe;$900,000
David Harrison;$898,200
Ronald Murray;$895,248
Jannero Pargo;$895,248
Didier Ilunga-Mbenga;$880,000
Linas Kleiza;$879,360
Keith Bogans;$869,373
Wayne Simien;$867,720
Anderson Varejao;$866,800
David Lee;$861,360
Sean Marks;$835,810
Eddie House;$835,810
Lee Nailon;$835,810
Terence Morris;$835,810
DerMarr Johnson;$835,810
Eddie Gill;$819,551
Michael Bradley;$819,550
Loren Woods;$780,000
Charles Smith;$771,123
Adrian Griffin;$768,718
Pat Burke;$750,000
Nikoloz Tskitishvili;$745,248
Smush Parker;$745,248
Laron Profit;$745,248
Lonny Baxter;$745,248
Mike Wilks;$745,248
Jamal Sampson;$719,373
Ronald Dupree;$719,373
Richie Frahm;$719,373
Francisco Elson;$719,373
Linton Johnson;$719,373
Quinton Ross;$700,000
Matt Barnes;$683,862
Romain Sato;$682,051
Trevor Ariza;$682,051
Jackson Vroman;$682,051
Mario Kasun;$682,050
Lionel Chalmers;$682,050
Salim Stoudamire;$675,000
Peter John Ramos;$660,000
Awvee Storey;$641,748
Pape Sow;$641,748
Ha Seung-Jin;$641,748
Charlie Bell;$641,748
Andre Emmett;$641,748
Antonio Burks;$641,748
Bernard Robinson;$641,748
Justin Reed;$641,748
Royal Ivey;$641,748
Donta Smith;$641,748
James Singleton;$625,000
Qyntel Woods;$599,834
Louis Williams;$450,000
Daniel Ewing;$450,000
Monta Ellis;$448,762
Ryan Gomes;$428,762
Chris Taft;$423,762
Donell Taylor;$398,762
Andray Blatche;$398,762
Andre Owens;$398,762
Robert Whaley;$398,762
CJ Miles;$398,762
Ronnie Price;$398,762
Dijon Thompson;$398,762
Shavlik Randolph;$398,762
Travis Diener;$398,762
Jackie Butler;$398,762
Brandon Bass;$398,762
Dwayne Jones;$398,762
Bracey Wright;$398,762
Ersan Ilyasova;$398,762
Earl Barron;$398,762
Lawrence Roberts;$398,762
Anthony Roberson;$398,762
Devin Green;$398,762
Von Wafer;$398,762
Boniface N'Dong;$398,762
Amir Johnson;$398,762
Alex Acker;$398,762
Rawle Marshall;$398,762
Josh Powell;$398,762
Martynas Andriuskevicius;$398,762
Eddie Basden;$398,762
Kevin Burleson;$398,762
Alan Anderson;$398,762
Orien Greene;$398,762
Esteban Batista;$398,762
Samaki Walker;$364,223
Gerald Fitch;$359,858
Zendon Hamilton;$329,138
Mateen Cleaves;$305,784
John Thomas;$282,118
Jared Reiner;$242,612
Josh Davis;$193,003
Dion Glover;$163,085
Aaron Miles;$155,614
Sean Banks;$150,751
James Thomas;$148,698
Sharrod Ford;$116,711
Deng Gai;$92,396
Anthony Goldwire;$74,652
Randy Holcomb;$52,033
Stephen Graham;$48,630
Matt Walsh;$38,904
Ben Handlogten;$35,091
John Lucas;$34,041
Kaniel Dickens;$31,305
Melvin Sanders;$24,315
Alex Scales;$24,315
