salary_cap_perc
0.095
0.026
0.093
0.075
0.007
0.02
0.117
0.126
0.021
0.184
0.03
0.078
0.108
0.051
0.012
0.053
0.356
0.058
0.047
0.041
0.259
0.055
0.017
0.021
0.015
0.063
0.314
0.065
0.021
0.023
0.077
0.023
0.008
0.064
0.014
0.044
0.015
0.023
0.029
0.057
0.018
0.026
0.25
0.085
0.065
0.35
0.019
0.156
0.048
0.006
0.084
0.301
0.014
0.162
0.052
0.227
0.031
0.187
0.019
0.118
0.001
0.071
0.101
0.036
0.017
0.221
0.034
0.015
0.064
0.191
0.109
0.017
0.124
0.322
0.13
0.003
0.023
0.1
0.116
0.015
0.023
0.125
0.023
0.039
0.06
0.25
0.043
0.004
0.011
0.06
0.19
0.004
0.13
0.069
0.044
0.041
0.119
0.155
0.16
0.023
0.156
0.207
0.054
0.018
0.001
0.028
0.031
0.215
0.017
0.085
0.007
0.015
0.004
0.35
0.146
0.015
0.098
0.173
0.034
0.233
0.118
0.124
0.122
0.085
0.238
0.138
0.07
0.084
0.034
0.294
0.059
0.242
0.015
0.001
0.016
0.052
0.35
0.021
0.125
0.021
0.021
0.021
0.134
0.043
0.04
0.079
0.015
0.016
0.039
0.085
0.013
0.101
0.048
0.001
0.109
0.193
0.041
0.332
0.35
0.201
0.115
0.077
0.017
0.015
0.229
0.132
0.067
0.017
0.023
0.179
0.131
0.25
0.042
0.002
0.042
0.023
0.116
0.11
0.018
0.143
0.149
0.227
0.12
0.04
0.075
0.004
0.109
0.118
0.003
0.015
0.318
0.082
0.13
0.103
0.021
0.214
0.086
0.19
0.021
0.002
0.161
0.014
0.06
0.052
0.221
0.187
0.02
0.004
0.005
0.063
0.052
0.014
0.023
0.017
0.082
0.115
0.014
0.234
0.136
0.017
0.068
0.044
0.015
0.016
0.047
0.006
0.043
0.03
0.072
0.155
0.033
0.234
0.282
0.017
0.015
0.078
0.35
0.017
0.071
0.206
0.019
0.147
0.171
0.085
0.133
0.073
0.216
0.008
0.127
0.019
0.25
0.013
0.096
0.013
0.043
0.056
0.023
0.055
0.016
0.036
0.092
0.016
0.034
0.031
0.021
0.231
0.282
0.011
0.051
0.121
0.014
0.037
0.161
0.06
0.002
0.015
0.099
0.076
0.033
0.128
0.261
0.015
0.021
0.02
0.021
0.041
0.015
0.008
0.153
0.029
0.202
0.025
0.044
0.013
0.021
0.064
0.143
0.06
0.111
0.3
0.133
0.11
0.063
0.033
0.034
0.001
0.017
0.015
0.099
0.005
0.017
0.1
0.404
0.023
0.086
0.015
0.196
0.347
0.025
0.036
0.008
0.195
0.023
0.013
0.052
0.068
0.176
0.02
0.097
0.099
0.327
0.019
0.059
0.021
0.003
0.023
0.153
0.105
0.103
0.021
0.017
0.093
0.014
0.03
0.041
0.052
0.016
0.095
0.027
0.015
0.005
0.081
0.234
0.112
0.021
0.024
0.017
0.021
0.064
0.207
0.06
0.073
0.129
0.111
0.044
0.016
0.038
0.069
0.023
0.161
0.367
0.02
0.053
0.031
0.234
0.067
0.227
0.034
0.069
0.016
0.009
0.062
0.086
0.016
0.149
0.033
0.124
0.021
0.005
0.014
0.015
0.017
0.021
0.28
0.098
0.022
0.178
0.148
0.016
0.071
0.282
0.119
0.06
0.014
0.042
0.162
0.003
0.114
0.187
0.239
0.013
0.022
0.172
0.017
0.113
0.029
0.012
0.138
0.015
0.045
0.014
0.023
0.016
0.033
0.147
0.087
0.018
0.023
0.085
0.246
0.435
0.039
0.284
0.018
0.186
0.115
0.017
0.235
0.28
0.023
0.015
0.016
0.001
0.124
0.054
0.086
0.021
0.086
0.076
0.025
0.052
0.067
0.1
0.207
0.132
0.023
0.004
0.025
0.023
0.245
0.016
0.017
0.019
0.069
0.019
0.007
0.011
0.093
0.104
0.171
0.117
0.069
0.25
0.069
0.013
0.021
0.02
0.012
0.085
0.199
0.043
0.206
0.016
0.023
0.135
0.023
0.096
0.019
0.04
0.003
0.004
0.001
0.023
0.003
0.099
0.239
0.093
0.181
0.187
0.016
0.101
0.064
0.022
0.021
0.02
0.002
0.365
0.073
0.007
0.016
0.023
0.051
0.08
0.173
0.057
0.227
0.08
0.027
0.167
0.148
0.031
0.066
0.039
0.352
0.139
0.147
0.04
0.114
0.344
0.21
0.108
0.084
0.016
0.211
0.04
0.064
0.142
0.085
0.018
0.033
0.015
0.06
0.565
0.033
0.016
0.044
0.023
0.015
0.117
0.043
0.175
0.134
0.069
0.026
0.06
0.047
0.001
0.015
0.021
0.043
0.242
0.056
0.105
0.036
0.044
0.144
0.107
0.069
0.043
0.047
0.009
0.159
0.016
0.082
0.052
0.066
0.036
0.17
0.069
0.002
0.148
0.251
0.116
0.04
0.098
0.058
0.037
0.027
0.02
0.019
0.031
0.005
0.115
0.027
0.013
0.085
0.258
0.155
0.009
0.018
0.023
0.022
0.126
0.113
0.129
0.25
0.139
0.001
0.009
0.088
0.217
0.132
0.115
0.024
0.086
0.021
0.065
0.017
0.018
0.205
0.206
0.063
0.183
0.001
0.052
0.013
0.217
0.068
0.081
0.3
0.001
0.132
0.046
0.031
0.033
0.007
0.014
0.051
0.015
0.224
0.011
0.106
0.007
0.052
0.044
0.022
0.106
0.117
0.016
0.113
0.109
0.018
0.129
0.3
0.115
0.001
0.015
0.013
0.072
0.169
0.067
0.011
0.016
0.059
0.118
0.064
0.023
0.003
0.017
0.017
0.023
0.09
0.01
0.141
0.015
0.024
0.023
0.003
0.111
0.016
0.033
0.267
0.016
0.042
0.021
0.016
0.005
0.043
0.086
0.323
0.238
0.099
0.152
0.016
0.006
0.166
0.018
0.034
0.01
0.355
0.001
0.079
0.022
0.001
0.087
0.088
0.016
0.023
0.071
0.023
0.032
0.031
0.017
0.155
0.107
0.174
0.083
0.016
0.023
0.015
0.021
0.09
0.111
0.149
0.023
0.016
0.021
0.001
0.146
0.02
0.038
0.086
0.076
0.021
0.107
0.002
0.028
0.002
0.001
0.023
0.015
0.054
0.056
0.013
0.298
0.111
0.019
0.086
0.3
0.124
0.076
0.337
0.117
0.005
0.033
0.015
0.015
0.034
0.143
0.06
0.046
0.025
0.024
0.136
0.165
0.01
0.153
0.018
0.036
0.015
0.052
0.037
0.017
0.02
0.3
0.004
0.05
0.034
0.015
0.019
0.234
0.168
0.279
0.194
0.25
0.215
0.114
0.01
0.046
0.123
0.023
0.18
0.181
0.043
0.069
0.017
0.35
0.019
0.101
0.229
0.016
0.127
0.013
0.009
0.25
0.085
0.026
0.014
0.136
0.134
0.113
0.182
0.226
0.06
0.112
0.005
0.022
0.023
0.013
0.015
0.015
0.204
0.101
0.112
0.088
0.101
0.035
0.192
0.056
0.033
0.021
0.019
0.053
0.022
0.005
0.101
0.011
0.013
0.005
0.026
0.014
0.119
0.123
0.034
0.106
0.052
0.021
0.145
0.018
0.124
0.014
0.123
0.086
0.133
0.014
0.17
0.102
0.052
0.112
0.023
0.063
0.282
0.037
0.04
0.016
0.081
0.193
0.091
0.043
0.097
0.074
0.104
0.098
0.071
0.016
0.068
0.111
0.171
0.044
0.112
0.02
0.032
0.062
0.14
0.039
0.171
0.074
0.016
0.013
0.149
0.015
0.024
0.138
0.018
0.056
0.112
0.043
0.085
0.064
0.121
0.076
0.035
0.044
0.119
0.027
0.085
0.014
0.023
0.093
0.067
0.066
0.015
0.046
0.222
0.001
0.021
0.076
0.066
0.163
0.216
0.023
0.092
0.275
0.138
0.053
0.033
0.018
0.057
0.001
0.234
0.204
0.066
0.068
0.133
0.207
0.057
0.036
0.016
0.15
0.006
0.03
0.027
0.145
0.366
0.099
0.021
0.096
0.028
0.016
0.005
0.064
0.018
0.06
0.015
0.022
0.015
0.202
0.376
0.014
0.046
0.073
0.014
0.033
0.037
0.042
0.013
0.036
0.077
0.25
0.057
0.017
0.043
0.115
0.248
0.015
0.02
0.238
0.25
0.078
0.069
0.019
0.009
0.075
0.165
0.021
0.02
0.125
0.007
0.235
0.041
0.19
0.109
0.259
0.025
0.04
0.023
0.004
0.084
0.043
0.018
0.068
0.008
0.115
0.021
0.126
0.15
0.142
0.014
0.015
0.015
0.004
0.023
0.021
0.015
0.014
0.053
0.088
0.14
0.161
0.107
0.031
0.25
0.085
0.17
0.013
0.016
0.001
0.162
0.103
0.072
0.016
0.3
0.222
0.071
0.017
0.003
0.02
0.071
0.092
0.057
0.073
0.052
0.02
0.25
0.018
0.052
0.015
0.022
0.139
0.032
0.112
0.002
0.3
0.015
0.075
0.043
0.003
0.19
0.144
0.091
0.152
0.222
0.051
0.013
0.152
0.036
0.009
0.328
0.199
0.013
0.093
0.016
0.023
0.225
0.014
0.101
0.152
0.033
0.25
0.235
0.085
0.054
0.063
0.033
0.144
0.044
0.281
0.181
0.075
0.043
0.006
0.067
0.021
0.018
0.262
0.167
0.06
0.072
0.09
0.085
0.044
0.281
0.032
0.004
0.015
0.032
0.011
0.002
0.091
