const,ID,season,age,games_played_perc,games_started_perc,minutes_played,avg_minutes_played,WS48,PER,team_won_finals,team_lost_finals,team_lost_semifinals,team_lost_first_match,most_improved,most_valuable,most_valuable_finals,sixth_man,all_league
1.0,allenma01,2008,29.0,0.8735632183908046,0.1839080459770115,1114.0,14.658,0.044,9.693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,greenja01,2022,31.0,0.8275862068965517,0.09195402298850575,1154.0,16.028,0.119,14.526,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,brownde04,2011,23.0,0.5975609756097561,0.012195121951219513,576.0,11.755,0.083,12.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,collini01,2015,34.0,0.8048780487804879,0.024390243902439025,1101.0,16.682,0.096,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,robindu01,2021,26.0,1.0,1.0,2362.0,31.079,0.079,11.398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,jacksre01,2021,30.0,0.945054945054945,0.6593406593406593,2166.0,25.186,0.115,21.169,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,whiteha01,2016,26.0,0.8645833333333334,0.5520833333333334,2416.0,29.108,0.233,28.928,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,harrial01,2002,21.0,0.5365853658536586,0.012195121951219513,1313.0,29.841,0.095,14.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,millspa01,2021,35.0,0.7926829268292683,0.43902439024390244,1271.0,19.554,0.132,18.117,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,jamisan01,2013,36.0,0.9302325581395349,0.06976744186046512,1715.0,21.438,0.126,15.783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,smithjr01,2015,29.0,0.8627450980392157,0.5392156862745098,2640.0,30.0,0.085,17.235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,paulch01,2009,23.0,0.9540229885057471,0.9540229885057471,3203.0,38.59,0.293,31.078,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,walkeke02,2021,30.0,0.5974025974025974,0.5974025974025974,1460.0,31.739,0.116,17.986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,jefferi01,2015,34.0,0.896551724137931,0.22988505747126436,1295.0,16.603,0.089,11.443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,pricero01,2015,31.0,0.524390243902439,0.24390243902439024,982.0,22.837,0.034,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,pricero01,2012,28.0,0.5454545454545454,0.12121212121212122,517.0,14.361,0.009,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,diawbo01,2014,31.0,0.9714285714285714,0.2571428571428571,2578.0,25.275,0.119,18.781,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,hayesch01,2011,27.0,0.9024390243902439,0.7682926829268293,2079.0,28.095,0.145,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,mcrobjo01,2013,25.0,0.8170731707317073,0.2682926829268293,1487.0,22.194,0.071,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,bennean01,2015,21.0,0.6951219512195121,0.036585365853658534,894.0,15.684,0.016,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sefolth01,2017,32.0,0.75,0.4772727272727273,1605.0,24.318,0.099,11.855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,noahjo01,2016,30.0,0.35365853658536583,0.024390243902439025,635.0,21.897,0.083,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,leonaka01,2019,27.0,0.7924528301886793,0.7924528301886793,2979.0,35.464,0.224,38.642,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,caulewi01,2021,27.0,0.7468354430379747,0.20253164556962025,969.0,16.424,0.148,15.274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,anderch01,2009,30.0,0.8775510204081632,0.01020408163265306,1788.0,20.791,0.178,22.234,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,greenge01,2008,22.0,0.36585365853658536,0.0,362.0,12.067,-0.053,8.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,greenja01,2021,30.0,0.8292682926829268,0.06097560975609756,1310.0,19.265,0.111,15.771,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,mayssk01,2022,24.0,0.3448275862068966,0.05747126436781609,229.0,7.633,0.065,12.461,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,davisgl01,2011,25.0,0.9560439560439561,0.14285714285714285,2489.0,28.609,0.102,13.232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,nashst01,2010,35.0,0.9897959183673469,0.9897959183673469,3199.0,32.979,0.179,26.139,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,sextoco01,2022,23.0,0.13414634146341464,0.13414634146341464,316.0,28.727,-0.015,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,belinma01,2017,30.0,0.9024390243902439,0.0,1778.0,24.027,0.086,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,leeda02,2016,32.0,0.6551724137931034,0.05747126436781609,936.0,16.421,0.159,20.115,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,lawac01,2010,25.0,0.3170731707317073,0.012195121951219513,234.0,9.0,0.123,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,jamisan01,2002,25.0,1.0,1.0,3033.0,36.988,0.101,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,baldwwa01,2017,20.0,0.4090909090909091,0.011363636363636364,417.0,11.583,-0.036,6.888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,stoudam01,2010,27.0,1.0,1.0,3422.0,34.918,0.181,26.963,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,dinwisp01,2018,24.0,0.975609756097561,0.7073170731707317,2306.0,28.825,0.119,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,rondora01,2018,31.0,0.8131868131868132,0.7912087912087912,2007.0,27.122,0.101,18.063,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,paytoga01,2004,35.0,1.0,1.0,3597.0,34.587,0.138,20.333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,millean02,2009,32.0,1.0,1.0,3234.0,36.75,0.142,20.169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,korveky01,2017,35.0,0.85,0.22,2079.0,24.459,0.101,13.997,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,allenma01,2003,24.0,0.975609756097561,0.8902439024390244,2318.0,28.975,0.019,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,millspa01,2013,27.0,0.9512195121951219,0.9512195121951219,2375.0,30.449,0.154,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,bembrde01,2021,26.0,0.7083333333333334,0.16666666666666666,972.0,19.059,0.059,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,harteis01,2021,22.0,0.6388888888888888,0.027777777777777776,559.0,12.152,0.137,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,gabriwe01,2020,22.0,0.43037974683544306,0.0379746835443038,288.0,8.471,0.041,12.712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,barnema02,2013,32.0,0.9772727272727273,0.045454545454545456,2220.0,25.814,0.147,16.948,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,hasleud01,2010,29.0,0.9540229885057471,0.0,2319.0,27.94,0.132,14.939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,martike01,2013,35.0,0.3191489361702128,0.1276595744680851,684.0,22.8,0.134,23.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,pietrmi01,2012,29.0,0.7209302325581395,0.08139534883720931,1314.0,21.194,0.063,10.335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,harrial01,2006,25.0,0.926829268292683,0.926829268292683,2782.0,36.605,0.066,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,masonro01,2007,26.0,0.7674418604651163,0.0,548.0,8.303,-0.01,8.338,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,breweco01,2013,26.0,1.0,0.022727272727272728,2149.0,24.42,0.093,15.232,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,augusdj01,2014,26.0,0.8735632183908046,0.10344827586206896,2080.0,27.368,0.153,16.891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,speigma01,2017,29.0,1.0,0.0449438202247191,1384.0,15.551,0.157,18.651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,burksal01,2015,23.0,0.32926829268292684,0.32926829268292684,899.0,33.296,0.091,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,holliry01,2008,23.0,0.7317073170731707,0.012195121951219513,532.0,8.867,0.099,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,mcgratr01,2007,27.0,0.8764044943820225,0.8764044943820225,2819.0,36.141,0.163,25.538,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,hezonma01,2018,22.0,0.9146341463414634,0.36585365853658536,1657.0,22.093,0.067,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,stephla01,2018,27.0,1.0,0.07865168539325842,1999.0,22.461,0.047,13.511,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,martica02,2022,26.0,0.77,0.12,1581.0,20.532,0.14,16.217,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,westda01,2007,26.0,0.6341463414634146,0.6341463414634146,1900.0,36.538,0.131,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,oladivi01,2021,28.0,0.4583333333333333,0.4583333333333333,1080.0,32.727,0.018,14.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,hawessp01,2011,22.0,0.9885057471264368,0.9885057471264368,1816.0,21.116,0.067,13.262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,goodedr01,2015,33.0,0.6630434782608695,0.07608695652173914,1042.0,17.082,0.094,14.475,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,curryst01,2013,24.0,0.9574468085106383,0.9574468085106383,3480.0,38.667,0.18,24.716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,anderal01,2014,31.0,0.9574468085106383,0.2978723404255319,2034.0,22.6,0.046,10.869,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,butleca01,2011,30.0,0.35365853658536583,0.35365853658536583,867.0,29.897,0.066,14.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,looneke01,2018,21.0,0.8446601941747572,0.08737864077669903,1297.0,14.908,0.148,19.946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,kaponja01,2007,25.0,0.8255813953488372,0.4186046511627907,1844.0,25.972,0.114,14.149,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,grangda01,2014,30.0,0.5684210526315789,0.021052631578947368,981.0,18.167,0.074,11.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,brownmo01,2022,22.0,0.4878048780487805,0.07317073170731707,344.0,8.6,0.167,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,boshch01,2010,25.0,0.8536585365853658,0.8536585365853658,2526.0,36.086,0.182,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,willish02,2009,25.0,0.5487804878048781,0.0,512.0,11.378,0.047,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,greenja02,2021,27.0,0.5694444444444444,0.027777777777777776,473.0,11.537,0.112,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,stausni01,2018,24.0,0.5,0.0,523.0,12.756,0.028,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,garneke01,2015,38.0,0.573170731707317,0.573170731707317,952.0,20.255,0.096,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,stuckro01,2011,24.0,0.8536585365853658,0.6585365853658537,2183.0,31.186,0.11,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,roberan03,2017,25.0,0.9655172413793104,0.9655172413793104,2561.0,30.488,0.085,10.861,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,lillada01,2021,30.0,0.9358974358974359,0.9358974358974359,2646.0,36.247,0.208,28.744,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,allento01,2010,28.0,0.7358490566037735,0.07547169811320754,1280.0,16.41,0.103,19.126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,fishede01,2011,36.0,1.0,1.0,2622.0,28.5,0.077,10.654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,richaja01,2011,30.0,0.9659090909090909,0.9659090909090909,2868.0,33.741,0.122,15.547,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,garcifr01,2013,31.0,0.7272727272727273,0.26136363636363635,1193.0,18.641,0.061,13.295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,tollian01,2016,30.0,0.872093023255814,0.05813953488372093,1367.0,18.227,0.1,10.398,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,wrighbr03,2013,25.0,0.7804878048780488,0.1951219512195122,1149.0,17.953,0.171,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,hernawi01,2021,26.0,0.6527777777777778,0.16666666666666666,846.0,18.0,0.165,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,westda01,2013,32.0,0.92,0.92,3124.0,33.957,0.179,24.656,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,feltora01,2010,25.0,0.9767441860465116,0.9767441860465116,2773.0,33.012,0.118,15.825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,ilyaser01,2018,30.0,0.8586956521739131,0.4782608695652174,1962.0,24.835,0.111,16.841,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,canaais01,2016,24.0,0.9390243902439024,0.47560975609756095,1966.0,25.532,0.034,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,smithgr02,2013,22.0,0.8522727272727273,0.125,1169.0,15.587,0.173,16.791,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,redicjj01,2018,33.0,0.8695652173913043,0.8695652173913043,2458.0,30.725,0.15,18.308,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,noelne01,2019,24.0,0.9425287356321839,0.022988505747126436,1115.0,13.598,0.196,20.204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,richaqu01,2003,22.0,0.7195121951219512,0.15853658536585366,1368.0,23.186,0.035,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,saricda01,2020,25.0,0.9041095890410958,0.6986301369863014,1632.0,24.727,0.106,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,simmoko01,2018,20.0,0.3902439024390244,0.14634146341463414,643.0,20.094,-0.015,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,okafoem01,2008,25.0,1.0,1.0,2718.0,33.146,0.102,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,allenla01,2012,22.0,0.6708860759493671,0.20253164556962025,860.0,16.226,0.123,19.167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,mccontj01,2019,26.0,0.9042553191489362,0.031914893617021274,1545.0,18.176,0.095,13.977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,mcgratr01,2011,31.0,0.8780487804878049,0.47560975609756095,1686.0,23.417,0.06,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,speigma01,2013,25.0,0.9634146341463414,0.036585365853658534,1300.0,16.456,0.103,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,duhonch01,2010,27.0,0.8170731707317073,0.7195121951219512,2072.0,30.925,0.044,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,udrihbe01,2016,33.0,0.5365853658536586,0.06097560975609756,707.0,16.068,0.027,9.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,jefferi01,2010,29.0,0.9891304347826086,0.8695652173913043,2854.0,31.363,0.114,14.545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,breweco01,2015,28.0,0.9797979797979798,0.1717171717171717,2515.0,25.928,0.071,16.135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,chandty01,2011,28.0,0.9223300970873787,0.9223300970873787,2739.0,28.832,0.219,23.42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,lewisra02,2003,23.0,0.9390243902439024,0.9390243902439024,3044.0,39.532,0.123,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,baynear01,2020,33.0,0.5753424657534246,0.3835616438356164,934.0,22.238,0.108,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,meeksjo01,2018,30.0,0.9390243902439024,0.0,1119.0,14.532,0.086,12.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,harrish01,2020,26.0,0.6615384615384615,0.15384615384615385,484.0,11.256,0.149,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,gallola01,2020,28.0,1.0,0.09090909090909091,1702.0,25.788,0.087,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,barbole01,2013,30.0,0.5061728395061729,0.024691358024691357,513.0,12.512,0.084,13.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,thomaku01,2011,38.0,0.6020408163265306,0.37755102040816324,1252.0,21.22,0.13,10.842,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,gortama01,2009,24.0,0.8207547169811321,0.03773584905660377,1065.0,12.241,0.199,22.324,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,biyombi01,2016,23.0,1.0,0.3137254901960784,2314.0,22.686,0.157,19.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,pachuza01,2009,24.0,0.946236559139785,0.2903225806451613,1733.0,19.693,0.127,16.218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,mournal01,2004,33.0,0.14634146341463414,0.0,215.0,17.917,0.134,13.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,youngni01,2013,27.0,0.7195121951219512,0.2073170731707317,1411.0,23.915,0.078,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,ellinwa01,2019,31.0,0.6627906976744186,0.4883720930232558,1428.0,25.053,0.096,12.376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,bendedr01,2019,21.0,0.5609756097560976,0.32926829268292684,826.0,17.957,0.029,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,stephla01,2017,26.0,0.2558139534883721,0.0,468.0,21.273,0.013,15.054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,allento01,2008,26.0,0.8333333333333334,0.10185185185185185,1438.0,15.978,0.094,11.211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,caldwke01,2019,25.0,1.0,0.2804878048780488,2035.0,24.817,0.094,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,princta01,2011,30.0,0.9512195121951219,0.9512195121951219,2562.0,32.846,0.062,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,sessira01,2012,25.0,0.9743589743589743,0.44871794871794873,2087.0,27.461,0.104,18.525,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,pricero01,2014,30.0,0.3780487804878049,0.024390243902439025,377.0,12.161,-0.013,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,beaslmi01,2013,24.0,0.9146341463414634,0.24390243902439024,1554.0,20.72,-0.046,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,nurkiju01,2018,23.0,0.9651162790697675,0.9651162790697675,2182.0,26.289,0.108,20.235,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,fryech01,2018,34.0,0.6463414634146342,0.012195121951219513,695.0,13.113,0.104,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,zellety01,2017,27.0,0.62,0.05,603.0,9.726,0.091,15.347,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,iguodan01,2008,24.0,1.0,1.0,3476.0,39.5,0.142,19.765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,dalemsa01,2011,29.0,0.975609756097561,0.5609756097560976,1938.0,24.225,0.072,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,paytoel01,2020,25.0,0.6818181818181818,0.5454545454545454,1246.0,27.689,0.065,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,jackja01,2009,25.0,1.0,0.6463414634146342,2716.0,33.122,0.072,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,matthwe02,2022,35.0,0.648936170212766,0.2765957446808511,1347.0,22.082,0.057,9.413,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,willish02,2010,26.0,0.5849056603773585,0.0,654.0,10.548,0.161,14.406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,salmojo01,2006,26.0,1.0,0.2926829268292683,2059.0,25.11,0.04,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,thornma01,2015,27.0,0.5853658536585366,0.0,721.0,15.021,0.08,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,grantje01,2020,25.0,0.9782608695652174,0.43478260869565216,2545.0,28.278,0.112,17.506,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,lenal01,2020,26.0,0.7638888888888888,0.16666666666666666,970.0,17.636,0.124,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,kukocto01,2005,36.0,0.6463414634146342,0.07317073170731707,1099.0,20.736,0.066,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,willite01,2011,23.0,0.25609756097560976,0.0,290.0,13.81,-0.099,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,farmajo01,2010,23.0,1.0,0.0,1775.0,16.905,0.091,14.587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,chalmma01,2014,27.0,0.9117647058823529,0.9019607843137255,2713.0,29.172,0.106,16.506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,pargoja01,2014,34.0,0.3488372093023256,0.0,245.0,8.167,0.099,18.871,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,howarju01,2003,29.0,0.9390243902439024,0.9390243902439024,2730.0,35.455,0.105,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,foyera01,2010,26.0,0.8536585365853658,0.4634146341463415,1667.0,23.814,0.063,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,martike03,2020,24.0,0.484375,0.0625,495.0,15.968,0.019,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,mcgratr01,2012,32.0,0.8055555555555556,0.0,927.0,15.983,0.092,14.299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,ratlith01,2009,35.0,0.5909090909090909,0.0,673.0,12.942,0.116,12.694,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,fordtj01,2007,23.0,0.9204545454545454,0.8636363636363636,2379.0,29.37,0.092,19.855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,zelleco01,2022,29.0,0.32926829268292684,0.0,355.0,13.148,0.149,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,odomla01,2009,29.0,0.9619047619047619,0.3523809523809524,3051.0,30.208,0.143,22.312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,landrca01,2008,24.0,0.5454545454545454,0.0,817.0,17.021,0.25,24.337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,mcgruro01,2021,29.0,0.2222222222222222,0.027777777777777776,194.0,12.125,0.124,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,mcguido01,2011,25.0,0.6341463414634146,0.0975609756097561,760.0,14.615,0.057,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,vandeja01,2021,21.0,0.8888888888888888,0.4166666666666667,1139.0,17.797,0.131,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,caldejo01,2013,31.0,0.8902439024390244,0.7073170731707317,2160.0,29.589,0.164,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,howardw01,2019,33.0,0.10975609756097561,0.10975609756097561,230.0,25.556,0.125,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,foxde01,2021,23.0,0.8055555555555556,0.8055555555555556,2036.0,35.103,0.099,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
