ID,season,salary_cap_perc,age,games_played_perc,games_started_perc,minutes_played,avg_minutes_played,WS48,PER,team_won_finals,team_lost_finals,team_lost_semifinals,team_lost_first_match,most_improved,most_valuable,most_valuable_finals,sixth_man,all_league
anderch01,2005,0.071,26.0,0.8170731707317073,0.024390243902439025,1430.0,21.343,0.151,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
korveky01,2005,0.073,23.0,1.0,0.7126436781609196,2814.0,32.345,0.119,12.971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
atkinch01,2005,0.091,30.0,1.0,1.0,2903.0,35.402,0.074,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radmavl01,2005,0.064,24.0,0.7419354838709677,0.0,1978.0,28.667,0.096,14.173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
diopde01,2005,0.037,23.0,0.47560975609756095,0.0,306.0,7.846,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reddmi01,2005,0.242,25.0,0.9146341463414634,0.9146341463414634,2848.0,37.973,0.104,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirilan01,2005,0.222,23.0,0.5,0.45121951219512196,1349.0,32.902,0.196,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
houseed01,2005,0.017,26.0,0.8160919540229885,0.08045977011494253,914.0,12.873,0.097,16.154,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
stackje01,2005,0.169,30.0,0.7263157894736842,0.07368421052631578,2020.0,29.275,0.104,19.962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
barnema02,2005,0.014,24.0,0.524390243902439,0.10975609756097561,715.0,16.628,0.027,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
anderal01,2006,0.002,23.0,0.43902439024390244,0.08536585365853659,564.0,15.667,0.034,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
terryja01,2006,0.152,28.0,0.9714285714285714,0.9714285714285714,3642.0,35.706,0.165,23.256,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roseja01,2006,0.304,33.0,0.8780487804878049,0.5487804878048781,1983.0,27.542,0.061,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
robincl02,2006,0.03,39.0,0.946236559139785,0.13978494623655913,2061.0,23.42,0.072,9.993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
butleca01,2006,0.14,25.0,0.9204545454545454,0.6818181818181818,2970.0,36.667,0.112,18.509,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
